HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N4.HOG0000304	OG0000019	n32									rna-XM_034406495.1, rna-XM_034405176.1, rna-XM_034435982.1, rna-XM_034409951.1, rna-XM_034417475.1, rna-XM_034402310.1, rna-XM_034423769.1, rna-XM_034431985.1, rna-XM_034431829.1, rna-XM_034430987.1, rna-XM_034404076.1, rna-XM_034427125.1, rna-XM_034435942.1, rna-XM_034430989.1, rna-XM_034403956.1, rna-XM_034432544.1, rna-XM_034427122.1, rna-XM_034402312.1, rna-XM_034420441.1, rna-XM_034413728.1, rna-XM_034416563.1, rna-XM_034429026.1, rna-XM_034440655.1, rna-XM_034435916.1, rna-XM_034407549.1				rna-XM_032221845.1, rna-XM_032235888.1
N4.HOG0000305	OG0000019	n117									rna-XM_034418231.1, rna-XM_034418625.1, rna-XM_034440283.1, rna-XM_034433938.1				rna-XM_032212984.1, rna-XM_032213103.1, rna-XM_032232256.1, rna-XM_032226325.1, rna-XM_032235911.1, rna-XM_032217869.1, rna-XM_032213195.1, rna-XM_032224034.1, rna-XM_032213421.1, rna-XM_032213420.1, rna-XM_032213422.1, rna-XM_032212660.1
N4.HOG0000306	OG0000020	n2									rna-XM_034405995.1, rna-XM_034408395.1				rna-XM_032209818.1
N4.HOG0000307	OG0000020	n23									rna-XM_034412090.1, rna-XM_034412093.1, rna-XM_034422058.1, rna-XM_034422060.1, rna-XM_034422064.1				rna-XM_032209809.1
N4.HOG0000308	OG0000020	n31									rna-XM_034408141.1, rna-XM_034404883.1				rna-XM_032209815.1, rna-XM_032209799.1, rna-XM_032209783.1, rna-XM_032209748.1, rna-XM_032209812.1, rna-XM_032209793.1, rna-XM_032208458.1, rna-XM_032209861.1, rna-XM_032209798.1, rna-XM_032209797.1, rna-XM_032209795.1, rna-XM_032209754.1, rna-XM_032209787.1
N4.HOG0000309	OG0000020	n150									rna-XM_034422057.1, rna-XM_034407410.1, rna-XM_034422062.1, rna-XM_034422061.1				
N4.HOG0000310	OG0000021	n6									rna-XM_034407867.1, rna-XM_034405547.1				
N4.HOG0000311	OG0000021	n8									rna-XM_034404894.1, rna-XM_034405581.1, rna-XM_034404568.1				
N4.HOG0000312	OG0000021	n23									rna-XM_034404895.1, rna-XM_034405582.1				
N4.HOG0000313	OG0000021	n165													rna-XM_032208489.1
N4.HOG0000314	OG0000023	n5									rna-XM_034407594.1, rna-XM_034412089.1, rna-XM_034412065.1, rna-XM_034412082.1, rna-XM_034412121.1				rna-XM_032208375.1, rna-XM_032208710.1
N4.HOG0000315	OG0000023	n120													rna-XM_032208395.1
N4.HOG0000316	OG0000023	n125									rna-XM_034412100.1, rna-XM_034412124.1, rna-XM_034412122.1				rna-XM_032208387.1
N4.HOG0000317	OG0000023	n136									rna-XM_034412077.1				
N4.HOG0000318	OG0000023	n168									rna-XM_034407165.1				rna-XM_032211623.1, rna-XM_032211629.1, rna-XM_032208709.1, rna-XM_032208696.1, rna-XM_032208385.1, rna-XM_032208376.1, rna-XM_032208378.1, rna-XM_032208382.1
N4.HOG0000319	OG0000024	n45													rna-XM_032209845.1, rna-XM_032209838.1, rna-XM_032208479.1, rna-XM_032208481.1
N4.HOG0000320	OG0000024	n62									rna-XM_034407269.1				
N4.HOG0000321	OG0000024	n63									rna-XM_034406438.1				
N4.HOG0000322	OG0000024	n71									rna-XM_034407449.1, rna-XM_034406046.1, rna-XM_034406690.1				
N4.HOG0000323	OG0000024	n73									rna-XM_034405573.1, rna-XM_034404861.1, rna-XM_034408002.1, rna-XM_034406101.1, rna-XM_034407933.1, rna-XM_034407684.1, rna-XM_034430963.1				
N4.HOG0000324	OG0000024	n79									rna-XM_034407362.1				
N4.HOG0000325	OG0000024	n90													rna-XM_032209760.1
N4.HOG0000326	OG0000024	n103									rna-XM_034408244.1				
N4.HOG0000327	OG0000024	n145									rna-XM_034406539.1, rna-XM_034404919.1				rna-XM_032209851.1
N4.HOG0000328	OG0000024	n158									rna-XM_034405188.1, rna-XM_034406682.1				
N4.HOG0000329	OG0000024	n164													rna-XM_032209842.1
N4.HOG0000330	OG0000024	n167									rna-XM_034407260.1				
N4.HOG0000331	OG0000025	n5									rna-XM_034430960.1				
N4.HOG0000332	OG0000025	n9									rna-XM_034408263.1				rna-XM_032208474.1
N4.HOG0000333	OG0000025	n76									rna-XM_034407515.1, rna-XM_034405696.1, rna-XM_034405007.1				rna-XM_032238714.1, rna-XM_032238697.1, rna-XM_032238698.1, rna-XM_032238703.1, rna-XM_032238719.1, rna-XM_032238717.1, rna-XM_032238702.1, rna-XM_032238699.1, rna-XM_032238700.1, rna-XM_032209830.1, rna-XM_032209824.1
N4.HOG0000334	OG0000026	n1									rna-XM_034424893.1				rna-XM_032210144.1
N4.HOG0000335	OG0000026	n8									rna-XM_034423076.1				
N4.HOG0000336	OG0000026	n13									rna-XM_034404649.1, rna-XM_034406785.1				
N4.HOG0000337	OG0000026	n17									rna-XM_034430968.1				rna-XM_032239182.1, rna-XM_032211184.1
N4.HOG0000338	OG0000026	n24													rna-XM_032209607.1, rna-XM_032209608.1
N4.HOG0000339	OG0000026	n28									rna-XM_034407787.1				rna-XM_032208339.1, rna-XM_032208337.1
N4.HOG0000340	OG0000026	n34													rna-XM_032208336.1, rna-XM_032212022.1
N4.HOG0000341	OG0000026	n38									rna-XM_034413149.1, rna-XM_034404888.1				rna-XM_032208348.1
N4.HOG0000342	OG0000026	n57									rna-XM_034406392.1				rna-XM_032208327.1
N4.HOG0000343	OG0000026	n59									rna-XM_034404891.1				rna-XM_032208430.1
N4.HOG0000344	OG0000026	n72													rna-XM_032208333.1
N4.HOG0000345	OG0000026	n75									rna-XM_034405328.1, rna-XM_034405329.1, rna-XM_034406044.1				
N4.HOG0000346	OG0000026	n81									rna-XM_034407069.1, rna-XM_034405564.1				
N4.HOG0000347	OG0000026	n90									rna-XM_034405102.1, rna-XM_034406100.1				
N4.HOG0000348	OG0000026	n92									rna-XM_034407067.1				
N4.HOG0000349	OG0000026	n93									rna-XM_034404648.1, rna-XM_034406784.1				
N4.HOG0000350	OG0000026	n106									rna-XM_034408006.1				
N4.HOG0000351	OG0000026	n107									rna-XM_034430917.1				
N4.HOG0000352	OG0000026	n120													rna-XM_032211189.1, rna-XM_032208316.1
N4.HOG0000353	OG0000026	n122									rna-XM_034405943.1				rna-XM_032209602.1
N4.HOG0000354	OG0000026	n123									rna-XM_034405238.1, rna-XM_034405498.1, rna-XM_034405558.1, rna-XM_034407812.1				rna-XM_032209604.1, rna-XM_032208321.1
N4.HOG0000355	OG0000026	n131									rna-XM_034407516.1				rna-XM_032211176.1
N4.HOG0000356	OG0000026	n139									rna-XM_034430922.1, rna-XM_034407383.1, rna-XM_034405185.1, rna-XM_034408419.1, rna-XM_034421442.1				
N4.HOG0000357	OG0000026	n143													rna-XM_032208332.1, rna-XM_032212020.1
N4.HOG0000358	OG0000027	n2									rna-XM_034406474.1, rna-XM_034404526.1				rna-XM_032234853.1
N4.HOG0000359	OG0000027	n5									rna-XM_034405310.1				rna-XM_032234869.1
N4.HOG0000360	OG0000027	n7									rna-XM_034430574.1				rna-XM_032237193.1, rna-XM_032238245.1
N4.HOG0000361	OG0000027	n36									rna-XM_034430575.1				rna-XM_032234803.1
N4.HOG0000362	OG0000027	n74									rna-XM_034405690.1, rna-XM_034405627.1, rna-XM_034407935.1, rna-XM_034430570.1				
N4.HOG0000363	OG0000027	n84									rna-XM_034404529.1				rna-XM_032234867.1, rna-XM_032234865.1, rna-XM_032234866.1, rna-XM_032234857.1
N4.HOG0000364	OG0000028	n4													rna-XM_032215140.1
N4.HOG0000365	OG0000028	n6													rna-XM_032214939.1
N4.HOG0000366	OG0000028	n11													rna-XM_032214971.1, rna-XM_032214984.1, rna-XM_032214792.1, rna-XM_032215091.1, rna-XM_032215080.1, rna-XM_032214780.1, rna-XM_032214996.1, rna-XM_032214698.1, rna-XM_032215029.1, rna-XM_032214616.1, rna-XM_032214767.1, rna-XM_032214566.1, rna-XM_032214628.1, rna-XM_032214744.1, rna-XM_032214756.1, rna-XM_032215048.1
N4.HOG0000367	OG0000028	n32									rna-XM_034404336.1				rna-XM_032214639.1
N4.HOG0000368	OG0000028	n39													rna-XM_032214925.1, rna-XM_032215037.1
N4.HOG0000369	OG0000028	n47									rna-XM_034404241.1				rna-XM_032214589.1, rna-XM_032214903.1
N4.HOG0000370	OG0000028	n60									rna-XM_034407416.1				
N4.HOG0000371	OG0000028	n63									rna-XM_034404335.1				rna-XM_032215127.1, rna-XM_032238740.1, rna-XM_032214791.1, rna-XM_032215104.1
N4.HOG0000372	OG0000028	n68													rna-XM_032214731.1
N4.HOG0000373	OG0000028	n108									rna-XM_034404237.1				rna-XM_032214961.1
N4.HOG0000374	OG0000028	n109									rna-XM_034405979.1				rna-XM_032214650.1
N4.HOG0000375	OG0000028	n135									rna-XM_034407154.1				
N4.HOG0000376	OG0000028	n139									rna-XM_034404240.1				
N4.HOG0000377	OG0000028	n140									rna-XM_034407153.1				
N4.HOG0000378	OG0000029	n4													rna-XM_032212198.1, rna-XM_032210398.1, rna-XM_032210391.1, rna-XM_032210400.1, rna-XM_032208727.1, rna-XM_032238943.1, rna-XM_032238917.1, rna-XM_032238912.1, rna-XM_032208347.1
N4.HOG0000379	OG0000029	n25									rna-XM_034413124.1, rna-XM_034413119.1				rna-XM_032211972.1
N4.HOG0000380	OG0000029	n31									rna-XM_034413153.1				
N4.HOG0000381	OG0000029	n32									rna-XM_034405048.1, rna-XM_034407830.1, rna-XM_034406700.1				
N4.HOG0000382	OG0000029	n35									rna-XM_034407068.1				rna-XM_032208328.1, rna-XM_032238908.1
N4.HOG0000383	OG0000029	n50									rna-XM_034430909.1				
N4.HOG0000384	OG0000029	n53									rna-XM_034430927.1				
N4.HOG0000385	OG0000029	n56													rna-XM_032208341.1, rna-XM_032238916.1
N4.HOG0000386	OG0000029	n62									rna-XM_034407073.1				
N4.HOG0000387	OG0000029	n68									rna-XM_034413160.1, rna-XM_034430964.1				rna-XM_032211191.1
N4.HOG0000388	OG0000029	n73													rna-XM_032211157.1, rna-XM_032211190.1
N4.HOG0000389	OG0000029	n77									rna-XM_034421440.1				rna-XM_032211165.1
N4.HOG0000390	OG0000029	n80									rna-XM_034421444.1				rna-XM_032211149.1
N4.HOG0000391	OG0000029	n91									rna-XM_034413114.1				rna-XM_032212023.1
N4.HOG0000392	OG0000029	n93									rna-XM_034413122.1				rna-XM_032212024.1
N4.HOG0000393	OG0000029	n99									rna-XM_034413091.1				rna-XM_032211192.1
N4.HOG0000394	OG0000029	n105													rna-XM_032208320.1
N4.HOG0000395	OG0000029	n107									rna-XM_034421505.1, rna-XM_034430932.1				
N4.HOG0000396	OG0000029	n110									rna-XM_034413108.1				rna-XM_032208319.1
N4.HOG0000397	OG0000029	n113									rna-XM_034413161.1				
N4.HOG0000398	OG0000029	n114									rna-XM_034413100.1, rna-XM_034413157.1				
N4.HOG0000399	OG0000029	n118									rna-XM_034413156.1, rna-XM_034413152.1, rna-XM_034413126.1				rna-XM_032211998.1
N4.HOG0000400	OG0000029	n124									rna-XM_034413134.1				rna-XM_032208322.1
N4.HOG0000401	OG0000031	n2									rna-XM_034403140.1, rna-XM_034402678.1, rna-XM_034419327.1, rna-XM_034405983.1, rna-XM_034406585.1, rna-XM_034406584.1				rna-XM_032222082.1, rna-XM_032237572.1, rna-XM_032235478.1, rna-XM_032235475.1, rna-XM_032237326.1, rna-XM_032237327.1
N4.HOG0000402	OG0000031	n9									rna-XM_034438078.1, rna-XM_034427933.1, rna-XM_034408636.1				rna-XM_032210612.1, rna-XM_032215979.1, rna-XM_032228307.1
N4.HOG0000403	OG0000032	n1									rna-XM_034430162.1				rna-XM_032238617.1, rna-XM_032236439.1
N4.HOG0000404	OG0000032	n32									rna-XM_034407630.1, rna-XM_034405246.1, rna-XM_034430148.1				
N4.HOG0000405	OG0000032	n37									rna-XM_034405831.1				
N4.HOG0000406	OG0000032	n40									rna-XM_034430140.1				
N4.HOG0000407	OG0000032	n47									rna-XM_034407045.1				rna-XM_032238611.1
N4.HOG0000408	OG0000032	n50									rna-XM_034422775.1, rna-XM_034405584.1, rna-XM_034406148.1, rna-XM_034408187.1				
N4.HOG0000409	OG0000032	n54									rna-XM_034407002.1, rna-XM_034406025.1, rna-XM_034408471.1				rna-XM_032236244.1
N4.HOG0000410	OG0000032	n59													rna-XM_032238627.1, rna-XM_032238631.1
N4.HOG0000411	OG0000032	n67									rna-XM_034430131.1, rna-XM_034430192.1, rna-XM_034406430.1, rna-XM_034407144.1				
N4.HOG0000412	OG0000032	n85									rna-XM_034407222.1				
N4.HOG0000413	OG0000032	n89									rna-XM_034430137.1				rna-XM_032236410.1, rna-XM_032236407.1, rna-XM_032236408.1
N4.HOG0000414	OG0000032	n97													rna-XM_032238628.1, rna-XM_032238669.1, rna-XM_032236445.1
N4.HOG0000415	OG0000032	n101													rna-XM_032238671.1
N4.HOG0000416	OG0000032	n105									rna-XM_034430175.1, rna-XM_034430169.1				
N4.HOG0000417	OG0000032	n109									rna-XM_034411511.1				rna-XM_032238665.1
N4.HOG0000418	OG0000032	n116									rna-XM_034430181.1				rna-XM_032236452.1
N4.HOG0000419	OG0000032	n120									rna-XM_034430155.1				rna-XM_032236468.1, rna-XM_032236469.1
N4.HOG0000420	OG0000032	n127									rna-XM_034430193.1				rna-XM_032236438.1
N4.HOG0000421	OG0000033	n1									rna-XM_034439483.1				rna-XM_032225445.1
N4.HOG0000422	OG0000033	n7									rna-XM_034414149.1				rna-XM_032218431.1
N4.HOG0000423	OG0000033	n17									rna-XM_034403853.1				rna-XM_032220908.1
N4.HOG0000424	OG0000033	n26									rna-XM_034403809.1				rna-XM_032221829.1
N4.HOG0000425	OG0000033	n38									rna-XM_034433771.1				rna-XM_032217852.1
N4.HOG0000426	OG0000033	n51									rna-XM_034412558.1				rna-XM_032209468.1
N4.HOG0000427	OG0000033	n54									rna-XM_034412559.1				rna-XM_032210928.1
N4.HOG0000428	OG0000033	n76													rna-XM_032221215.1
N4.HOG0000429	OG0000033	n85													rna-XM_032217805.1
N4.HOG0000430	OG0000033	n94									rna-XM_034412557.1				rna-XM_032209467.1
N4.HOG0000431	OG0000034	n5									rna-XM_034430124.1				rna-XM_032237410.1
N4.HOG0000432	OG0000034	n6									rna-XM_034430123.1				rna-XM_032238624.1
N4.HOG0000433	OG0000034	n12									rna-XM_034430173.1, rna-XM_034430174.1				rna-XM_032238629.1, rna-XM_032236446.1
N4.HOG0000434	OG0000034	n20									rna-XM_034430171.1				rna-XM_032238625.1, rna-XM_032236441.1, rna-XM_032238626.1, rna-XM_032236442.1
N4.HOG0000435	OG0000034	n26									rna-XM_034430132.1				rna-XM_032236397.1
N4.HOG0000436	OG0000034	n32									rna-XM_034430135.1, rna-XM_034430133.1, rna-XM_034430138.1				rna-XM_032236409.1, rna-XM_032236406.1
N4.HOG0000437	OG0000034	n39													rna-XM_032236398.1, rna-XM_032236382.1, rna-XM_032236400.1
N4.HOG0000438	OG0000034	n47									rna-XM_034407905.1, rna-XM_034430130.1				rna-XM_032236399.1, rna-XM_032236419.1, rna-XM_032236414.1, rna-XM_032236416.1, rna-XM_032236412.1, rna-XM_032236415.1, rna-XM_032236402.1, rna-XM_032236403.1
N4.HOG0000439	OG0000034	n91									rna-XM_034406428.1, rna-XM_034407143.1				rna-XM_032236507.1, rna-XM_032236508.1
N4.HOG0000440	OG0000035	n4									rna-XM_034407704.1				rna-XM_032212381.1, rna-XM_032212272.1, rna-XM_032209782.1, rna-XM_032208453.1, rna-XM_032209816.1, rna-XM_032209742.1, rna-XM_032210305.1, rna-XM_032208454.1, rna-XM_032208610.1
N4.HOG0000441	OG0000035	n14									rna-XM_034421852.1				rna-XM_032208366.1, rna-XM_032212274.1
N4.HOG0000442	OG0000035	n32									rna-XM_034408226.1, rna-XM_034406779.1				
N4.HOG0000443	OG0000035	n60													rna-XM_032209762.1, rna-XM_032208448.1, rna-XM_032208456.1
N4.HOG0000444	OG0000035	n63									rna-XM_034408241.1, rna-XM_034405743.1				rna-XM_032208439.1, rna-XM_032210905.1
N4.HOG0000445	OG0000035	n68									rna-XM_034421855.1, rna-XM_034421879.1, rna-XM_034421849.1				rna-XM_032208442.1, rna-XM_032208445.1, rna-XM_032209718.1, rna-XM_032209764.1
N4.HOG0000446	OG0000035	n117									rna-XM_034421846.1				rna-XM_032208782.1
N4.HOG0000447	OG0000035	n119									rna-XM_034421847.1, rna-XM_034406874.1				rna-XM_032208440.1, rna-XM_032208446.1, rna-XM_032211197.1
N4.HOG0000448	OG0000036	n3									rna-XM_034421777.1				rna-XM_032210449.1, rna-XM_032208436.1, rna-XM_032208852.1, rna-XM_032208848.1, rna-XM_032208857.1, rna-XM_032208850.1, rna-XM_032208855.1
N4.HOG0000449	OG0000036	n51									rna-XM_034421801.1				rna-XM_032208730.1, rna-XM_032208854.1, rna-XM_032208437.1, rna-XM_032211140.1, rna-XM_032208426.1, rna-XM_032208429.1, rna-XM_032208428.1, rna-XM_032210402.1, rna-XM_032208425.1
N4.HOG0000450	OG0000036	n121									rna-XM_034421796.1, rna-XM_034405501.1, rna-XM_034421795.1				
N4.HOG0000451	OG0000037	n0									rna-XM_034412107.1, rna-XM_034405203.1				
N4.HOG0000452	OG0000038	n2													rna-XM_032236191.1
N4.HOG0000453	OG0000038	n32									rna-XM_034422743.1				rna-XM_032236202.1
N4.HOG0000454	OG0000038	n40									rna-XM_034422741.1				rna-XM_032236206.1
N4.HOG0000455	OG0000038	n56									rna-XM_034422752.1				
N4.HOG0000456	OG0000038	n67									rna-XM_034422918.1				
N4.HOG0000457	OG0000038	n74									rna-XM_034422917.1				
N4.HOG0000458	OG0000038	n105													rna-XM_032236484.1
N4.HOG0000459	OG0000038	n109													rna-XM_032236479.1
N4.HOG0000460	OG0000039	n1									rna-XM_034404920.1				
N4.HOG0000461	OG0000039	n18									rna-XM_034406386.1, rna-XM_034406225.1, rna-XM_034405150.1, rna-XM_034406607.1, rna-XM_034406777.1, rna-XM_034405615.1, rna-XM_034406431.1, rna-XM_034405189.1, rna-XM_034406286.1, rna-XM_034405567.1, rna-XM_034406455.1				
N4.HOG0000462	OG0000040	n0													rna-XM_032212002.1
N4.HOG0000463	OG0000041	n3									rna-XM_034421520.1				
N4.HOG0000464	OG0000041	n6													rna-XM_032239175.1
N4.HOG0000465	OG0000041	n53									rna-XM_034407892.1				
N4.HOG0000466	OG0000041	n63									rna-XM_034421715.1				
N4.HOG0000467	OG0000041	n67									rna-XM_034421517.1				
N4.HOG0000468	OG0000041	n73									rna-XM_034421516.1				
N4.HOG0000469	OG0000041	n77									rna-XM_034421518.1, rna-XM_034421519.1				rna-XM_032239176.1
N4.HOG0000470	OG0000041	n81									rna-XM_034404326.1, rna-XM_034404311.1, rna-XM_034404324.1, rna-XM_034404312.1, rna-XM_034404325.1, rna-XM_034406351.1				rna-XM_032239174.1
N4.HOG0000471	OG0000042	n3									rna-XM_034407978.1				rna-XM_032236365.1, rna-XM_032236371.1, rna-XM_032236369.1
N4.HOG0000472	OG0000042	n18									rna-XM_034411572.1, rna-XM_034411529.1				rna-XM_032236358.1
N4.HOG0000473	OG0000042	n23									rna-XM_034411569.1, rna-XM_034411570.1				rna-XM_032236360.1, rna-XM_032236361.1
N4.HOG0000474	OG0000042	n28													rna-XM_032236362.1
N4.HOG0000475	OG0000042	n35									rna-XM_034405470.1				rna-XM_032236368.1, rna-XM_032236364.1, rna-XM_032236372.1
N4.HOG0000476	OG0000042	n51									rna-XM_034406218.1				rna-XM_032236370.1, rna-XM_032236373.1, rna-XM_032236363.1, rna-XM_032236367.1
N4.HOG0000477	OG0000042	n59									rna-XM_034411528.1				rna-XM_032236375.1
N4.HOG0000478	OG0000042	n68									rna-XM_034411518.1				rna-XM_032236379.1
N4.HOG0000479	OG0000042	n81									rna-XM_034411566.1				rna-XM_032236378.1
N4.HOG0000480	OG0000042	n88									rna-XM_034411521.1				
N4.HOG0000481	OG0000042	n90									rna-XM_034411522.1, rna-XM_034411523.1, rna-XM_034411524.1, rna-XM_034411526.1, rna-XM_034411568.1, rna-XM_034404885.1, rna-XM_034411525.1				rna-XM_032236377.1
N4.HOG0000482	OG0000042	n104									rna-XM_034411564.1				
N4.HOG0000483	OG0000045	n1									rna-XM_034406843.1				rna-XM_032235477.1
N4.HOG0000484	OG0000045	n6									rna-XM_034419322.1				rna-XM_032210745.1
N4.HOG0000485	OG0000045	n10									rna-XM_034406587.1				
N4.HOG0000486	OG0000045	n24									rna-XM_034406588.1				rna-XM_032237233.1, rna-XM_032237330.1
N4.HOG0000487	OG0000045	n27									rna-XM_034404511.1				rna-XM_032237298.1
N4.HOG0000488	OG0000045	n30									rna-XM_034404818.1, rna-XM_034441833.1				rna-XM_032237282.1, rna-XM_032237283.1
N4.HOG0000489	OG0000045	n31													rna-XM_032237252.1
N4.HOG0000490	OG0000045	n35									rna-XM_034419331.1				rna-XM_032210933.1
N4.HOG0000491	OG0000046	n13									rna-XM_034401966.1, rna-XM_034401404.1				
N4.HOG0000492	OG0000046	n16									rna-XM_034423841.1, rna-XM_034435209.1				
N4.HOG0000493	OG0000046	n18									rna-XM_034405621.1, rna-XM_034433168.1, rna-XM_034416481.1, rna-XM_034402939.1, rna-XM_034415167.1, rna-XM_034406006.1				rna-XM_032219470.1, rna-XM_032225511.1
N4.HOG0000494	OG0000046	n27									rna-XM_034407838.1, rna-XM_034422508.1, rna-XM_034429208.1, rna-XM_034433138.1, rna-XM_034429451.1, rna-XM_034416018.1, rna-XM_034404194.1, rna-XM_034401324.1, rna-XM_034411210.1, rna-XM_034421956.1, rna-XM_034441248.1, rna-XM_034409181.1, rna-XM_034406280.1, rna-XM_034423945.1, rna-XM_034402637.1, rna-XM_034416469.1, rna-XM_034425160.1, rna-XM_034426849.1, rna-XM_034423012.1, rna-XM_034441249.1, rna-XM_034403550.1, rna-XM_034442637.1, rna-XM_034440758.1, rna-XM_034408134.1, rna-XM_034433413.1, rna-XM_034424755.1, rna-XM_034427250.1, rna-XM_034440284.1, rna-XM_034406997.1, rna-XM_034434618.1, rna-XM_034404653.1, rna-XM_034402217.1, rna-XM_034409717.1, rna-XM_034421765.1, rna-XM_034418958.1, rna-XM_034422348.1, rna-XM_034436799.1, rna-XM_034402193.1, rna-XM_034424864.1, rna-XM_034414609.1, rna-XM_034416537.1, rna-XM_034433605.1, rna-XM_034416503.1, rna-XM_034404075.1				
N4.HOG0000495	OG0000046	n71									rna-XM_034402825.1, rna-XM_034417220.1, rna-XM_034441076.1, rna-XM_034426770.1, rna-XM_034408219.1				
