HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N2.HOG0000274	OG0000024	n158										rna-XM_029284648.1, rna-XM_029285560.1			
N2.HOG0000275	OG0000024	n164	rna-XM_039348307.1									rna-XM_015829421.1			
N2.HOG0000276	OG0000025	n14	rna-XM_039344417.1									rna-XM_015829013.2, rna-XM_015830885.2, rna-XM_029286626.1, rna-XM_015829761.1, rna-XM_015829628.1, rna-XM_015829642.1, rna-XM_029286941.1			
N2.HOG0000277	OG0000025	n21	rna-XM_039348542.1									rna-XM_015828202.2, rna-XM_015831162.1, rna-XM_015825681.2, rna-XM_015828496.1, rna-XM_015829542.1, rna-XM_029286980.1, rna-XM_029285078.1			
N2.HOG0000278	OG0000025	n28	rna-XM_039321615.1									rna-XM_015828343.1			
N2.HOG0000279	OG0000025	n29	rna-XM_039344418.1, rna-XM_039342695.1, rna-XM_039369454.1, rna-XM_039344420.1, rna-XM_039318950.1, rna-XM_039322221.1, rna-XM_039321645.1, rna-XM_039348900.1, rna-XM_039320255.1, rna-XM_039320261.1, rna-XM_039344424.1, rna-XM_039340182.1, rna-XM_039369479.1, rna-XM_039320259.1									rna-XM_015829543.1			
N2.HOG0000280	OG0000025	n44	rna-XM_039348437.1, rna-XM_039369455.1, rna-XM_039321644.1, rna-XM_039348433.1									rna-XM_015826540.1, rna-XM_029286832.1, rna-XM_015824902.1, rna-XM_029286032.1, rna-XM_015829964.1, rna-XM_015829253.1, rna-XM_015830486.1, rna-XM_029287030.1, rna-XM_029286942.1, rna-XM_015829966.1, rna-XM_015829739.1, rna-XM_015829414.1, rna-XM_015829625.1, rna-XM_015830168.1, rna-XM_015830818.1			
N2.HOG0000281	OG0000025	n62	rna-XM_039348902.1, rna-XM_039365967.1, rna-XM_039369477.1, rna-XM_039321683.1, rna-XM_039366494.1, rna-XM_039321616.1, rna-XM_039340181.1, rna-XM_039348543.1, rna-XM_039319725.1, rna-XM_039319729.1, rna-XM_039322748.1									rna-XM_015829982.1, rna-XM_015816031.1			
N2.HOG0000282	OG0000025	n76	rna-XM_039328984.1												
N2.HOG0000283	OG0000026	n1	rna-XM_039322217.1									rna-XM_029285565.1			
N2.HOG0000284	OG0000026	n8										rna-XM_029287176.1			
N2.HOG0000285	OG0000026	n28										rna-XM_029286999.1			
N2.HOG0000286	OG0000026	n33										rna-XM_015830809.1			
N2.HOG0000287	OG0000026	n55										rna-XM_029287201.1			
N2.HOG0000288	OG0000026	n70	rna-XM_039332771.1									rna-XM_029287137.1			
N2.HOG0000289	OG0000026	n115	rna-XM_039365660.1									rna-XM_015831427.2			
N2.HOG0000290	OG0000027	n22										rna-XM_029286536.1, rna-XM_029287040.1, rna-XM_015830954.1, rna-XM_015830077.1, rna-XM_015827864.1, rna-XM_015827665.1, rna-XM_015823281.1, rna-XM_029285534.1			
N2.HOG0000291	OG0000027	n30	rna-XM_039347589.1									rna-XM_015829215.1			
N2.HOG0000292	OG0000027	n31	rna-XM_039352076.1									rna-XM_015829617.1			
N2.HOG0000293	OG0000027	n32	rna-XM_039369861.1									rna-XM_015829447.1			
N2.HOG0000294	OG0000027	n36	rna-XM_039352049.1									rna-XM_029287150.1			
N2.HOG0000295	OG0000027	n76	rna-XM_039347595.1									rna-XM_029286963.1			
N2.HOG0000296	OG0000027	n79	rna-XM_039325213.1									rna-XM_015829473.1			
N2.HOG0000297	OG0000027	n80	rna-XM_039352082.1									rna-XM_029286972.1			
N2.HOG0000298	OG0000027	n84	rna-XM_039352048.1									rna-XM_015829194.2			
N2.HOG0000299	OG0000028	n35										rna-XM_029284611.1, rna-XM_029284607.1			
N2.HOG0000300	OG0000028	n39										rna-XM_029284604.1			
N2.HOG0000301	OG0000028	n47										rna-XM_029284606.1			
N2.HOG0000302	OG0000028	n59										rna-XM_029284605.1			
N2.HOG0000303	OG0000028	n106										rna-XM_029284218.1			
N2.HOG0000304	OG0000028	n134										rna-XM_029286117.1			
N2.HOG0000305	OG0000028	n139										rna-XM_029284219.1			
N2.HOG0000306	OG0000028	n140										rna-XM_029284224.1			
N2.HOG0000307	OG0000029	n4	rna-XM_039332784.1												
N2.HOG0000308	OG0000029	n25	rna-XM_039332775.1									rna-XM_029286827.1			
N2.HOG0000309	OG0000029	n29	rna-XM_039332795.1												
N2.HOG0000310	OG0000029	n35	rna-XM_039332773.1, rna-XM_039332794.1, rna-XM_039321745.1												
N2.HOG0000311	OG0000029	n46	rna-XM_039365654.1, rna-XM_039365636.1									rna-XM_029286275.1			
N2.HOG0000312	OG0000029	n50	rna-XM_039336544.1, rna-XM_039336545.1									rna-XM_015830218.2			
N2.HOG0000313	OG0000029	n53	rna-XM_039365637.1, rna-XM_039365639.1												
N2.HOG0000314	OG0000029	n56	rna-XM_039365620.1, rna-XM_039365671.1									rna-XM_029286281.1			
N2.HOG0000315	OG0000029	n62	rna-XM_039332769.1									rna-XM_029286409.1			
N2.HOG0000316	OG0000029	n65	rna-XM_039332768.1												
N2.HOG0000317	OG0000029	n68	rna-XM_039365629.1									rna-XM_029286415.1			
N2.HOG0000318	OG0000029	n75	rna-XM_039336348.1, rna-XM_039336349.1												
N2.HOG0000319	OG0000029	n77	rna-XM_039336602.1									rna-XM_029286051.1			
N2.HOG0000320	OG0000029	n80	rna-XM_039336603.1, rna-XM_039336604.1												
N2.HOG0000321	OG0000029	n91	rna-XM_039336534.1												
N2.HOG0000322	OG0000029	n93	rna-XM_039336551.1									rna-XM_029285794.1			
N2.HOG0000323	OG0000029	n99	rna-XM_039336538.1, rna-XM_039336539.1									rna-XM_029286666.1			
N2.HOG0000324	OG0000029	n105	rna-XM_039336343.1												
N2.HOG0000325	OG0000029	n106	rna-XM_039336546.1												
N2.HOG0000326	OG0000029	n118	rna-XM_039336519.1									rna-XM_029285830.1			
N2.HOG0000327	OG0000029	n126	rna-XM_039336540.1												
N2.HOG0000328	OG0000029	n138	rna-XM_039336344.1												
N2.HOG0000329	OG0000031	n2	rna-XM_039334928.1, rna-XM_039354026.1, rna-XM_039354156.1, rna-XM_039327786.1, rna-XM_039327785.1, rna-XM_039352569.1, rna-XM_039338025.1, rna-XM_039338024.1									rna-XM_015828316.2, rna-XM_015830832.1, rna-XM_015822642.2, rna-XM_015823266.1			
N2.HOG0000330	OG0000031	n3										rna-XM_015814442.1			
N2.HOG0000331	OG0000031	n8										rna-XM_015813677.2			
N2.HOG0000332	OG0000031	n9	rna-XM_039341720.1, rna-XM_039327968.1									rna-XM_015824584.1, rna-XM_015820183.1, rna-XM_015819140.2			
N2.HOG0000333	OG0000031	n10										rna-XM_015814440.1			
N2.HOG0000334	OG0000032	n1	rna-XM_039324343.1												
N2.HOG0000335	OG0000032	n40	rna-XM_039363102.1, rna-XM_039323432.1												
N2.HOG0000336	OG0000032	n45	rna-XM_039364130.1												
N2.HOG0000337	OG0000032	n64	rna-XM_039329882.1												
N2.HOG0000338	OG0000032	n89	rna-XM_039329975.1, rna-XM_039330002.1, rna-XM_039330003.1												
N2.HOG0000339	OG0000032	n97										rna-XM_029284555.1			
N2.HOG0000340	OG0000032	n118	rna-XM_039324304.1												
N2.HOG0000341	OG0000033	n1	rna-XM_039344650.1									rna-XM_015826171.1			
N2.HOG0000342	OG0000033	n7	rna-XM_039319124.1									rna-XM_015815579.1			
N2.HOG0000343	OG0000033	n17	rna-XM_039367663.1									rna-XM_015823588.2			
N2.HOG0000344	OG0000033	n26	rna-XM_039367431.1									rna-XM_015823583.1			
N2.HOG0000345	OG0000033	n38	rna-XM_039365809.1									rna-XM_015816698.1			
N2.HOG0000346	OG0000033	n48	rna-XM_039338859.1									rna-XM_015814742.1			
N2.HOG0000347	OG0000033	n54	rna-XM_039338861.1, rna-XM_039366935.1									rna-XM_015814743.1			
N2.HOG0000348	OG0000033	n68	rna-XM_039345787.1									rna-XM_015828521.1			
N2.HOG0000349	OG0000033	n76	rna-XM_039345757.1									rna-XM_015818823.1			
N2.HOG0000350	OG0000033	n85	rna-XM_039365792.1									rna-XM_015816696.1			
N2.HOG0000351	OG0000033	n94	rna-XM_039338858.1												
N2.HOG0000352	OG0000034	n1	rna-XM_039324330.1									rna-XM_029284553.1			
N2.HOG0000353	OG0000034	n12	rna-XM_039324328.1												
N2.HOG0000354	OG0000034	n20										rna-XM_015818285.1			
N2.HOG0000355	OG0000034	n26	rna-XM_039363096.1									rna-XM_029283968.1			
N2.HOG0000356	OG0000034	n41	rna-XM_039363097.1									rna-XM_015815015.2			
N2.HOG0000357	OG0000034	n42	rna-XM_039330005.1, rna-XM_039330004.1									rna-XM_029285018.1, rna-XM_015820837.1			
N2.HOG0000358	OG0000034	n49	rna-XM_039363099.1									rna-XM_015820835.2			
N2.HOG0000359	OG0000034	n53	rna-XM_039363091.1, rna-XM_039358346.1, rna-XM_039358347.1									rna-XM_029283965.1			
N2.HOG0000360	OG0000034	n56	rna-XM_039363101.1									rna-XM_029283969.1			
N2.HOG0000361	OG0000034	n59	rna-XM_039330000.1									rna-XM_029285017.1			
N2.HOG0000362	OG0000034	n60	rna-XM_039329999.1									rna-XM_015820834.1			
N2.HOG0000363	OG0000034	n115	rna-XM_039329880.1, rna-XM_039329881.1									rna-XM_015824697.1			
N2.HOG0000364	OG0000034	n117	rna-XM_039329878.1, rna-XM_039329879.1									rna-XM_015824694.1			
N2.HOG0000365	OG0000034	n119	rna-XM_039329884.1, rna-XM_039329883.1, rna-XM_039329886.1									rna-XM_029285835.1, rna-XM_029285836.1			
N2.HOG0000366	OG0000035	n4										rna-XM_015829670.1			
N2.HOG0000367	OG0000035	n14	rna-XM_039332258.1									rna-XM_015825703.2, rna-XM_015829019.2, rna-XM_029287047.1, rna-XM_015830186.1			
N2.HOG0000368	OG0000035	n32	rna-XM_039332257.1									rna-XM_015825704.1			
N2.HOG0000369	OG0000035	n57										rna-XM_029286143.1, rna-XM_029286016.1			
N2.HOG0000370	OG0000035	n63	rna-XM_039332265.1									rna-XM_029286142.1			
N2.HOG0000371	OG0000035	n75	rna-XM_039332264.1									rna-XM_029286910.1, rna-XM_015830447.1, rna-XM_029286017.1, rna-XM_015826140.1, rna-XM_015826139.1, rna-XM_029286128.1, rna-XM_015826083.1, rna-XM_015829297.1			
N2.HOG0000372	OG0000035	n83	rna-XM_039332263.1, rna-XM_039332262.1									rna-XM_029286015.1			
N2.HOG0000373	OG0000035	n115										rna-XM_015826079.1			
N2.HOG0000374	OG0000036	n0	rna-XM_039332272.1												
N2.HOG0000375	OG0000038	n2	rna-XM_039347266.1									rna-XM_029285388.1			
N2.HOG0000376	OG0000038	n6	rna-XM_039364132.1												
N2.HOG0000377	OG0000038	n46	rna-XM_039347268.1									rna-XM_029284407.1			
N2.HOG0000378	OG0000038	n56										rna-XM_029284406.1			
N2.HOG0000379	OG0000038	n90	rna-XM_039345841.1									rna-XM_029284679.1, rna-XM_029283812.1			
N2.HOG0000380	OG0000039	n3	rna-XM_039344422.1									rna-XM_015829315.1, rna-XM_015830524.1, rna-XM_015828497.1			
N2.HOG0000381	OG0000039	n6	rna-XM_039348416.1									rna-XM_015826541.1, rna-XM_015831415.1, rna-XM_015831246.1, rna-XM_015831185.1, rna-XM_015831380.1, rna-XM_015831375.1, rna-XM_015829774.1, rna-XM_015830136.1, rna-XM_029286217.1, rna-XM_015831429.1, rna-XM_015830949.1			
N2.HOG0000382	OG0000039	n84	rna-XM_039319337.1									rna-XM_029287212.1			
N2.HOG0000383	OG0000039	n88	rna-XM_039320256.1									rna-XM_015830766.1, rna-XM_015829339.1, rna-XM_015830464.1, rna-XM_015830979.1, rna-XM_015831332.2, rna-XM_015831267.1, rna-XM_015831014.2, rna-XM_029287175.1, rna-XM_015830760.1, rna-XM_015831311.1, rna-XM_015831405.1, rna-XM_015831167.1, rna-XM_015830779.1			
N2.HOG0000384	OG0000040	n0										rna-XM_029286407.1			
N2.HOG0000385	OG0000041	n3										rna-XM_015814254.1			
N2.HOG0000386	OG0000041	n18	rna-XM_039355330.1									rna-XM_029283774.1			
N2.HOG0000387	OG0000041	n19	rna-XM_039355374.1									rna-XM_015822434.1			
N2.HOG0000388	OG0000041	n20	rna-XM_039355336.1									rna-XM_029283786.1			
N2.HOG0000389	OG0000041	n25	rna-XM_039358643.1, rna-XM_039358645.1, rna-XM_039355376.1, rna-XM_039355328.1									rna-XM_029285358.1			
N2.HOG0000390	OG0000041	n30	rna-XM_039355337.1									rna-XM_029283789.1			
N2.HOG0000391	OG0000041	n33	rna-XM_039355342.1, rna-XM_039355343.1									rna-XM_015814220.1			
N2.HOG0000392	OG0000041	n35	rna-XM_039355339.1, rna-XM_039355344.1, rna-XM_039355346.1									rna-XM_015814242.1			
N2.HOG0000393	OG0000041	n53	rna-XM_039366483.1												
N2.HOG0000394	OG0000041	n67	rna-XM_039355350.1, rna-XM_039355348.1									rna-XM_029283798.1			
N2.HOG0000395	OG0000041	n73	rna-XM_039319444.1, rna-XM_039350432.1									rna-XM_029283805.1			
N2.HOG0000396	OG0000041	n77	rna-XM_039355349.1									rna-XM_029283802.1			
N2.HOG0000397	OG0000041	n81	rna-XM_039355333.1, rna-XM_039369839.1, rna-XM_039355331.1, rna-XM_039369838.1, rna-XM_039369842.1, rna-XM_039369840.1, rna-XM_039369841.1, rna-XM_039355332.1									rna-XM_029283781.1, rna-XM_015814190.2, rna-XM_029283775.1, rna-XM_029283776.1, rna-XM_029283783.1			
N2.HOG0000398	OG0000042	n3	rna-XM_039320114.1									rna-XM_015814988.1			
N2.HOG0000399	OG0000042	n18	rna-XM_039320137.1												
N2.HOG0000400	OG0000042	n23	rna-XM_039320135.1, rna-XM_039320134.1												
N2.HOG0000401	OG0000042	n28	rna-XM_039320141.1												
N2.HOG0000402	OG0000042	n35	rna-XM_039320110.1, rna-XM_039320112.1, rna-XM_039320111.1									rna-XM_015814989.1			
N2.HOG0000403	OG0000042	n51	rna-XM_039320118.1, rna-XM_039320119.1, rna-XM_039320133.1, rna-XM_039320124.1												
N2.HOG0000404	OG0000042	n59	rna-XM_039320108.1									rna-XM_015814990.1			
N2.HOG0000405	OG0000042	n68										rna-XM_015814993.1			
N2.HOG0000406	OG0000042	n81	rna-XM_039320113.1									rna-XM_015814992.1			
N2.HOG0000407	OG0000042	n84	rna-XM_039320107.1									rna-XM_015814991.1			
N2.HOG0000408	OG0000042	n104	rna-XM_039320116.1									rna-XM_015814994.1			
N2.HOG0000409	OG0000045	n1	rna-XM_039327787.1									rna-XM_015828314.1			
N2.HOG0000410	OG0000045	n6	rna-XM_039352575.1, rna-XM_039352574.1									rna-XM_015823258.1			
N2.HOG0000411	OG0000045	n10	rna-XM_039338029.1									rna-XM_015826446.1, rna-XM_015826447.1			
N2.HOG0000412	OG0000045	n18	rna-XM_039338021.1									rna-XM_015816576.1			
N2.HOG0000413	OG0000045	n22	rna-XM_039364134.1												
N2.HOG0000414	OG0000045	n27	rna-XM_039327809.1												
N2.HOG0000415	OG0000045	n30	rna-XM_039327791.1												
N2.HOG0000416	OG0000045	n31	rna-XM_039327792.1									rna-XM_015816688.1			
N2.HOG0000417	OG0000045	n35										rna-XM_015823261.1			
N2.HOG0000418	OG0000046	n2	rna-XM_039318494.1, rna-XM_039334258.1, rna-XM_039351078.1, rna-XM_039323666.1												
N2.HOG0000419	OG0000046	n6	rna-XM_039340431.1									rna-XM_015822873.1			
N2.HOG0000420	OG0000046	n7	rna-XM_039326991.1, rna-XM_039336355.1, rna-XM_039344530.1, rna-XM_039362960.1, rna-XM_039320254.1									rna-XM_015814892.1			
N2.HOG0000421	OG0000047	n5										rna-XM_015823751.1			
N2.HOG0000422	OG0000047	n9	rna-XM_039348444.1									rna-XM_029286031.1			
N2.HOG0000423	OG0000047	n20	rna-XM_039319727.1									rna-XM_015825683.1			
N2.HOG0000424	OG0000047	n21	rna-XM_039319726.1									rna-XM_015826923.1, rna-XM_029285381.1, rna-XM_029285379.1, rna-XM_029285380.1, rna-XM_015826924.1, rna-XM_029283872.1, rna-XM_029286033.1			
N2.HOG0000425	OG0000047	n57										rna-XM_029285633.1, rna-XM_015824612.1			
N2.HOG0000426	OG0000047	n60										rna-XM_015827731.1			
N2.HOG0000427	OG0000048	n5	rna-XM_039352050.1									rna-XM_015829683.2, rna-XM_015829682.2			
N2.HOG0000428	OG0000048	n7	rna-XM_039352079.1, rna-XM_039352080.1, rna-XM_039352081.1, rna-XM_039352054.1									rna-XM_015830762.2, rna-XM_015830085.2			
N2.HOG0000429	OG0000048	n83	rna-XM_039347723.1, rna-XM_039347593.1									rna-XM_015830492.2			
N2.HOG0000430	OG0000048	n85	rna-XM_039347591.1									rna-XM_015823282.1			
N2.HOG0000431	OG0000048	n87	rna-XM_039325185.1												
N2.HOG0000432	OG0000048	n91										rna-XM_015827664.1			
N2.HOG0000433	OG0000048	n94										rna-XM_015828897.2, rna-XM_029285307.1			
N2.HOG0000434	OG0000049	n1	rna-XM_039337838.1												
N2.HOG0000435	OG0000049	n6	rna-XM_039334929.1, rna-XM_039334931.1, rna-XM_039334930.1, rna-XM_039327790.1, rna-XM_039327810.1, rna-XM_039352576.1, rna-XM_039352578.1, rna-XM_039338028.1									rna-XM_015810511.2, rna-XM_015810510.1, rna-XM_015830833.1, rna-XM_015822641.1, rna-XM_015816907.1, rna-XM_015816796.1, rna-XM_015823259.1, rna-XM_015823265.1, rna-XM_015826448.1			
N2.HOG0000436	OG0000049	n7										rna-XM_015822643.1			
N2.HOG0000437	OG0000050	n2	rna-XM_039344925.1									rna-XM_015831643.2			
N2.HOG0000438	OG0000050	n3	rna-XM_039338884.1									rna-XM_015822737.1			
N2.HOG0000439	OG0000050	n14	rna-XM_039364515.1									rna-XM_015823965.1			
N2.HOG0000440	OG0000050	n22	rna-XM_039339257.1									rna-XM_015816754.1			
N2.HOG0000441	OG0000050	n33	rna-XM_039330958.1									rna-XM_029283240.1			
N2.HOG0000442	OG0000050	n41	rna-XM_039342525.1									rna-XM_015814405.1			
N2.HOG0000443	OG0000050	n47	rna-XM_039342540.1									rna-XM_015814185.1			
N2.HOG0000444	OG0000050	n57	rna-XM_039357111.1									rna-XM_015820079.1, rna-XM_015825669.1			
N2.HOG0000445	OG0000051	n0	rna-XM_039364525.1, rna-XM_039369672.1, rna-XM_039364593.1, rna-XM_039364602.1, rna-XM_039364575.1, rna-XM_039322230.1, rna-XM_039325202.1, rna-XM_039364486.1, rna-XM_039364474.1, rna-XM_039364432.1, rna-XM_039322225.1, rna-XM_039322227.1, rna-XM_039369731.1, rna-XM_039364547.1									rna-XM_029285308.1			
N2.HOG0000446	OG0000052	n1	rna-XM_039320104.1									rna-XM_015814997.2			
N2.HOG0000447	OG0000052	n13	rna-XM_039320105.1									rna-XM_015814996.1			
N2.HOG0000448	OG0000052	n29	rna-XM_039320106.1									rna-XM_029283959.1			
N2.HOG0000449	OG0000052	n40	rna-XM_039324314.1									rna-XM_029284562.1			
N2.HOG0000450	OG0000052	n42	rna-XM_039361336.1, rna-XM_039321626.1									rna-XM_029285221.1			
N2.HOG0000451	OG0000052	n47										rna-XM_029285222.1			
N2.HOG0000452	OG0000052	n57										rna-XM_029284557.1, rna-XM_029284548.1			
N2.HOG0000453	OG0000052	n60	rna-XM_039324317.1, rna-XM_039324318.1												
N2.HOG0000454	OG0000052	n64										rna-XM_015828150.2			
N2.HOG0000455	OG0000052	n68	rna-XM_039320142.1									rna-XM_029283961.1			
N2.HOG0000456	OG0000052	n76	rna-XM_039320102.1									rna-XM_029283960.1			
N2.HOG0000457	OG0000053	n2	rna-XM_039352570.1									rna-XM_015823263.1			
N2.HOG0000458	OG0000053	n3	rna-XM_039352572.1									rna-XM_015823264.1			
N2.HOG0000459	OG0000053	n10	rna-XM_039364133.1, rna-XM_039327789.1, rna-XM_039327813.1												
N2.HOG0000460	OG0000053	n13	rna-XM_039352571.1												
N2.HOG0000461	OG0000053	n19										rna-XM_015823257.1			
N2.HOG0000462	OG0000053	n20	rna-XM_039345656.1									rna-XM_015822161.1			
N2.HOG0000463	OG0000053	n21	rna-XM_039338027.1, rna-XM_039338026.1												
N2.HOG0000464	OG0000054	n1	rna-XM_039325829.1									rna-XM_029283269.1			
N2.HOG0000465	OG0000054	n5	rna-XM_039325830.1, rna-XM_039325832.1, rna-XM_039325837.1, rna-XM_039325838.1, rna-XM_039325834.1, rna-XM_039325835.1									rna-XM_015811548.1			
N2.HOG0000466	OG0000054	n77	rna-XM_039325839.1												
N2.HOG0000467	OG0000055	n0	rna-XM_039336618.1									rna-XM_015830190.1, rna-XM_029285498.1, rna-XM_015823109.1, rna-XM_015831225.1, rna-XM_015831199.1, rna-XM_015823234.1			
N2.HOG0000468	OG0000057	n0										rna-XM_015818497.1			
N2.HOG0000469	OG0000058	n1	rna-XM_039327300.1												
N2.HOG0000470	OG0000058	n47										rna-XM_015828366.1			
N2.HOG0000471	OG0000058	n48										rna-XM_015829081.1			
N2.HOG0000472	OG0000058	n66	rna-XM_039364128.1												
N2.HOG0000473	OG0000058	n68	rna-XM_039364127.1, rna-XM_039364125.1, rna-XM_039364126.1, rna-XM_039364124.1, rna-XM_039364123.1												
N2.HOG0000474	OG0000059	n1	rna-XM_039319062.1									rna-XM_015813775.1			
N2.HOG0000475	OG0000059	n14	rna-XM_039364995.1									rna-XM_015822419.2			
N2.HOG0000476	OG0000059	n29	rna-XM_039345560.1									rna-XM_029285316.1			
N2.HOG0000477	OG0000059	n35	rna-XM_039338103.1									rna-XM_015822227.1			
N2.HOG0000478	OG0000059	n48	rna-XM_039321940.1									rna-XM_015810285.1			
N2.HOG0000479	OG0000059	n61	rna-XM_039328056.1									rna-XM_029283058.1			
N2.HOG0000480	OG0000059	n69	rna-XM_039328058.1									rna-XM_015810340.1			
N2.HOG0000481	OG0000059	n76	rna-XM_039328054.1									rna-XM_015810396.1			
N2.HOG0000482	OG0000062	n1	rna-XM_039336366.1									rna-XM_029284934.1			
N2.HOG0000483	OG0000062	n16	rna-XM_039340492.1									rna-XM_029285608.1			
N2.HOG0000484	OG0000062	n23	rna-XM_039340490.1									rna-XM_015823622.2, rna-XM_015823623.2			
N2.HOG0000485	OG0000062	n34	rna-XM_039336364.1, rna-XM_039340550.1									rna-XM_015820414.2, rna-XM_015820407.2			
N2.HOG0000486	OG0000062	n45	rna-XM_039340531.1												
N2.HOG0000487	OG0000062	n57	rna-XM_039340528.1									rna-XM_015828550.2			
N2.HOG0000488	OG0000062	n59	rna-XM_039340527.1, rna-XM_039340524.1, rna-XM_039340519.1, rna-XM_039340494.1, rna-XM_039340514.1, rna-XM_039340495.1									rna-XM_015828808.2			
N2.HOG0000489	OG0000062	n65	rna-XM_039340499.1									rna-XM_015823620.2, rna-XM_029285607.1, rna-XM_015828606.2			
N2.HOG0000490	OG0000062	n70	rna-XM_039340530.1									rna-XM_015823673.2			
N2.HOG0000491	OG0000062	n71	rna-XM_039340497.1									rna-XM_015823675.2			
N2.HOG0000492	OG0000062	n77	rna-XM_039340566.1									rna-XM_029284933.1			
N2.HOG0000493	OG0000062	n78	rna-XM_039340561.1, rna-XM_039340546.1, rna-XM_039340540.1									rna-XM_015827888.1, rna-XM_015820403.2			
N2.HOG0000494	OG0000062	n82	rna-XM_039340545.1									rna-XM_015823678.2			
N2.HOG0000495	OG0000062	n83	rna-XM_039340537.1									rna-XM_029285618.1, rna-XM_015823677.2			
