accession,idtype,id
P18254,Gene_Name,IGF1
Q96ID5,Gene_Name,IGSF21
Q9H2S9,Gene_Name,IKZF4
Q5ZLR2,Gene_Name,IKZF5
O42410,Gene_Name,IKZF1
Q9UKS7,Gene_Name,IKZF2
P81183,Gene_Name,Ikzf2
Q98938,Gene_Name,IHH
Q6P8G1,Gene_Name,ilf2
Q12906,Gene_Name,ILF3
Q9H0C8,Gene_Name,ILKAP
Q9DF58,Gene_Name,ILK
Q5F3N9,Gene_Name,ILRUN
P52292,Gene_Name,KPNA2
O00629,Gene_Name,KPNA4
O35344,Gene_Name,Kpna3
Q5ZML1,Gene_Name,KPNA1
Q503E9,Gene_Name,kpna5
Q0V7M0,Gene_Name,KPNA6
O35345,Gene_Name,Kpna6
Q5RBV0,Gene_Name,KPNA6
Q14974,Gene_Name,KPNB1
Q6GMG5,Gene_Name,impdh1a
F6S675,Gene_Name,impdh1
P12268,Gene_Name,IMPDH2
E9PU28,Gene_Name,Impdh2
Q5RGV1,Gene_Name,impdh1b
Q96LU5,Gene_Name,IMMP1L
Q5PQR5,Gene_Name,Imp4
O55023,Gene_Name,Impa1
P97697,Gene_Name,Impa1
Q91UZ5,Gene_Name,Impa2
Q9ESK4,Gene_Name,Ing2
Q8VEK6,Gene_Name,Ing3
Q5ZKY4,Gene_Name,ING4
Q9D8Y8,Gene_Name,Ing5
P27092,Gene_Name,INHBA
Q9QXV3,Gene_Name,Ing1
Q53TQ3,Gene_Name,INO80D
P27093,Gene_Name,INHBB
Q96PE3,Gene_Name,INPP4A
Q62784,Gene_Name,Inpp4a
Q4R4D7,Gene_Name,INPP4B
Q9ULG1,Gene_Name,INO80
Q8BGI3,Gene_Name,Insig1
Q5F3W2,Gene_Name,INSIG2
Q9NVM9,Gene_Name,INTS13
Q5ZK21,Gene_Name,INTS14
Q8N201,Gene_Name,INTS1
Q6P4S8,Gene_Name,Ints1
Q5ZKU4,Gene_Name,INTS2
Q5ZLS8,Gene_Name,INTS10
Q5ZIH0,Gene_Name,INTS11
Q7TPD0,Gene_Name,Ints3
Q5RE70,Gene_Name,INTS3
Q8CIM8,Gene_Name,Ints4
Q5ZL91,Gene_Name,INTS7
Q75QN2,Gene_Name,INTS8
Q9NV88,Gene_Name,INTS9
Q9IAX2,Gene_Name,DIO2
Q92551,Gene_Name,IP6K1
Q9ESM0,Gene_Name,Ip6k1
Q80V72,Gene_Name,Ip6k2
Q95221,Gene_Name,IP6K2
Q90641,Gene_Name,PKIA
O00410,Gene_Name,IPO5
O95373,Gene_Name,IPO7
Q9EPL8,Gene_Name,Ipo7
O15397,Gene_Name,IPO8
Q91YE6,Gene_Name,Ipo9
Q9UI26,Gene_Name,IPO11
Q5ZIC8,Gene_Name,IPO13
Q9Y573,Gene_Name,IPP
Q6DN90,Gene_Name,IQSEC1
A0A0G2JUG7,Gene_Name,Iqsec1
Q5JU85,Gene_Name,IQSEC2
P46940,Gene_Name,IQGAP1
Q9CR20,Gene_Name,Ier3ip1
Q5ZLQ4,Gene_Name,IREB2
Q98925,Gene_Name,IRF2
Q64287,Gene_Name,Irf4
P97431,Gene_Name,Irf6
P60029,Gene_Name,IL1RAPL1
Q7YQL9,Gene_Name,IL1RAPL1
Q5ZJ74,Gene_Name,ISCA1
Q9D7P6,Gene_Name,Iscu
P61374,Gene_Name,Isl1
Q96A47,Gene_Name,ISL2
Q9CXV0,Gene_Name,Isl2
Q96CN7,Gene_Name,ISOC1
Q0IHU5,Gene_Name,isoc1
Q3ZBV1,Gene_Name,IST1
P53990,Gene_Name,IST1
P26008,Gene_Name,ITGAV
P07228,Gene_Name,ITGB1
B0FYY4,Gene_Name,ITGB1
P05106,Gene_Name,ITGB3
O54890,Gene_Name,Itgb3
Q9ULR0,Gene_Name,ISY1
Q69ZQ2,Gene_Name,Isy1
Q6AYB3,Gene_Name,Isy1
Q5R5S7,Gene_Name,ITGB1BP1
Q8C863,Gene_Name,Itch
Q3ZBM4,Gene_Name,ITGB1BP1
F1NLH9,Gene_Name,ITPA
Q60722,Gene_Name,Tcf4
Q62655,Gene_Name,Tcf4
Q15811,Gene_Name,ITSN1
O42204,Gene_Name,ITM2B
Q14643,Gene_Name,ITPR1
Q14571,Gene_Name,ITPR2
Q5F480,Gene_Name,ITPK1
P70227,Gene_Name,Itpr3
P26440,Gene_Name,IVD
Q6NVQ1,Gene_Name,jagn1
Q75R65,Gene_Name,JAK2
P78504,Gene_Name,JAG1
Q5F363,Gene_Name,JARID2
Q5RDF5,Gene_Name,JAZF1
Q8WYK2,Gene_Name,JDP2
Q9UPT6,Gene_Name,MAPK8IP3
Q9ESN9,Gene_Name,Mapk8ip3
O60271,Gene_Name,SPAG9
Q58A65,Gene_Name,Spag9
Q96AA8,Gene_Name,JAKMIP2
Q5DTN8,Gene_Name,Jakmip3
Q9P055,Gene_Name,JKAMP
O94854,Gene_Name,MACF1
Q69ZZ9,Gene_Name,Macf1
Q5R739,Gene_Name,JOSD1
Q8WXH2,Gene_Name,JPH3
Q9ET77,Gene_Name,Jph3
P54864,Gene_Name,JUN
Q14667,Gene_Name,KIAA0100
Q5ZMK5,Gene_Name,JMJD6
Q9QXM1,Gene_Name,Jmy
Q2LD37,Gene_Name,KIAA1109
A2AAE1,Gene_Name,Kiaa1109
P05081,Gene_Name,AK1
Q5RFR6,Gene_Name,Kiaa0319l
Q5R421,Gene_Name,AK4
P08166,Gene_Name,AK2
Q5REI7,Gene_Name,AK2
B5XCA1,Gene_Name,ak2
O60229,Gene_Name,KALRN
Q9H9L4,Gene_Name,KANSL2
Q8BQR4,Gene_Name,Kansl2
P25321,Gene_Name,PRKACA
Q5ZM91,Gene_Name,PRKAR1A
P36887,Gene_Name,PRKACA
P27791,Gene_Name,Prkaca
P22694,Gene_Name,PRKACB
P31321,Gene_Name,PRKAR1B
P31323,Gene_Name,PRKAR2B
A0A0R4IXF6,Gene_Name,kat2a
Q92831,Gene_Name,KAT2B
Q5RBG4,Gene_Name,KAT5
Q99MK2,Gene_Name,Kat5
Q92794,Gene_Name,KAT6A
Q8BZ21,Gene_Name,Kat6a
Q5TKR9,Gene_Name,Kat6a
Q8WYB5,Gene_Name,KAT6B
Q8WML3,Gene_Name,KAT6B
O95251,Gene_Name,KAT7
Q5SVQ0,Gene_Name,Kat7
Q9H7Z6,Gene_Name,KAT8
Q9BW62,Gene_Name,KATNAL1
Q5ZIL9,Gene_Name,Kifbp
Q5ZJW6,Gene_Name,NKIRAS2
Q9CR56,Gene_Name,Nkiras2
O75600,Gene_Name,GCAT
P67829,Gene_Name,CSNK1A1
P67963,Gene_Name,csnk1a1
P48730,Gene_Name,CSNK1D
Q5BP74,Gene_Name,csnk1d
Q5ZLL1,Gene_Name,CSNK1E
Q5ZJS0,Gene_Name,CSNK1G1
Q9HCP0,Gene_Name,CSNK1G1
Q8BVP5,Gene_Name,Csnk1g2
P35509,Gene_Name,CSNK1G3
Q9Y6M4,Gene_Name,CSNK1G3
Q8C4X2,Gene_Name,Csnk1g3
Q5R4V3,Gene_Name,CSNK1G3
Q9PTM4,Gene_Name,kcnab3
Q63450,Gene_Name,Camk1
O70150,Gene_Name,Pnck
Q8BW96,Gene_Name,Camk1d
Q96NX5,Gene_Name,CAMK1G
Q8IY47,Gene_Name,KBTBD2
Q5RDY3,Gene_Name,KBTBD2
Q8R179,Gene_Name,Kbtbd4
Q8NFY9,Gene_Name,KBTBD8
Q7T199,Gene_Name,KCNA10
Q9XT31,Gene_Name,KCNAB1
P63144,Gene_Name,Kcnab1
Q13303,Gene_Name,KCNAB2
Q9PTM5,Gene_Name,kcnab2
P15791,Gene_Name,Camk2d
Q13555,Gene_Name,CAMK2G
Q923T9,Gene_Name,Camk2g
Q16566,Gene_Name,CAMK4
P08414,Gene_Name,Camk4
P13234,Gene_Name,Camk4
P11275,Gene_Name,Camk2a
P28652,Gene_Name,Camk2b
Q2HJF7,Gene_Name,CAMK2D
Q5ZKI0,Gene_Name,CAMK2D
Q8WN03,Gene_Name,Kcnip2
Q8HYN7,Gene_Name,KCNIP4
Q99MG9,Gene_Name,Kcnip4
P78508,Gene_Name,KCNJ10
Q9JM63,Gene_Name,Kcnj10
P49655,Gene_Name,Kcnj10
P70673,Gene_Name,Kcnj11
F1NHE9,Gene_Name,KCNJ12
Q7Z5Y7,Gene_Name,KCTD20
Q4G0X4,Gene_Name,KCTD21
Q9JJ57,Gene_Name,Kcnip1
Q8R426,Gene_Name,Kcnip1
Q6P3P4,Gene_Name,kctd15
Q68DU8,Gene_Name,KCTD16
Q8AYS8,Gene_Name,KCNMA1
Q12791,Gene_Name,KCNMA1
Q08460,Gene_Name,Kcnma1
Q9Y691,Gene_Name,KCNMB2
O60928,Gene_Name,KCNJ13
O70617,Gene_Name,Kcnj13
Q99712,Gene_Name,KCNJ15
Q91ZF1,Gene_Name,Kcnj15
Q9ESK8,Gene_Name,Kcnmb4
Q1LZE1,Gene_Name,KCMF1
Q9P0J7,Gene_Name,KCMF1
P16388,Gene_Name,Kcna1
P10499,Gene_Name,Kcna1
P16389,Gene_Name,KCNA2
Q09081,Gene_Name,KCNA2
P63142,Gene_Name,Kcna2
P16390,Gene_Name,Kcna3
Q14721,Gene_Name,KCNB1
Q95167,Gene_Name,KCNB2
P25122,Gene_Name,Kcnc1
Q96PR1,Gene_Name,KCNC2
Q9H3M0,Gene_Name,KCNF1
Q7TSH7,Gene_Name,Kcnf1
Q9UIX4,Gene_Name,KCNG1
O73606,Gene_Name,KCNG2
Q9NSA2,Gene_Name,KCND1
Q9NZV8,Gene_Name,KCND2
P59995,Gene_Name,KCND2
Q9UK17,Gene_Name,KCND3
Q8TAE7,Gene_Name,KCNG3
Q8R523,Gene_Name,Kcng3
Q63472,Gene_Name,Kcnh1
P52186,Gene_Name,KCNJ2
P48549,Gene_Name,KCNJ3
Q64198,Gene_Name,KCNJ4
P48544,Gene_Name,KCNJ5
P48545,Gene_Name,Kcnj5
P48051,Gene_Name,KCNJ6
P49658,Gene_Name,KCNJ6
Q63664,Gene_Name,Kcnj8
Q92806,Gene_Name,KCNJ9
O00180,Gene_Name,KCNK1
O95069,Gene_Name,KCNK2
Q8NCM2,Gene_Name,KCNH5
Q9PT84,Gene_Name,KCNH6
Q9NS40,Gene_Name,KCNH7
Q96L42,Gene_Name,KCNH8
P59111,Gene_Name,Kcnh8
P48048,Gene_Name,KCNJ1
Q9JIS4,Gene_Name,Kcnk10
O14649,Gene_Name,KCNK3
Q63ZI0,Gene_Name,kcnk9
P57789,Gene_Name,KCNK10
O43526,Gene_Name,KCNQ2
Q9Z351,Gene_Name,Kcnq2
O43525,Gene_Name,KCNQ3
Q9NR82,Gene_Name,KCNQ5
P70604,Gene_Name,Kcnn2
P58392,Gene_Name,KCNN3
O97531,Gene_Name,KCNQ1
P05122,Gene_Name,CKB
P05123,Gene_Name,CKM
Q5XLD3,Gene_Name,CKM
P11009,Gene_Name,CKMT2
P70079,Gene_Name,CKMT1
Q6ZWB6,Gene_Name,KCTD8
Q7L273,Gene_Name,KCTD9
Q5M956,Gene_Name,Kctd1
Q14681,Gene_Name,KCTD2
Q9Y597,Gene_Name,KCTD3
Q8WVF5,Gene_Name,KCTD4
Q9NXV2,Gene_Name,KCTD5
Q8NC69,Gene_Name,KCTD6
Q5ZJP7,Gene_Name,KCTD7
O35174,Gene_Name,Kcns2
Q9ER26,Gene_Name,Kcns2
O88759,Gene_Name,Kcns3
Q8QFV0,Gene_Name,KCNT1
Q6UVM3,Gene_Name,KCNT2
Q5ZKE7,Gene_Name,CMPK
O94953,Gene_Name,KDM4B
Q91VY5,Gene_Name,Kdm4b
O60341,Gene_Name,KDM1A
Q8NB78,Gene_Name,KDM1B
Q9Y2K7,Gene_Name,KDM2A
Q8NHM5,Gene_Name,KDM2B
Q9ULH0,Gene_Name,KIDINS220
P29375,Gene_Name,KDM5A
Q5F3R2,Gene_Name,KDM5B
P41229,Gene_Name,KDM5C
O15550,Gene_Name,KDM6A
Q08D35,Gene_Name,kdm7a
Q684M4,Gene_Name,KEAP1
Q13237,Gene_Name,PRKG2
P00516,Gene_Name,PRKG1
Q5ZL54,Gene_Name,KHDC4
Q91V33,Gene_Name,Khdrbs1
Q5VWX1,Gene_Name,KHDRBS2
O75525,Gene_Name,KHDRBS3
Q7Z4S6,Gene_Name,KIF21A
O75037,Gene_Name,KIF21B
Q9H1H9,Gene_Name,KIF13A
Q9NQT8,Gene_Name,KIF13B
Q96MD2,Gene_Name,KICS2
Q9P2E2,Gene_Name,KIF17
Q12756,Gene_Name,KIF1A
F1M4A4,Gene_Name,Kif1a
O60333,Gene_Name,KIF1B
Q02241,Gene_Name,KIF23
Q5ZKV8,Gene_Name,KIF2A
Q5R9Y9,Gene_Name,KIF2A
Q92845,Gene_Name,KIFAP3
Q8K339,Gene_Name,Kin
Q9Y496,Gene_Name,KIF3A
Q4R628,Gene_Name,KIF3A
O15066,Gene_Name,KIF3B
Q5R706,Gene_Name,KIF3C
Q12840,Gene_Name,KIF5A
O60282,Gene_Name,KIF5C
Q96J84,Gene_Name,KIRREL1
P33176,Gene_Name,KIF5B
Q8IZU9,Gene_Name,KIRREL3
Q8BR86,Gene_Name,Kirrel3
Q5ZII6,Gene_Name,TMEM167A
Q80X45,Gene_Name,Tmem167b
Q8C078,Gene_Name,Camkk2
P04047,Gene_Name,TK1
Q5U3Y0,Gene_Name,Klhdc10
Q8IYD2,Gene_Name,KLHDC8A
O08584,Gene_Name,Klf6
O35819,Gene_Name,Klf6
O75840,Gene_Name,KLF7
Q99JB0,Gene_Name,Klf7
Q13886,Gene_Name,KLF9
Q6JEL3,Gene_Name,Klhl10
Q53G59,Gene_Name,KLHL12
Q07866,Gene_Name,KLC1
A6QQY2,Gene_Name,KLHL13
Q5ZLD3,Gene_Name,KLHL13
Q5F3N5,Gene_Name,KLHL14
D3ZA50,Gene_Name,Klhl15
Q8K430,Gene_Name,Klhl17
E9Q4F2,Gene_Name,Klhl18
D3Z8N4,Gene_Name,Klhl20
Q6TFL4,Gene_Name,KLHL24
Q56A24,Gene_Name,Klhl24
Q9H0H3,Gene_Name,KLHL25
Q9Y4X4,Gene_Name,KLF12
Q9Y2U9,Gene_Name,KLHDC2
Q58CV6,Gene_Name,KLHDC3
Q9BQ90,Gene_Name,KLHDC3
Q53HC5,Gene_Name,KLHL26
Q9NXS3,Gene_Name,KLHL28
Q9CR40,Gene_Name,Klhl28
Q96CT2,Gene_Name,KLHL29
Q9H511,Gene_Name,KLHL31
Q96NJ5,Gene_Name,KLHL32
O60662,Gene_Name,KLHL41
Q9P2G9,Gene_Name,KLHL8
Q9NR64,Gene_Name,KLHL1
O95198,Gene_Name,KLHL2
F1MBP6,Gene_Name,KLHL3
Q96PQ7,Gene_Name,KLHL5
Q8IXQ5,Gene_Name,KLHL7
Q4FZB7,Gene_Name,KMT5B
Q5SVS4,Gene_Name,SLC25A30
P46019,Gene_Name,PHKA2
Q8BWJ3,Gene_Name,Phka2
Q7TSH2,Gene_Name,Phkb
P12798,Gene_Name,PHKB
P10102,Gene_Name,PRKCA
P05696,Gene_Name,Prkca
P05126,Gene_Name,PRKCB
P68403,Gene_Name,Prkcb
A8KBH6,Gene_Name,prkcb
Q15139,Gene_Name,PRKD1
Q9BZL6,Gene_Name,PRKD2
O94806,Gene_Name,PRKD3
Q5PU49,Gene_Name,PRKCD
Q02156,Gene_Name,PRKCE
P16054,Gene_Name,Prkce
P05128,Gene_Name,PRKCG
P10829,Gene_Name,PRKCG
Q5R4K9,Gene_Name,PRKCI
P24723,Gene_Name,PRKCH
Q04759,Gene_Name,PRKCQ
Q05513,Gene_Name,PRKCZ
Q14558,Gene_Name,PRPSAP1
Q5ZL26,Gene_Name,PRPSAP2
P09217,Gene_Name,Prkcz
Q0V7M1,Gene_Name,PSKH1
P11980,Gene_Name,Pkm
P00548,Gene_Name,PKM
P14618,Gene_Name,PKM
O00522,Gene_Name,KRIT1
Q3B7L9,Gene_Name,KRR1
Q15349,Gene_Name,RPS6KA2
Q9WUT3,Gene_Name,Rps6ka2
P18654,Gene_Name,Rps6ka3
Q5F3L1,Gene_Name,RPS6KA5
Q6PFQ0,Gene_Name,rps6ka6
Q13601,Gene_Name,KRR1
Q8BGA5,Gene_Name,Krr1
P18652,Gene_Name,RPS6KA
Q8BSK8,Gene_Name,Rps6kb1
Q9UBS0,Gene_Name,RPS6KB2
Q9Z1M4,Gene_Name,Rps6kb2
Q6VAB6,Gene_Name,KSR2
P86229,Gene_Name,KRTCAP2
Q1HGK7,Gene_Name,KATNA1
Q5ZIU8,Gene_Name,KATNB1
Q0V9C8,Gene_Name,kxd1
P11047,Gene_Name,LAMC1
Q5ZML7,Gene_Name,LAPTM4A
O43813,Gene_Name,LANCL1
Q569H4,Gene_Name,PRR16
Q6ZQ58,Gene_Name,Larp1
Q66PG3,Gene_Name,LARGE1
Q66PG4,Gene_Name,LARGE2
Q6ZV70,Gene_Name,LANCL3
Q0VCM6,Gene_Name,SLC43A2
O95835,Gene_Name,LATS1
Q61792,Gene_Name,Lasp1
Q01650,Gene_Name,SLC7A5
Q9UHI5,Gene_Name,SLC7A8
Q9N1Q4,Gene_Name,SLC7A8
A5PJU8,Gene_Name,LBH
Q5ZM46,Gene_Name,LBH
Q9CX60,Gene_Name,Lbh
Q9Y383,Gene_Name,LUC7L2
Q5SUF2,Gene_Name,Luc7l3
Q5R8W6,Gene_Name,LUC7L3
P52954,Gene_Name,LBX1
P52955,Gene_Name,Lbx1
Q5F3X0,Gene_Name,LCLAT1
Q5ZJK5,Gene_Name,LCORL
Q96JN0,Gene_Name,LCOR
O42252,Gene_Name,LDB1
Q9W676,Gene_Name,LDB2
O43679,Gene_Name,LDB2
Q9W7L3,Gene_Name,LDHA
Q9W7L4,Gene_Name,LDHB
P79913,Gene_Name,LDHB
Q9UJU2,Gene_Name,LEF1
Q5ZHQ2,Gene_Name,LGALSL
Q8VED9,Gene_Name,Lgalsl
Q6NVI7,Gene_Name,lgalsl
Q6NYV9,Gene_Name,leo1
Q8WVC0,Gene_Name,LEO1
Q5RDE9,Gene_Name,LEPROTL1
Q1EGL1,Gene_Name,LGI2
Q5E9T6,Gene_Name,LGI1
Q6P7Q4,Gene_Name,Glo1
Q6ZUX7,Gene_Name,LHFPL2
Q86UP9,Gene_Name,LHFPL3
Q66IV3,Gene_Name,lhfpl3
Q17R16,Gene_Name,LHFPL4
Q7ZZL8,Gene_Name,LHFPL5
Q5PRC1,Gene_Name,lhfpl6
Q9Y693,Gene_Name,LHFPL6
P48742,Gene_Name,LHX1
P63007,Gene_Name,Lhx1
Q9Z0S2,Gene_Name,Lhx2
P53412,Gene_Name,LHX3
P53776,Gene_Name,Lhx4
P61376,Gene_Name,Lhx5
Q9UPM6,Gene_Name,LHX6
Q9R1R0,Gene_Name,Lhx6
Q68G74,Gene_Name,LHX8
O35652,Gene_Name,Lhx8
Q90881,Gene_Name,LHX9
O43766,Gene_Name,LIAS
Q7L985,Gene_Name,LINGO2
Q3UH68,Gene_Name,Limch1
Q3KQW7,Gene_Name,limch1
Q9BT23,Gene_Name,LIMD2
Q4KM31,Gene_Name,Limd2
Q8QFP8,Gene_Name,LIMK1
P53666,Gene_Name,LIMK2
P48059,Gene_Name,LIMS1
Q2KJ33,Gene_Name,LIMS2
Q7Z4I7,Gene_Name,LIMS2
Q50L44,Gene_Name,LINGO1
Q5ZJQ3,Gene_Name,LIN52
Q8CD94,Gene_Name,Lin52
Q6MZP7,Gene_Name,LIN54
Q9Z250,Gene_Name,Lin7a
Q9HAP6,Gene_Name,LIN7B
Q5F425,Gene_Name,LIN7C
Q792I0,Gene_Name,Lin7c
Q8C735,Gene_Name,Lin9
Q1PRL4,Gene_Name,TRIM71
Q13136,Gene_Name,PPFIA1
O75334,Gene_Name,PPFIA2
O75145,Gene_Name,PPFIA3
Q91Z80,Gene_Name,Ppfia4
P43034,Gene_Name,PAFAH1B1
Q8IVB5,Gene_Name,LIX1L
Q8UVV7,Gene_Name,LIX1
Q8N485,Gene_Name,LIX1
Q9D0F3,Gene_Name,Lman1
Q62902,Gene_Name,Lman1
P49256,Gene_Name,LMAN2
Q5ZI05,Gene_Name,LMBRD1
Q5F3F5,Gene_Name,LMBRD2
Q7ZX75,Gene_Name,lmbr1l
Q8BLB7,Gene_Name,L3mbtl3
Q8WVP7,Gene_Name,LMBR1
P14733,Gene_Name,Lmnb1
Q5RBW7,Gene_Name,LMO3
Q9YH16,Gene_Name,lmo3
O88609,Gene_Name,Lmx1b
Q45KJ5,Gene_Name,LIN28A
Q45KJ4,Gene_Name,LIN28B
Q9DC07,Gene_Name,Nebl
P61969,Gene_Name,Lmo4
P53413,Gene_Name,LMX1B
O60663,Gene_Name,LMX1B
Q8N448,Gene_Name,LNX2
P36776,Gene_Name,LONP1
Q924S5,Gene_Name,Lonp1
Q3SX23,Gene_Name,LONP2
Q86WA8,Gene_Name,LONP2
Q92633,Gene_Name,LPAR1
P61794,Gene_Name,Lpar1
Q9EQ31,Gene_Name,Lpar3
Q8K5E0,Gene_Name,Lpar3
Q99677,Gene_Name,LPAR4
Q8BLG2,Gene_Name,Lpar4
P32250,Gene_Name,LPAR6
Q86YD5,Gene_Name,LDLRAD3
A2AR95,Gene_Name,Ldlrad3
O15165,Gene_Name,LDLRAD4
Q8BWJ4,Gene_Name,Ldlrad4
Q32KX5,Gene_Name,LRRC28
Q86X40,Gene_Name,LRRC28
Q3TX51,Gene_Name,Lrrc28
Q9HCJ2,Gene_Name,LRRC4C
Q8C031,Gene_Name,Lrrc4c
Q6ZSA7,Gene_Name,LRRC55
Q3UY51,Gene_Name,Lrrc55
Q5FVI3,Gene_Name,Lrrc57
Q96PB8,Gene_Name,LRRC3B
Q80WG5,Gene_Name,Lrrc8a
A5PK13,Gene_Name,LRRC8C
Q7L1W4,Gene_Name,LRRC8D
Q5VUJ6,Gene_Name,LRCH2
Q8BXA0,Gene_Name,Lrfn5
P98157,Gene_Name,LRP1
O75096,Gene_Name,LRP4
O75197,Gene_Name,LRP5
Q9Y561,Gene_Name,LRP12
Q5R662,Gene_Name,LRP12
Q9NZR2,Gene_Name,LRP1B
Q9BTT6,Gene_Name,LRRC1
Q9HBW1,Gene_Name,LRRC4
F1MCA7,Gene_Name,LRRC7
Q96NW7,Gene_Name,LRRC7
O75581,Gene_Name,LRP6
Q98931,Gene_Name,LRP8
A0N0X6,Gene_Name,LRRN1
Q6UXK5,Gene_Name,LRRN1
A1A4H9,Gene_Name,LRRTM1
Q86UE6,Gene_Name,LRRTM1
O43300,Gene_Name,LRRTM2
Q9BGP6,Gene_Name,LRRTM3
Q86VH4,Gene_Name,LRRTM4
Q80XG9,Gene_Name,Lrrtm4
Q5R4R4,Gene_Name,LSM14A
Q62813,Gene_Name,Lsamp
Q9QXA5,Gene_Name,Lsm4
Q5R628,Gene_Name,LSM5
Q5ZML5,Gene_Name,LSM12
O15116,Gene_Name,LSM1
O35900,Gene_Name,Lsm2
P62311,Gene_Name,Lsm3
Q5RCP3,Gene_Name,LSM8
P62313,Gene_Name,Lsm6
Q9UK45,Gene_Name,LSM7
Q803V5,Gene_Name,mlst8
Q3T0D8,Gene_Name,LAMTOR1
B5FYY5,Gene_Name,LAMTOR2
Q17QQ1,Gene_Name,LAMTOR3
Q66X52,Gene_Name,LAMTOR5
P07948,Gene_Name,LYN
Q07014,Gene_Name,Lyn
Q3MHR0,Gene_Name,LYPLA1
O77821,Gene_Name,LYPLA1
O95372,Gene_Name,LYPLA2
Q9QYL8,Gene_Name,Lypla2
Q8BLC3,Gene_Name,Lypd1
A5D7J1,Gene_Name,LYRM9
Q3UN90,Gene_Name,Lyrm9
Q5ZKW2,Gene_Name,LZIC
Q9NQ48,Gene_Name,LZTFL1
Q8N653,Gene_Name,LZTR1
Q9CQ33,Gene_Name,Lztr1
Q9UI17,Gene_Name,DMGDH
P22292,Gene_Name,SLC25A11
Q9Y2U5,Gene_Name,MAP3K2
Q99759,Gene_Name,MAP3K3
Q9Y6R4,Gene_Name,MAP3K4
Q99683,Gene_Name,MAP3K5
Q6ZN16,Gene_Name,MAP3K15
Q13233,Gene_Name,MAP3K1
Q924I2,Gene_Name,Map4k3
O95819,Gene_Name,MAP4K4
P97820,Gene_Name,Map4k4
Q9Y4K4,Gene_Name,MAP4K5
Q8IVH8,Gene_Name,MAP4K3
A2VDU3,Gene_Name,MAP3K7
O43318,Gene_Name,MAP3K7
Q5RFL3,Gene_Name,MAP3K7
P0C8E4,Gene_Name,Map3k7
P58500,Gene_Name,Map3k7cl
Q8IYB1,Gene_Name,MB21D2
Q8C525,Gene_Name,Mb21d2
O60476,Gene_Name,MAN1A2
Q9CR62,Gene_Name,Slc25a11
Q05195,Gene_Name,MXD1
Q3ZBS1,Gene_Name,MACIR
Q8N5G2,Gene_Name,MACO1
Q80U28,Gene_Name,Madd
Q8WXG6,Gene_Name,MADD
Q5F398,Gene_Name,MAEA
A5D9C6,Gene_Name,MAF1
Q9H063,Gene_Name,MAF1
Q90888,Gene_Name,MAFB
Q90370,Gene_Name,MAFB
Q90595,Gene_Name,MAFF
Q90889,Gene_Name,MAFG
Q90596,Gene_Name,MAFK
Q96QZ7,Gene_Name,MAGI1
Q6RHR9,Gene_Name,Magi1
Q86UL8,Gene_Name,MAGI2
Q9WVQ1,Gene_Name,Magi2
Q5F488,Gene_Name,MAGI3
Q5ZJ06,Gene_Name,MAGT1
Q1RML7,Gene_Name,MAK16
P80513,Gene_Name,MANF
P23368,Gene_Name,ME2
Q99KE1,Gene_Name,Me2
Q8BMF3,Gene_Name,Me3
P28227,Gene_Name,ME1
Q5ZIM5,Gene_Name,METAP1
Q3ZC89,Gene_Name,METAP2
P50579,Gene_Name,METAP2
O08663,Gene_Name,Metap2
P49138,Gene_Name,Mapkapk2
P49139,Gene_Name,MAPKAPK2
Q16644,Gene_Name,MAPKAPK3
Q8IW41,Gene_Name,MAPKAPK5
Q66HR2,Gene_Name,Mapre1
Q6P848,Gene_Name,mapre1
Q5ZKK1,Gene_Name,MAPRE2
Q8R001,Gene_Name,Mapre2
Q5R4I6,Gene_Name,MAPRE2
Q5XIT1,Gene_Name,Mapre3
Q8TCQ1,Gene_Name,MARCHF1
Q5PQ35,Gene_Name,marchf2
Q28EX7,Gene_Name,marchf2
Q5XIE5,Gene_Name,Marchf3
Q5ZJ41,Gene_Name,MARCHF5
O60337,Gene_Name,MARCHF6
Q6ZQ89,Gene_Name,Marchf6
P27448,Gene_Name,MARK3
Q03141,Gene_Name,Mark3
Q8CIP4,Gene_Name,Mark4
Q9P0L2,Gene_Name,MARK1
Q7KZI7,Gene_Name,MARK2
O15021,Gene_Name,MAST4
P51948,Gene_Name,MNAT1
Q99LB6,Gene_Name,Mat2b
Q5R4E0,Gene_Name,MAT2B
P05099,Gene_Name,MATN1
P52162,Gene_Name,MAX
O70299,Gene_Name,Mab21l1
Q8BPP1,Gene_Name,Mab21l2
Q9H7P6,Gene_Name,MVB12B
P61244,Gene_Name,MAX
O95983,Gene_Name,MBD3
Q9P267,Gene_Name,MBD5
B1AYB6,Gene_Name,Mbd5
Q68D91,Gene_Name,MBLAC2
Q5ZKL6,Gene_Name,mboat2
Q14703,Gene_Name,MBTPS1
Q5ZKW9,Gene_Name,MBNL1
Q9NR56,Gene_Name,MBNL1
Q5R4F5,Gene_Name,MBNL2
F2Z3T4,Gene_Name,Mbnl2
O43772,Gene_Name,SLC25A20
Q9Z2Z6,Gene_Name,Slc25a20
P32245,Gene_Name,MC4R
Q0Z8I9,Gene_Name,MC4R
O43324,Gene_Name,EEF1E1
Q3ULD5,Gene_Name,Mccc2
Q05BQ5,Gene_Name,MBTD1
Q6DIN3,Gene_Name,mbtd1
