Orthogroup	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
OG0028933			FUN_016329-T1										
OG0028934			FUN_016334-T1										
OG0028935			FUN_016335-T1										
OG0028936			FUN_016344-T1										
OG0028937			FUN_016347-T1										
OG0028938			FUN_016360-T1										
OG0028939			FUN_27069-T1										
OG0028940			FUN_016380-T1										
OG0028941			FUN_016407-T1										
OG0028942			FUN_016411-T1										
OG0028943			FUN_27072-T1										
OG0028944			FUN_016442-T1										
OG0028945			FUN_016455-T1										
OG0028946			FUN_016460-T1										
OG0028947			FUN_016496-T1										
OG0028948			FUN_016499-T1										
OG0028949			FUN_016500-T1										
OG0028950			FUN_016501-T1										
OG0028951			FUN_016506-T1										
OG0028952			FUN_016515-T1										
OG0028953			FUN_016532-T1										
OG0028954			FUN_016534-T1										
OG0028955			FUN_016557-T1										
OG0028956			FUN_016569-T1										
OG0028957			FUN_016570-T1										
OG0028958			FUN_016585-T1										
OG0028959			FUN_016589-T1										
OG0028960			FUN_27079-T1										
OG0028961			FUN_016621-T1										
OG0028962			FUN_016631-T1										
OG0028963			FUN_016632-T1										
OG0028964			FUN_016634-T1										
OG0028965			FUN_016653-T1										
OG0028966			FUN_016658-T1										
OG0028967			FUN_016659-T1										
OG0028968			FUN_016666-T1										
OG0028969			FUN_016672-T1										
OG0028970			FUN_016673-T1										
OG0028971			FUN_016683-T1										
OG0028972			FUN_27083-T1										
OG0028973			FUN_016689-T1										
OG0028974			FUN_016692-T1										
OG0028975			FUN_27084-T1										
OG0028976			FUN_016708-T1										
OG0028977			FUN_016744-T1										
OG0028978			FUN_016778-T1										
OG0028979			FUN_016852-T1										
OG0028980			FUN_016853-T1										
OG0028981			FUN_016856-T1										
OG0028982			FUN_016861-T1										
OG0028983			FUN_016875-T1										
OG0028984			FUN_016905-T1										
OG0028985			FUN_27090-T1										
OG0028986			FUN_016914-T1										
OG0028987			FUN_016921-T1										
OG0028988			FUN_016922-T1										
OG0028989			FUN_016924-T1										
OG0028990			FUN_016933-T1										
OG0028991			FUN_016971-T1										
OG0028992			FUN_016977-T1										
OG0028993			FUN_016978-T1										
OG0028994			FUN_016980-T1										
OG0028995			FUN_016984-T1										
OG0028996			FUN_016989-T1										
OG0028997			FUN_016990-T1										
OG0028998			FUN_016996-T1										
OG0028999			FUN_017000-T1										
OG0029000			FUN_017004-T1										
OG0029001			FUN_017009-T1										
OG0029002			FUN_017022-T1										
OG0029003			FUN_017031-T1										
OG0029004			FUN_017036-T1										
OG0029005			FUN_017050-T1										
OG0029006			FUN_017067-T1										
OG0029007			FUN_27097-T1										
OG0029008			FUN_017092-T1										
OG0029009			FUN_27098-T1										
OG0029010			FUN_017100-T1										
OG0029011			FUN_017127-T1										
OG0029012			FUN_017132-T1										
OG0029013			FUN_017140-T1										
OG0029014			FUN_017146-T1										
OG0029015			FUN_017149-T1										
OG0029016			FUN_017188-T1										
OG0029017			FUN_017200-T1										
OG0029018			FUN_27105-T1										
OG0029019			FUN_017210-T1										
OG0029020			FUN_017218-T1										
OG0029021			FUN_017232-T1										
OG0029022			FUN_27107-T1										
OG0029023			FUN_27108-T1										
OG0029024			FUN_27109-T1										
OG0029025			FUN_017262-T1										
OG0029026			FUN_017289-T1										
OG0029027			FUN_017302-T1										
OG0029028			FUN_017323-T1										
OG0029029			FUN_017332-T1										
OG0029030			FUN_017339-T1										
OG0029031			FUN_017345-T1										
OG0029032			FUN_017347-T1										
OG0029033			FUN_017352-T1										
OG0029034			FUN_017360-T1										
OG0029035			FUN_017368-T1										
OG0029036			FUN_017381-T1										
OG0029037			FUN_017393-T1										
OG0029038			FUN_017413-T1										
OG0029039			FUN_017416-T1										
OG0029040			FUN_017422-T1										
OG0029041			FUN_017424-T1										
OG0029042			FUN_017433-T1										
OG0029043			FUN_017437-T1										
OG0029044			FUN_017452-T1										
OG0029045			FUN_27111-T1										
OG0029046			FUN_017466-T1										
OG0029047			FUN_017469-T1										
OG0029048			FUN_017471-T1										
OG0029049			FUN_27112-T1										
OG0029050			FUN_017472-T1										
OG0029051			FUN_017487-T1										
OG0029052			FUN_017502-T1										
OG0029053			FUN_017517-T1										
OG0029054			FUN_017520-T1										
OG0029055			FUN_27114-T1										
OG0029056			FUN_025360-T1										
OG0029057			FUN_026190-T1										
OG0029058			FUN_025949-T1										
OG0029059			FUN_026112-T1										
OG0029060			FUN_025855-T1										
OG0029061			FUN_020239-T1										
OG0029062			FUN_020242-T1										
OG0029063			FUN_020244-T1										
OG0029064			FUN_020247-T1										
OG0029065			FUN_020256-T1										
OG0029066			FUN_27226-T1										
OG0029067			FUN_020266-T1										
OG0029068			FUN_020280-T1										
OG0029069			FUN_020285-T1										
OG0029070			FUN_020316-T1										
OG0029071			FUN_020317-T1										
OG0029072			FUN_020320-T1										
OG0029073			FUN_27228-T1										
OG0029074			FUN_020324-T1										
OG0029075			FUN_020331-T1										
OG0029076			FUN_020332-T1										
OG0029077			FUN_020351-T1										
OG0029078			FUN_020389-T1										
OG0029079			FUN_020401-T1										
OG0029080			FUN_020406-T1										
OG0029081			FUN_020415-T1										
OG0029082			FUN_020416-T1										
OG0029083			FUN_020426-T1										
OG0029084			FUN_020435-T1										
OG0029085			FUN_020445-T1										
OG0029086			FUN_020446-T1										
OG0029087			FUN_020463-T1										
OG0029088			FUN_020464-T1										
OG0029089			FUN_020466-T1										
OG0029090			FUN_020473-T1										
OG0029091			FUN_020482-T1										
OG0029092			FUN_020486-T1										
OG0029093			FUN_020492-T1										
OG0029094			FUN_020493-T1										
OG0029095			FUN_27236-T1										
OG0029096			FUN_020543-T1										
OG0029097			FUN_020546-T1										
OG0029098			FUN_020565-T1										
OG0029099			FUN_020566-T1										
OG0029100			FUN_020570-T1										
OG0029101			FUN_020571-T1										
OG0029102			FUN_020585-T1										
OG0029103			FUN_020594-T1										
OG0029104			FUN_020598-T1										
OG0029105			FUN_020617-T1										
OG0029106			FUN_020618-T1										
OG0029107			FUN_020619-T1										
OG0029108			FUN_020624-T1										
OG0029109			FUN_020631-T1										
OG0029110			FUN_020633-T1										
OG0029111			FUN_020661-T1										
OG0029112			FUN_020671-T1										
OG0029113			FUN_020673-T1										
OG0029114			FUN_020677-T1										
OG0029115			FUN_020712-T1										
OG0029116			FUN_020717-T1										
OG0029117			FUN_020727-T1										
OG0029118			FUN_020731-T1										
OG0029119			FUN_020734-T1										
OG0029120			FUN_020735-T1										
OG0029121			FUN_020745-T1										
OG0029122			FUN_020752-T1										
OG0029123			FUN_020761-T1										
OG0029124			FUN_020768-T1										
OG0029125			FUN_025948-T1										
OG0029126			FUN_025214-T1										
OG0029127			FUN_025224-T1										
OG0029128			FUN_025225-T1										
OG0029129			FUN_025049-T1										
OG0029130			FUN_025058-T1										
OG0029131			FUN_025061-T1										
OG0029132			FUN_025076-T1										
OG0029133			FUN_025100-T1										
OG0029134			FUN_025102-T1										
OG0029135			FUN_014691-T1										
OG0029136			FUN_014699-T1										
OG0029137			FUN_014702-T1										
OG0029138			FUN_014709-T1										
OG0029139			FUN_014722-T1										
OG0029140			FUN_014747-T1										
OG0029141			FUN_014756-T1										
OG0029142			FUN_014757-T1										
OG0029143			FUN_014779-T1										
OG0029144			FUN_014782-T1										
OG0029145			FUN_014785-T1										
OG0029146			FUN_014786-T1										
OG0029147			FUN_014794-T1										
OG0029148			FUN_014811-T1										
OG0029149			FUN_014812-T1										
OG0029150			FUN_014816-T1										
OG0029151			FUN_014854-T1										
OG0029152			FUN_014892-T1										
OG0029153			FUN_014895-T1										
OG0029154			FUN_014897-T1										
OG0029155			FUN_014907-T1										
OG0029156			FUN_014916-T1										
OG0029157			FUN_014920-T1										
OG0029158			FUN_014922-T1										
OG0029159			FUN_014929-T1										
OG0029160			FUN_014940-T1										
OG0029161			FUN_014958-T1										
OG0029162			FUN_014971-T1										
OG0029163			FUN_014973-T1										
OG0029164			FUN_014984-T1										
OG0029165			FUN_014988-T1										
OG0029166			FUN_015012-T1										
OG0029167			FUN_015016-T1										
OG0029168			FUN_015034-T1										
OG0029169			FUN_015042-T1										
OG0029170			FUN_015045-T1										
OG0029171			FUN_26994-T1										
OG0029172			FUN_015067-T1										
OG0029173			FUN_015068-T1										
OG0029174			FUN_015072-T1										
OG0029175			FUN_015073-T1										
OG0029176			FUN_015075-T1										
OG0029177			FUN_015078-T1										
OG0029178			FUN_015083-T1										
OG0029179			FUN_015093-T1										
OG0029180			FUN_015099-T1										
OG0029181			FUN_26996-T1										
OG0029182			FUN_015130-T2										
OG0029183			FUN_015136-T1										
OG0029184			FUN_015138-T1										
OG0029185			FUN_015153-T1										
OG0029186			FUN_015155-T1										
OG0029187			FUN_015164-T1										
OG0029188			FUN_015173-T1										
OG0029189			FUN_015178-T1										
OG0029190			FUN_015189-T1										
OG0029191			FUN_26997-T1										
OG0029192			FUN_015203-T1										
OG0029193			FUN_015218-T1										
OG0029194			FUN_015220-T1										
OG0029195			FUN_015231-T1										
OG0029196			FUN_015236-T1										
OG0029197			FUN_015240-T1										
OG0029198			FUN_015246-T1										
OG0029199			FUN_015249-T1										
OG0029200			FUN_015256-T1										
OG0029201			FUN_015263-T1										
OG0029202			FUN_015287-T1										
OG0029203			FUN_015300-T1										
OG0029204			FUN_27001-T1										
OG0029205			FUN_015323-T1										
OG0029206			FUN_015328-T1										
OG0029207			FUN_015330-T1										
OG0029208			FUN_015346-T1										
OG0029209			FUN_015355-T1										
OG0029210			FUN_015360-T1										
OG0029211			FUN_015367-T1										
OG0029212			FUN_015381-T2										
OG0029213			FUN_27008-T1										
OG0029214			FUN_015388-T1										
OG0029215			FUN_015395-T1										
OG0029216			FUN_27011-T1										
OG0029217			FUN_015421-T1										
OG0029218			FUN_015442-T1										
OG0029219			FUN_27014-T1										
OG0029220			FUN_27015-T1										
OG0029221			FUN_015479-T1										
OG0029222			FUN_015487-T1										
OG0029223			FUN_015491-T1										
OG0029224			FUN_015513-T1										
OG0029225			FUN_015515-T1										
OG0029226			FUN_27024-T1										
OG0029227			FUN_27025-T1										
OG0029228			FUN_015541-T1										
OG0029229			FUN_015554-T1										
OG0029230			FUN_015583-T1										
OG0029231			FUN_015592-T1										
OG0029232			FUN_015604-T1										
OG0029233			FUN_015639-T1										
OG0029234			FUN_015654-T1										
OG0029235			FUN_015667-T1										
OG0029236			FUN_015693-T1										
OG0029237			FUN_015698-T1										
OG0029238			FUN_27035-T1										
OG0029239			FUN_015725-T1										
OG0029240			FUN_015732-T1										
OG0029241			FUN_015748-T1										
OG0029242			FUN_27038-T1										
OG0029243			FUN_015755-T1										
OG0029244			FUN_015763-T1										
OG0029245			FUN_015768-T1										
OG0029246			FUN_015770-T1										
OG0029247			FUN_015782-T1										
OG0029248			FUN_015810-T1										
OG0029249			FUN_015811-T1										
OG0029250			FUN_27039-T1										
OG0029251			FUN_015817-T1										
OG0029252			FUN_015840-T1										
OG0029253			FUN_015841-T1										
OG0029254			FUN_27044-T1										
OG0029255			FUN_015872-T1										
OG0029256			FUN_015876-T1										
OG0029257			FUN_015877-T1										
OG0029258			FUN_015878-T1										
OG0029259			FUN_015889-T1										
OG0029260			FUN_015921-T1										
OG0029261			FUN_015922-T1										
OG0029262			FUN_015926-T1										
OG0029263			FUN_015929-T1										
OG0029264			FUN_015933-T1										
OG0029265			FUN_015938-T1										
OG0029266			FUN_015940-T1										
OG0029267			FUN_015944-T1										
OG0029268			FUN_015945-T1										
OG0029269			FUN_015963-T1										
OG0029270			FUN_015964-T1										
OG0029271			FUN_015965-T1										
OG0029272			FUN_015976-T1										
OG0029273			FUN_27049-T1										
OG0029274			FUN_015997-T1										
OG0029275			FUN_016001-T1										
OG0029276			FUN_016002-T1										
OG0029277			FUN_016016-T1										
OG0029278			FUN_016019-T1										
OG0029279			FUN_016025-T1										
OG0029280			FUN_026187-T1										
OG0029281			FUN_025943-T1										
OG0029282			FUN_025946-T1										
OG0029283			FUN_025670-T1										
OG0029284			FUN_025711-T1										
OG0029285			FUN_025719-T1										
OG0029286			FUN_026193-T1										
OG0029287			FUN_27445-T1										
OG0029288			FUN_026052-T1										
OG0029289			FUN_27451-T1										
OG0029290			FUN_025427-T1										
OG0029291			FUN_026150-T1										
OG0029292			FUN_018718-T1										
OG0029293			FUN_018724-T1										
OG0029294			FUN_018726-T1										
OG0029295			FUN_27164-T1										
OG0029296			FUN_27165-T1										
OG0029297			FUN_018742-T1										
OG0029298			FUN_018744-T1										
OG0029299			FUN_018750-T1										
OG0029300			FUN_018770-T1										
OG0029301			FUN_018772-T1										
OG0029302			FUN_018774-T1										
OG0029303			FUN_27168-T1										
OG0029304			FUN_018808-T1										
OG0029305			FUN_018810-T1										
OG0029306			FUN_018819-T1										
OG0029307			FUN_018837-T1										
OG0029308			FUN_018856-T1										
OG0029309			FUN_27172-T1										
OG0029310			FUN_018875-T1										
OG0029311			FUN_018877-T1										
OG0029312			FUN_018886-T1										
OG0029313			FUN_018891-T1										
OG0029314			FUN_018904-T1										
OG0029315			FUN_018930-T1										
OG0029316			FUN_018933-T1										
OG0029317			FUN_018946-T1										
OG0029318			FUN_018960-T1										
OG0029319			FUN_018970-T1										
OG0029320			FUN_018984-T1										
OG0029321			FUN_018997-T1										
OG0029322			FUN_019005-T1										
OG0029323			FUN_019014-T1										
OG0029324			FUN_019017-T1										
OG0029325			FUN_019020-T1										
OG0029326			FUN_019023-T1										
OG0029327			FUN_019027-T1										
OG0029328			FUN_019039-T1										
OG0029329			FUN_019043-T1										
OG0029330			FUN_019045-T1										
OG0029331			FUN_019049-T1										
OG0029332			FUN_019052-T1										
OG0029333			FUN_019055-T1										
