GO,Genes
GO:0044154,TADA3
GO:0044154,MBIP
GO:0044183,RIC3
GO:0044183,TRAP1
GO:0044183,DNAJB6
GO:0044183,CCDC47
GO:0044183,TCP1
GO:0044183,FKBP8
GO:0044183,HSPD1
GO:0044194,
GO:0044195,
GO:0044205,
GO:0044206,
GO:0044207,EIF2S1
GO:0044207,EIF2A
GO:0044208,
GO:0044209,
GO:0044210,
GO:0044211,
GO:0044214,BMPR2
GO:0044217,
GO:0044218,
GO:0044224,EPB41L3
GO:0044225,
GO:0044232,BCAP31
GO:0044232,STARD3
GO:0044232,STARD3NL
GO:0044232,TMX2
GO:0044232,PIK3R4
GO:0044232,RMDN3
GO:0044232,ACSL4
GO:0044232,MICOS10
GO:0044233,BCAP31
GO:0044233,TMX2
GO:0044233,ACSL4
GO:0044237,PI4K2B
GO:0044237,POP5
GO:0044237,POP1
GO:0044237,POP4
GO:0044237,ABAT
GO:0044237,ALKBH7
GO:0044237,BACH1
GO:0044237,RPL7
GO:0044237,NUB1
GO:0044237,ALKBH4
GO:0044237,HENMT1
GO:0044237,GPBP1
GO:0044237,MLYCD
GO:0044237,STARD3
GO:0044237,ACOT8
GO:0044237,MBNL1
GO:0044237,TYW5
GO:0044237,DAPK1
GO:0044237,PIH1D1
GO:0044237,WDR74
GO:0044237,REV1
GO:0044237,RC3H1
GO:0044237,DNTTIP2
GO:0044237,GTPBP3
GO:0044237,MTAP
GO:0044237,RBP5
GO:0044237,WDR82
GO:0044237,TBPL1
GO:0044237,PLBD1
GO:0044237,BAZ2A
GO:0044237,PRDM13
GO:0044237,ABCB9
GO:0044237,MTMR4
GO:0044237,OAZ1
GO:0044237,PRKCZ
GO:0044237,MRPL11
GO:0044237,HPX
GO:0044237,UGT8
GO:0044237,LDHA
GO:0044237,RDH10
GO:0044237,PNPO
GO:0044237,VPS11
GO:0044237,HAO1
GO:0044237,LTA4H
GO:0044237,ATG7
GO:0044237,HMOX2
GO:0044237,VTI1B
GO:0044237,LHPP
GO:0044237,CDK18
GO:0044237,WNT10B
GO:0044237,PLK3
GO:0044237,DMPK
GO:0044237,PMM1
GO:0044237,UPF3B
GO:0044237,NR1D1
GO:0044237,LARP4
GO:0044237,GPR137B
GO:0044237,NFATC4
GO:0044237,CPEB1
GO:0044237,EIF5
GO:0044237,EIF6
GO:0044237,TOLLIP
GO:0044237,SFXN3
GO:0044237,RAD17
GO:0044237,MMS19
GO:0044237,SFXN1
GO:0044237,REN
GO:0044237,CPEB4
GO:0044237,PIGN
GO:0044237,SETD7
GO:0044237,OSBPL10
GO:0044237,PHF8
GO:0044237,PQBP1
GO:0044237,MRPL42
GO:0044237,CHAF1A
GO:0044237,ELOA
GO:0044237,RRP12
GO:0044237,IKBKG
GO:0044237,RRP15
GO:0044237,UPF1
GO:0044237,HELLS
GO:0044237,ARG2
GO:0044237,TPI1
GO:0044237,ELOVL4
GO:0044237,SIRT4
GO:0044237,FAM126B
GO:0044237,BAZ1B
GO:0044237,COQ10B
GO:0044237,FAM126A
GO:0044237,RNF168
GO:0044237,BACE2
GO:0044237,PSMA3
GO:0044237,MRPL51
GO:0044237,MTF1
GO:0044237,MED20
GO:0044237,PICK1
GO:0044237,PGAM5
GO:0044237,PIGL
GO:0044237,PPARA
GO:0044237,TKT
GO:0044237,PIGF
GO:0044237,ASAH1
GO:0044237,ELOF1
GO:0044237,RPL12
GO:0044237,METTL21A
GO:0044237,TMEM165
GO:0044237,METTL21C
GO:0044237,PSMB3
GO:0044237,NRAP
GO:0044237,CARNS1
GO:0044237,PSMB1
GO:0044237,BID
GO:0044237,EXTL3
GO:0044237,PMS1
GO:0044237,TRMT10C
GO:0044237,UTP4
GO:0044237,MDH1
GO:0044237,USP9X
GO:0044237,WDR18
GO:0044237,ELP1
GO:0044237,APEX2
GO:0044237,GATB
GO:0044237,RRP1B
GO:0044237,GTF2H3
GO:0044237,HINFP
GO:0044237,GATAD2A
GO:0044237,SPSB3
GO:0044237,FIG4
GO:0044237,PHF5A
GO:0044237,PSMC6
GO:0044237,SNX14
GO:0044237,LPCAT3
GO:0044237,JKAMP
GO:0044237,PLP1
GO:0044237,TMEM39A
GO:0044237,EEF1AKMT2
GO:0044237,EEF1AKMT1
GO:0044237,N6AMT1
GO:0044237,CCNT2
GO:0044237,TUSC3
GO:0044237,GMNN
GO:0044237,EDC3
GO:0044237,EFEMP1
GO:0044237,SESN1
GO:0044237,TOM1
GO:0044237,NEK1
GO:0044237,CIR1
GO:0044237,KMT5B
GO:0044237,NUDT16
GO:0044237,NUDT14
GO:0044237,MYLIP
GO:0044237,USP7
GO:0044237,MAP2K1
GO:0044237,CDKL5
GO:0044237,RPS8
GO:0044237,SWAP70
GO:0044237,AIP
GO:0044237,DYRK1A
GO:0044237,DGKZ
GO:0044237,TPST2
GO:0044237,MORF4L1
GO:0044237,MELK
GO:0044237,LIX1
GO:0044237,MAK
GO:0044237,MAPKAPK5
GO:0044237,CSNK1G2
GO:0044237,SNRPB
GO:0044237,PFKFB1
GO:0044237,INSIG1
GO:0044237,IREB2
GO:0044237,AK2
GO:0044237,MTM1
GO:0044237,BAG6
GO:0044237,ATG101
GO:0044237,STK36
GO:0044237,ORC3
GO:0044237,G3BP1
GO:0044237,SMYD1
GO:0044237,HACL1
GO:0044237,SMYD3
GO:0044237,NKX6-1
GO:0044237,SOCS7
GO:0044237,OSBPL9
GO:0044237,NEK9
GO:0044237,DR1
GO:0044237,FANCL
GO:0044237,STYX
GO:0044237,FANCA
GO:0044237,TRAPPC8
GO:0044237,FANCE
GO:0044237,CHERP
GO:0044237,COPS3
GO:0044237,LSM7
GO:0044237,SCCPDH
GO:0044237,G6PC3
GO:0044237,SON
GO:0044237,COPS5
GO:0044237,PUDP
GO:0044237,P4HA2
GO:0044237,TBXAS1
GO:0044237,CPE
GO:0044237,ACO2
GO:0044237,HPSE
GO:0044237,COPS8
GO:0044237,ZNF410
GO:0044237,DRC3
GO:0044237,SERINC5
GO:0044237,DIDO1
GO:0044237,ST6GALNAC1
GO:0044237,ALAS1
GO:0044237,BMPR2
GO:0044237,MCM8
GO:0044237,CCDC47
GO:0044237,FTCD
GO:0044237,DUSP14
GO:0044237,PPP6C
GO:0044237,DUSP12
GO:0044237,NADK2
GO:0044237,METTL14
GO:0044237,FUNDC1
GO:0044237,PPP6R3
GO:0044237,TLK1
GO:0044237,AMH
GO:0044237,GAL3ST3
GO:0044237,HMGCS1
GO:0044237,ELAC2
GO:0044237,ELAC1
GO:0044237,DNMT3A
GO:0044237,AMT
GO:0044237,ASMTL
GO:0044237,VPS37A
GO:0044237,RAD23B
GO:0044237,COASY
GO:0044237,PATL2
GO:0044237,SLC25A16
GO:0044237,HAND2
GO:0044237,MCM3
GO:0044237,POLR1E
GO:0044237,BCAT1
GO:0044237,SLC25A12
GO:0044237,AGXT
GO:0044237,CERS1
GO:0044237,BIRC2
GO:0044237,GTF3C3
GO:0044237,RNF34
GO:0044237,PRKAA2
GO:0044237,UHRF1
GO:0044237,RPE
GO:0044237,SRF
GO:0044237,RPL36A
GO:0044237,NDUFB1
GO:0044237,FURIN
GO:0044237,NOD1
GO:0044237,PPM1K
GO:0044237,PPM1D
GO:0044237,MRM1
GO:0044237,PPM1F
GO:0044237,E2F2
GO:0044237,ETFRF1
GO:0044237,RFFL
GO:0044237,DCAF12
GO:0044237,SLC25A22
GO:0044237,FKTN
GO:0044237,PTPN1
GO:0044237,NTRK2
GO:0044237,NOP58
GO:0044237,SSB
GO:0044237,FKRP
GO:0044237,ASCC1
GO:0044237,SNRNP40
GO:0044237,UROC1
GO:0044237,CTH
GO:0044237,VPS41
GO:0044237,POLR3F
GO:0044237,DRG1
GO:0044237,RAB19
GO:0044237,PTPN6
GO:0044237,SLC24A5
GO:0044237,TRMT61A
GO:0044237,EIF3D
GO:0044237,SMARCAL1
GO:0044237,RETREG3
GO:0044237,JMJD1C
GO:0044237,NUDT3
GO:0044237,ABRA
GO:0044237,PNN
GO:0044237,HERC3
GO:0044237,HERC2
GO:0044237,CDC26
GO:0044237,DPF1
GO:0044237,CIAO2B
GO:0044237,PDK2
GO:0044237,EIF2A
GO:0044237,ABT1
GO:0044237,TKTL1
GO:0044237,PDHX
GO:0044237,EPHA4
GO:0044237,AQR
GO:0044237,ENTPD1
GO:0044237,SMARCC2
GO:0044237,MUSK
GO:0044237,ACSL1
GO:0044237,CMC2
GO:0044237,OXSM
GO:0044237,ENTPD6
GO:0044237,PAQR3
GO:0044237,COG3
GO:0044237,ENTPD7
GO:0044237,ACSL4
GO:0044237,IMP4
GO:0044237,SRRM1
GO:0044237,NEIL2
GO:0044237,SOAT1
GO:0044237,MIP
GO:0044237,PPA1
GO:0044237,PPP1R3E
GO:0044237,CRYZL1
GO:0044237,PPP1R3D
GO:0044237,SIK3
GO:0044237,DNA2
GO:0044237,ZNF830
GO:0044237,EPHA1
GO:0044237,PAXIP1
GO:0044237,TMTC3
GO:0044237,PIK3R4
GO:0044237,PPP1R3A
GO:0044237,TRMT2A
GO:0044237,RTF1
GO:0044237,RPAP1
GO:0044237,UBE2J2
GO:0044237,HTATSF1
GO:0044237,PIK3R6
GO:0044237,APH1A
GO:0044237,DHX33
GO:0044237,PDCD11
GO:0044237,DPH3
GO:0044237,PCBP2
GO:0044237,DHX37
GO:0044237,MLEC
GO:0044237,SYMPK
GO:0044237,DPH7
GO:0044237,RCE1
GO:0044237,SNX7
GO:0044237,RIMKLB
GO:0044237,AAR2
GO:0044237,TRMT1L
GO:0044237,RBM10
GO:0044237,ZRANB3
GO:0044237,NUS1
GO:0044237,TRAP1
GO:0044237,ZRANB1
GO:0044237,YES1
GO:0044237,GADD45A
GO:0044237,ACADSB
GO:0044237,IFFO1
GO:0044237,ICK
GO:0044237,HAL
GO:0044237,CWF19L1
GO:0044237,PPP1R1B
GO:0044237,NDUFAF1
GO:0044237,DHX29
GO:0044237,DCP1B
GO:0044237,INTS14
GO:0044237,ACY1
GO:0044237,FASTKD1
GO:0044237,GFM2
GO:0044237,PTPRN
GO:0044237,TECR
GO:0044237,ZBTB8OS
GO:0044237,NAT10
GO:0044237,AATK
GO:0044237,SRA1
GO:0044237,MAGT1
GO:0044237,LIMD1
GO:0044237,PTPRF
GO:0044237,HERPUD1
GO:0044237,SYNCRIP
GO:0044237,SH3PXD2A
GO:0044237,SPTLC2
GO:0044237,CTSL
GO:0044237,STBD1
GO:0044237,HNF4A
GO:0044237,XPO5
GO:0044237,ARIH2
GO:0044237,CD38
GO:0044237,PHGDH
GO:0044237,NANS
GO:0044237,UTP14A
GO:0044237,PRMT5
GO:0044237,NCOA6
GO:0044237,PROX1
GO:0044237,PARP9
GO:0044237,CBFA2T3
GO:0044237,VAV1
GO:0044237,MLF1
GO:0044237,RAD51B
GO:0044237,RNF144B
GO:0044237,CTU1
GO:0044237,ZADH2
GO:0044237,HNRNPH1
GO:0044237,STRAP
GO:0044237,HNRNPH3
GO:0044237,PABPC1
GO:0044237,ALDOB
GO:0044237,EEF1E1
GO:0044237,SGK2
GO:0044237,DCP2
GO:0044237,RAB7A
GO:0044237,GUCY2D
GO:0044237,MRPS35
GO:0044237,MRPS36
GO:0044237,PRIM1
GO:0044237,HAAO
GO:0044237,HSD17B4
GO:0044237,NOL9
GO:0044237,EGFLAM
GO:0044237,METTL5
GO:0044237,RAD54L
GO:0044237,GPBP1L1
GO:0044237,MGAT2
GO:0044237,MAP4K5
GO:0044237,EXOSC3
GO:0044237,EXOSC1
GO:0044237,TEFM
GO:0044237,GINS1
GO:0044237,SUZ12
GO:0044237,MAP3K3
GO:0044237,PTGES3
GO:0044237,MOK
GO:0044237,RPA2
GO:0044237,UBE2G2
GO:0044237,MLH3
GO:0044237,MIB1
GO:0044237,SPCS3
GO:0044237,STK17B
GO:0044237,KLHL8
GO:0044237,TCEA3
GO:0044237,PNPLA6
GO:0044237,CAMK1
GO:0044237,TARDBP
GO:0044237,MPHOSPH6
GO:0044237,ENGASE
GO:0044237,NDUFA13
GO:0044237,ACAA2
GO:0044237,UBXN2B
GO:0044237,TAMM41
GO:0044237,ICE2
GO:0044237,KDM1B
GO:0044237,OGDHL
GO:0044237,YARS1
GO:0044237,TATDN3
GO:0044237,BMPER
GO:0044237,EME2
GO:0044237,ENPP1
GO:0044237,ENPP4
GO:0044237,SBF1
GO:0044237,GGT1
GO:0044237,PDE8B
GO:0044237,CA14
GO:0044237,CMTR2
GO:0044237,G6PD
GO:0044237,PCID2
GO:0044237,ATG9A
GO:0044237,DNAJB12
GO:0044237,CASK
GO:0044237,DNAJB14
GO:0044237,TTC7A
GO:0044237,DHDDS
GO:0044237,OXA1L
GO:0044237,TIMELESS
GO:0044237,RPP21
GO:0044237,SCG5
GO:0044237,CARS2
GO:0044237,ISCU
GO:0044237,GCM2
GO:0044237,TSG101
GO:0044237,PKDCC
GO:0044237,H6PD
GO:0044237,DDX1
GO:0044237,UTP23
GO:0044237,PSEN2
GO:0044237,SLC1A2
GO:0044237,ADIPOR2
GO:0044237,DHRS7B
GO:0044237,GRK6
GO:0044237,UAP1L1
GO:0044237,LPXN
GO:0044237,USP50
GO:0044237,DMAP1
GO:0044237,NDUFV2
GO:0044237,YARS
GO:0044237,SMAD4
GO:0044237,SLC52A2
GO:0044237,ALYREF
GO:0044237,CPSF2
GO:0044237,AZIN2
GO:0044237,CNOT10
GO:0044237,TDRD6
GO:0044237,TDRD5
GO:0044237,EIF2S2
GO:0044237,EIF2S1
GO:0044237,TDRD3
GO:0044237,DNAJC18
GO:0044237,QDPR
GO:0044237,TBCK
GO:0044237,COQ2
GO:0044237,JMY
GO:0044237,CHMP2A
GO:0044237,UBE2N
GO:0044237,CRYL1
GO:0044237,MAP6D1
GO:0044237,GRSF1
GO:0044237,FGFR4
GO:0044237,SERGEF
GO:0044237,GCLM
GO:0044237,UBE2K
GO:0044237,BMPR1A
GO:0044237,ABCD4
GO:0044237,SWSAP1
GO:0044237,DYRK4
GO:0044237,DDX47
GO:0044237,SLC2A1
GO:0044237,DBH
GO:0044237,TENT4A
GO:0044237,HEBP1
GO:0044237,SDR16C5
GO:0044237,ABHD16A
GO:0044237,ZC3H7B
GO:0044237,DBT
GO:0044237,MLST8
GO:0044237,POLL
GO:0044237,USP30
GO:0044237,PSTK
GO:0044237,RBM6
GO:0044237,ABCC2
GO:0044237,USP44
GO:0044237,DCXR
GO:0044237,DCAKD
GO:0044237,PLA2G4C
GO:0044237,DDX56
GO:0044237,TWNK
GO:0044237,AXIN2
GO:0044237,GPCPD1
GO:0044237,GCNA
GO:0044237,LATS1
GO:0044237,HPDL
GO:0044237,ALS2
GO:0044237,NDUFS7
GO:0044237,THRAP3
GO:0044237,IRF1
GO:0044237,EHHADH
GO:0044237,ALDH1A1
GO:0044237,RFT1
GO:0044237,IRF8
GO:0044237,HAGH
GO:0044237,MAN1B1
GO:0044237,B4GALT4
GO:0044237,CILK1
GO:0044237,CAMK1G
GO:0044237,PRTFDC1
GO:0044237,BLVRA
GO:0044237,ATG4D
GO:0044237,RBM47
GO:0044237,DDX24
GO:0044237,HPGD
GO:0044237,ABRAXAS1
GO:0044237,ETFDH
GO:0044237,MTIF2
GO:0044237,CBL
GO:0044237,RNF5
GO:0044237,USP19
GO:0044237,HSPD1
GO:0044237,DNPEP
GO:0044237,RMND5A
GO:0044237,TBX21
GO:0044237,RPP14
GO:0044237,TCFL5
GO:0044237,ARFGEF2
GO:0044237,TAF15
GO:0044237,PTCD2
GO:0044237,NOS2
GO:0044237,TAF13
GO:0044237,EYA2
GO:0044237,PPP2R3B
GO:0044237,SSRP1
GO:0044237,UFM1
GO:0044237,TEN1
GO:0044237,ERCC3
GO:0044237,FCSK
GO:0044237,BAX
GO:0044237,ATP13A2
GO:0044237,TAF5
GO:0044237,PDE7A
GO:0044237,ASB2
GO:0044237,RBMX
GO:0044237,RAN
GO:0044238,PI4K2B
GO:0044238,POP5
GO:0044238,SERPINE2
GO:0044238,POP1
GO:0044238,POP4
GO:0044238,ABAT
GO:0044238,ALKBH7
GO:0044238,BACH1
GO:0044238,RPL7
GO:0044238,NUB1
GO:0044238,ALKBH4
GO:0044238,HENMT1
GO:0044238,GPBP1
GO:0044238,MLYCD
GO:0044238,STARD3
GO:0044238,ACOT8
GO:0044238,MBNL1
GO:0044238,TYW5
GO:0044238,DAPK1
GO:0044238,PIH1D1
GO:0044238,WDR74
GO:0044238,REV1
GO:0044238,RC3H1
GO:0044238,DNTTIP2
GO:0044238,GTPBP3
GO:0044238,MTAP
GO:0044238,RBP5
GO:0044238,WDR82
GO:0044238,TBPL1
GO:0044238,PLBD1
GO:0044238,ASPHD2
GO:0044238,NAA60
GO:0044238,BAZ2A
GO:0044238,PRDM13
GO:0044238,MTMR4
GO:0044238,PRKCZ
GO:0044238,GLG1
GO:0044238,GIGYF2
GO:0044238,MRPL11
GO:0044238,HPX
GO:0044238,UGT8
GO:0044238,LDHA
GO:0044238,RDH10
GO:0044238,VPS11
GO:0044238,AMZ2
GO:0044238,HAO1
GO:0044238,LTA4H
GO:0044238,ATG7
GO:0044238,NAA50
GO:0044238,CDK18
GO:0044238,WNT10B
GO:0044238,PLK3
GO:0044238,DMPK
GO:0044238,PMM1
GO:0044238,FN1
GO:0044238,UPF3B
GO:0044238,NR1D1
GO:0044238,LARP4
GO:0044238,NFATC4
GO:0044238,CPEB1
GO:0044238,EIF5
GO:0044238,TADA2A
GO:0044238,EIF6
GO:0044238,TOLLIP
GO:0044238,RAD17
GO:0044238,MMS19
GO:0044238,REN
GO:0044238,PLCH1
GO:0044238,CPEB4
GO:0044238,PIGN
GO:0044238,SETD7
GO:0044238,OSBPL10
GO:0044238,PHF8
GO:0044238,PQBP1
GO:0044238,MRPL42
GO:0044238,CHAF1A
GO:0044238,MMP28
GO:0044238,ELOA
GO:0044238,RRP12
GO:0044238,RRP15
GO:0044238,UPF1
GO:0044238,HELLS
GO:0044238,ARG2
GO:0044238,TPI1
GO:0044238,ELOVL4
GO:0044238,SIRT4
GO:0044238,FAM126B
GO:0044238,BAZ1B
GO:0044238,FAM126A
GO:0044238,RNF168
GO:0044238,BACE2
GO:0044238,PSMA3
GO:0044238,MRPL51
GO:0044238,MTF1
GO:0044238,MED20
GO:0044238,PICK1
GO:0044238,PGAM5
GO:0044238,PIGL
GO:0044238,PLIN1
GO:0044238,PPARA
GO:0044238,TKT
GO:0044238,PIGF
GO:0044238,ASAH1
GO:0044238,ELOF1
GO:0044238,RPL12
GO:0044238,METTL21A
GO:0044238,TMEM165
GO:0044238,METTL21C
GO:0044238,PSMB3
GO:0044238,NRAP
GO:0044238,CARNS1
GO:0044238,PSMB1
GO:0044238,EXTL3
GO:0044238,PMS1
GO:0044238,TRMT10C
GO:0044238,UTP4
GO:0044238,MDH1
GO:0044238,USP9X
GO:0044238,F12
GO:0044238,WDR18
GO:0044238,ELP1
GO:0044238,APEX2
GO:0044238,GATB
GO:0044238,RRP1B
GO:0044238,GTF2H3
GO:0044238,HINFP
GO:0044238,GATAD2A
GO:0044238,SPSB3
GO:0044238,FIG4
GO:0044238,TTLL6
GO:0044238,PHF5A
GO:0044238,PSMC6
GO:0044238,SNX17
GO:0044238,LPCAT3
GO:0044238,JKAMP
GO:0044238,PLP1
GO:0044238,EEF1AKMT2
GO:0044238,EEF1AKMT1
GO:0044238,N6AMT1
GO:0044238,CCNT2
GO:0044238,TUSC3
GO:0044238,GMNN
GO:0044238,YEATS4
GO:0044238,TNF
GO:0044238,EDC3
GO:0044238,EFEMP1
GO:0044238,NEK1
GO:0044238,CIR1
GO:0044238,KMT5B
GO:0044238,NUDT16
GO:0044238,NUDT14
GO:0044238,MYLIP
GO:0044238,USP7
GO:0044238,MAP2K1
GO:0044238,CDKL5
GO:0044238,RPS8
GO:0044238,SWAP70
GO:0044238,AIP
GO:0044238,VASH2
GO:0044238,DYRK1A
GO:0044238,MUL1
GO:0044238,DGKZ
GO:0044238,TPST2
GO:0044238,MORF4L1
GO:0044238,MELK
GO:0044238,MAK
GO:0044238,MAPKAPK5
GO:0044238,CSNK1G2
GO:0044238,SNRPB
GO:0044238,PFKFB1
GO:0044238,CPB2
GO:0044238,MINDY2
GO:0044238,INSIG1
GO:0044238,IREB2
GO:0044238,AK2
GO:0044238,MTM1
GO:0044238,BAG6
GO:0044238,UBR7
GO:0044238,ATG101
GO:0044238,STK36
GO:0044238,ORC3
GO:0044238,G3BP1
GO:0044238,MBIP
GO:0044238,SMYD1
GO:0044238,HACL1
GO:0044238,SMYD3
GO:0044238,NKX6-1
GO:0044238,SOCS7
GO:0044238,OSBPL9
GO:0044238,NEK9
GO:0044238,DR1
GO:0044238,FANCL
GO:0044238,GLMN
GO:0044238,STYX
GO:0044238,FANCA
GO:0044238,DHCR24
GO:0044238,FANCE
GO:0044238,MARCH4
GO:0044238,HOPX
GO:0044238,CHERP
GO:0044238,COPS3
GO:0044238,LSM7
GO:0044238,SCCPDH
GO:0044238,G6PC3
GO:0044238,SON
GO:0044238,COPS5
GO:0044238,PUDP
GO:0044238,YEATS2
GO:0044238,P4HA2
GO:0044238,TBXAS1
GO:0044238,TADA3
GO:0044238,CPE
GO:0044238,ACO2
GO:0044238,HPSE
GO:0044238,COPS8
GO:0044238,LZTR1
GO:0044238,ZNF410
GO:0044238,SERINC5
GO:0044238,DIDO1
GO:0044238,ST6GALNAC1
GO:0044238,ALAS1
GO:0044238,BMPR2
GO:0044238,MCM8
GO:0044238,CCDC47
GO:0044238,UFSP2
GO:0044238,FTCD
GO:0044238,DUSP14
GO:0044238,PPP6C
GO:0044238,DUSP12
GO:0044238,NADK2
GO:0044238,METTL14
GO:0044238,PPP6R3
GO:0044238,TLK1
GO:0044238,AMH
GO:0044238,GAL3ST3
GO:0044238,ADAMTS6
GO:0044238,DSP
GO:0044238,TRIM63
GO:0044238,HMGCS1
GO:0044238,APAF1
GO:0044238,ELAC2
GO:0044238,ELAC1
GO:0044238,DNMT3A
GO:0044238,AMT
GO:0044238,ASMTL
GO:0044238,VPS37A
GO:0044238,RAD23B
GO:0044238,COASY
GO:0044238,PATL2
GO:0044238,SLC25A16
GO:0044238,NPEPL1
GO:0044238,TRAF3
GO:0044238,MCM3
GO:0044238,POLR1E
GO:0044238,BCAT1
GO:0044238,SLC25A12
GO:0044238,AGXT
GO:0044238,CERS1
GO:0044238,BIRC2
GO:0044238,HDAC4
GO:0044238,GTF3C3
GO:0044238,RNF34
GO:0044238,PRKAA2
GO:0044238,UHRF1
GO:0044238,RPE
GO:0044238,SRF
GO:0044238,TULP4
GO:0044238,RPL36A
GO:0044238,NDUFB1
GO:0044238,FURIN
GO:0044238,PRCP
GO:0044238,PPM1K
GO:0044238,PPM1D
GO:0044238,MRM1
GO:0044238,PPM1F
GO:0044238,E2F2
GO:0044238,RFFL
GO:0044238,DCAF12
GO:0044238,FKTN
GO:0044238,PTPN1
GO:0044238,NTRK2
GO:0044238,NOP58
GO:0044238,METAP1D
GO:0044238,SSB
GO:0044238,FKRP
GO:0044238,ASCC1
GO:0044238,MCM3AP
GO:0044238,SNRNP40
GO:0044238,UROC1
GO:0044238,CTH
GO:0044238,POLR3F
GO:0044238,DRG1
GO:0044238,PTPN6
GO:0044238,VIPAS39
GO:0044238,TRMT61A
GO:0044238,EIF3D
GO:0044238,SMARCAL1
GO:0044238,JMJD1C
GO:0044238,NUDT3
GO:0044238,ABRA
GO:0044238,PNN
GO:0044238,HERC3
GO:0044238,HERC2
GO:0044238,OGFOD1
GO:0044238,CDC26
GO:0044238,DPF1
GO:0044238,DAG1
GO:0044238,FBXO3
GO:0044238,CIAO2B
GO:0044238,PDK2
GO:0044238,EIF2A
GO:0044238,ABT1
GO:0044238,TKTL1
GO:0044238,PDHX
GO:0044238,EPHA4
GO:0044238,AQR
GO:0044238,ENTPD1
GO:0044238,SMARCC2
GO:0044238,MUSK
GO:0044238,ACSL1
GO:0044238,CMC2
GO:0044238,OXSM
GO:0044238,ENTPD6
GO:0044238,PAQR3
GO:0044238,COG3
GO:0044238,ENTPD7
GO:0044238,ACSL4
GO:0044238,IMP4
GO:0044238,SRRM1
GO:0044238,NEIL2
GO:0044238,SOAT1
GO:0044238,MIP
GO:0044238,PPP1R3E
GO:0044238,PPP1R3D
GO:0044238,SIK3
GO:0044238,DNA2
GO:0044238,ZNF830
GO:0044238,EPHA1
GO:0044238,NECAB3
GO:0044238,PAXIP1
GO:0044238,DCUN1D5
GO:0044238,DCUN1D4
GO:0044238,TMTC3
GO:0044238,PIK3R4
GO:0044238,PPP1R3A
GO:0044238,TRMT2A
GO:0044238,RTF1
GO:0044238,RPAP1
GO:0044238,UBE2J2
GO:0044238,HTATSF1
GO:0044238,PIK3R6
GO:0044238,APH1A
GO:0044238,DHX33
GO:0044238,PDCD11
GO:0044238,DPH3
GO:0044238,PCBP2
GO:0044238,DHX37
GO:0044238,MLEC
GO:0044238,SYMPK
GO:0044238,DPH7
GO:0044238,RCE1
GO:0044238,RIMKLB
GO:0044238,AAR2
GO:0044238,TRMT1L
GO:0044238,RBM10
GO:0044238,ZRANB3
GO:0044238,NUS1
GO:0044238,ZRANB1
GO:0044238,YES1
GO:0044238,GADD45A
GO:0044238,IGF2
GO:0044238,TRERF1
GO:0044238,ACADSB
GO:0044238,IFFO1
GO:0044238,ICK
GO:0044238,PM20D2
GO:0044238,HAL
GO:0044238,CWF19L1
GO:0044238,PPP1R1B
GO:0044238,DHX29
GO:0044238,RCOR3
GO:0044238,RCOR1
GO:0044238,DCP1B
GO:0044238,DET1
GO:0044238,TRAM1
GO:0044238,INTS14
GO:0044238,ACY1
GO:0044238,FASTKD1
GO:0044238,GFM2
GO:0044238,PTPRN
GO:0044238,TECR
GO:0044238,ZBTB8OS
GO:0044238,NAT10
GO:0044238,AATK
GO:0044238,SRA1
GO:0044238,MAGT1
GO:0044238,VLDLR
GO:0044238,PTPRF
GO:0044238,HERPUD1
GO:0044238,SYNCRIP
GO:0044238,SPTLC2
GO:0044238,CTSL
GO:0044238,STBD1
GO:0044238,HNF4A
GO:0044238,XPO5
GO:0044238,ARIH2
GO:0044238,CD38
GO:0044238,PHGDH
GO:0044238,NANS
GO:0044238,UTP14A
GO:0044238,PRMT5
GO:0044238,GP1BB
GO:0044238,NCOA6
GO:0044238,NCOA3
GO:0044238,PROX1
GO:0044238,PARP9
GO:0044238,CBFA2T3
GO:0044238,MLF1
GO:0044238,RAD51B
GO:0044238,RNF144B
GO:0044238,CTU1
GO:0044238,ZADH2
GO:0044238,HNRNPH1
GO:0044238,CNEP1R1
GO:0044238,STRAP
GO:0044238,HNRNPH3
GO:0044238,PABPC1
GO:0044238,ALDOB
GO:0044238,EEF1E1
GO:0044238,PDZRN3
GO:0044238,SGK2
GO:0044238,DCP2
GO:0044238,RAB7A
GO:0044238,NAPA
GO:0044238,GUCY2D
GO:0044238,MRPS35
GO:0044238,MRPS36
GO:0044238,PRIM1
GO:0044238,HAAO
GO:0044238,HSD17B4
GO:0044238,XIAP
GO:0044238,NOL9
GO:0044238,EGFLAM
GO:0044238,METTL5
GO:0044238,RAD54L
GO:0044238,GPBP1L1
GO:0044238,MGAT2
GO:0044238,MAP4K5
GO:0044238,MARCHF4
GO:0044238,EXOSC3
GO:0044238,EXOSC1
GO:0044238,TEFM
GO:0044238,GINS1
GO:0044238,SUZ12
GO:0044238,MAP3K3
GO:0044238,PTGES3
GO:0044238,MOK
GO:0044238,RPA2
GO:0044238,UBE2G2
GO:0044238,DOHH
GO:0044238,MLH3
GO:0044238,MIB1
GO:0044238,SPCS3
GO:0044238,STK17B
GO:0044238,KLHL8
GO:0044238,TCEA3
GO:0044238,PNPLA6
GO:0044238,CAMK1
GO:0044238,TARDBP
GO:0044238,MPHOSPH6
GO:0044238,ENGASE
