Orthogroup,Gene,Branch-Site (null/alt),LRT (BS),P-value (BS),Adj. P-value (BS),Site (null/alt),LRT (S),P-value (S),Adj. P-value (S),Signal
OG0007334,MPZ,bsA1/bsA,117.355,0,0,M1/M2,0,1,1,PS_fg
OG0013348,PPP2R3B,bsA1/bsA,23.397,0,0,M1/M2,1.907,0.385,1,PS_fg
OG0008348,TUB,bsA1/bsA,3.762,0.052,0.11,M1/M2,24.708,0,0,PS_bg
OG0014269,PGAM2,bsA1/bsA,13.205,0,0.001,M1/M2,15.067,0.001,0.004,PS_fg_bg
OG0014231,GLB1,bsA1/bsA,5.18,0.023,0.051,M1/M2,0,1,1,no_PS
OG0011908,PCOLCE2,bsA1/bsA,2.013,0.156,0.297,M1/M2,2.871,0.238,0.724,no_PS
OG0013219,PPP6R3,bsA1/bsA,33.633,0,0,M1/M2,0.752,0.687,1,PS_fg
OG0007114,NCOA3,bsA1/bsA,13.686,0,0.001,M1/M2,0,1,1,PS_fg
OG0008733,INO80C,bsA1/bsA,0.178,0.673,1,M1/M2,0,1,1,no_PS
OG0010060,RNF185,bsA1/bsA,5.854,0.016,0.035,M1/M2,0.07,0.966,1,no_PS
OG0010676,,bsA1/bsA,0,1,1,M1/M2,5.887,0.053,0.219,no_PS
OG0007798,KHK,bsA1/bsA,25.012,0,0,M1/M2,144.122,0,0,PS_fg_bg
OG0007175,CENPJ,bsA1/bsA,15.88,0,0,M1/M2,0,1,1,PS_fg
OG0005696,,bsA1/bsA,3.502,0.061,0.127,M1/M2,2.744,0.254,0.76,no_PS
OG0007841,DNAJC30,bsA1/bsA,10.757,0.001,0.003,M1/M2,0.594,0.743,1,PS_fg
OG0012505,HHIP,bsA1/bsA,48,0,0,M1/M2,0.221,0.895,1,PS_fg
OG0014110,DGKD,bsA1/bsA,4.394,0.036,0.078,M1/M2,3.894,0.143,0.487,no_PS
OG0007294,TTF2,bsA1/bsA,0,0.986,1,M1/M2,1.823,0.402,1,no_PS
OG0013724,FAM81B,bsA1/bsA,,,,M1/M2,9.983,0.007,0.039,poor_fit
OG0011896,MAP2K7,bsA1/bsA,24.809,0,0,M1/M2,0.011,0.994,1,PS_fg
OG0008857,,bsA1/bsA,0,0.982,1,M1/M2,0.044,0.978,1,no_PS
OG0014053,PIK3R1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0013128,FA2H,bsA1/bsA,0,1,1,M1/M2,11.09,0.004,0.024,no_PS
OG0007847,RNF43,bsA1/bsA,181.796,0,0,M1/M2,11.602,0.003,0.019,PS_fg
OG0006242,SHOC2,bsA1/bsA,1.73,0.188,0.353,M1/M2,5.966,0.051,0.211,no_PS
OG0009155,GAPDH,bsA1/bsA,0,1,1,M1/M2,38.714,0,0,PS_bg
OG0006139,,bsA1/bsA,0.759,0.383,0.671,M1/M2,0,1,1,no_PS
OG0007826,SLC13A5,bsA1/bsA,1.364,0.243,0.443,M1/M2,1.895,0.388,1,no_PS
OG0006905,DAP,bsA1/bsA,0,1,1,M1/M2,0.742,0.69,1,no_PS
OG0006090,ATPAF2,bsA1/bsA,2.172,0.141,0.271,M1/M2,1.124,0.57,1,no_PS
OG0008743,ASB9,bsA1/bsA,31.82,0,0,M1/M2,0,1,1,PS_fg
OG0007890,OPA1,bsA1/bsA,607.606,0,0,M1/M2,0.413,0.813,1,PS_fg
OG0013846,VPS9D1,bsA1/bsA,3.103,0.078,0.159,M1/M2,0,1,1,no_PS
OG0008781,,bsA1/bsA,0.895,0.344,0.608,M1/M2,9.353,0.009,0.05,no_PS
OG0011527,MAB21L4 CUNH2ORF54,bsA1/bsA,3.528,0.06,0.125,M1/M2,6.416,0.04,0.177,no_PS
OG0006051,EXOC1,bsA1/bsA,0,0.997,1,M1/M2,0,1,1,no_PS
OG0011367,FAM199X,bsA1/bsA,163.512,0,0,M1/M2,0,1,1,PS_fg
OG0008880,UBE4B,bsA1/bsA,1.365,0.243,0.443,M1/M2,0,1,1,no_PS
OG0008605,SYNE2,bsA1/bsA,63.516,0,0,M1/M2,21.115,0,0,PS_fg_bg
OG0005477,PKIB,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006737,CNKSR1,bsA1/bsA,19.147,0,0,M1/M2,0,1,1,PS_fg
OG0012810,PRIM2,bsA1/bsA,1.384,0.239,0.438,M1/M2,12.701,0.002,0.012,no_PS
OG0013300,,bsA1/bsA,0.681,0.409,0.712,M1/M2,1.022,0.6,1,no_PS
OG0013667,USH1G,bsA1/bsA,0,1,1,M1/M2,2.072,0.355,0.97,no_PS
OG0009439,ACSS3,bsA1/bsA,0.039,0.843,1,M1/M2,4.21,0.122,0.431,no_PS
OG0013405,RGMB,bsA1/bsA,5.726,0.017,0.038,M1/M2,1.355,0.508,1,no_PS
OG0010976,DCXR,bsA1/bsA,63.747,0,0,M1/M2,0.39,0.823,1,PS_fg
OG0005747,,bsA1/bsA,13.638,0,0.001,M1/M2,5.257,0.072,0.285,PS_fg
OG0005355,SEH1L,bsA1/bsA,0,0.999,1,M1/M2,0.006,0.997,1,no_PS
OG0013853,HAS3,bsA1/bsA,0,1,1,M1/M2,,,,poor_fit
OG0010136,P2RY13,bsA1/bsA,3.831,0.05,0.106,M1/M2,0.167,0.92,1,no_PS
OG0011610,RETREG2,bsA1/bsA,138.887,0,0,M1/M2,0,1,1,PS_fg
OG0007747,TSPAN5,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006194,RNF145,bsA1/bsA,14.208,0,0,M1/M2,0.004,0.998,1,PS_fg
OG0011536,XPNPEP1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0009970,PCBD1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005533,GLS,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0008029,CLCN4,bsA1/bsA,468.734,0,0,M1/M2,0,1,1,PS_fg
OG0011949,ZDHHC5,bsA1/bsA,2.233,0.135,0.261,M1/M2,0,1,1,no_PS
OG0005453,FUCA2,bsA1/bsA,1.199,0.273,0.493,M1/M2,7.425,0.024,0.116,no_PS
OG0012960,PCBD2,bsA1/bsA,0.082,0.774,1,M1/M2,16.488,0,0.002,PS_bg
OG0005499,TMCC3,bsA1/bsA,0,1,1,M1/M2,61.628,0,0,PS_bg
OG0012460,ADIPOQ,bsA1/bsA,0,1,1,M1/M2,14.714,0.001,0.005,PS_bg
OG0010453,GMNN,bsA1/bsA,16.654,0,0,M1/M2,0,1,1,PS_fg
OG0007128,KCNK15,bsA1/bsA,0.001,0.98,1,M1/M2,0,1,1,no_PS
OG0010961,ABCC3,bsA1/bsA,42.454,0,0,M1/M2,32.779,0,0,PS_fg_bg
OG0006238,CUNH3ORF18 C2H3ORF18,bsA1/bsA,20.132,0,0,M1/M2,0.235,0.889,1,PS_fg
OG0008722,TBCE,bsA1/bsA,2.495,0.114,0.224,M1/M2,2.76,0.252,0.756,no_PS
OG0011592,SNX16,bsA1/bsA,0.199,0.655,1,M1/M2,0.111,0.946,1,no_PS
OG0012255,ZIC2,bsA1/bsA,0,1,1,M1/M2,1.44,0.487,1,no_PS
OG0011440,RPS6KA2,bsA1/bsA,19.41,0,0,M1/M2,6.341,0.042,0.182,PS_fg
OG0012831,TES,bsA1/bsA,0,1,1,M1/M2,1.344,0.511,1,no_PS
OG0005544,CHID1,bsA1/bsA,7.831,0.005,0.012,M1/M2,0.155,0.925,1,no_PS
OG0006113,TXNDC11,bsA1/bsA,117.684,0,0,M1/M2,6.752,0.034,0.155,PS_fg
OG0014044,ADAMTS6,bsA1/bsA,184.453,0,0,M1/M2,0,1,1,PS_fg
OG0011481,TFAP2B,bsA1/bsA,56.369,0,0,M1/M2,76.65,0,0,PS_fg_bg
OG0008863,FBLIM1,bsA1/bsA,0,1,1,M1/M2,0.439,0.803,1,no_PS
OG0010657,DEPDC7,bsA1/bsA,8.94,0.003,0.007,M1/M2,0.454,0.797,1,PS_fg
OG0006729,SAT1,bsA1/bsA,,,,M1/M2,0.06,0.97,1,poor_fit
OG0009406,ANKRD50,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0013255,,bsA1/bsA,86.179,0,0,M1/M2,29.848,0,0,PS_fg_bg
OG0008661,PAPSS2,bsA1/bsA,27.021,0,0,M1/M2,0.974,0.615,1,PS_fg
OG0012260,DTNBP1,bsA1/bsA,241.434,0,0,M1/M2,2.596,0.273,0.802,PS_fg
OG0005973,,bsA1/bsA,95.643,0,0,M1/M2,0,1,1,PS_fg
OG0006689,ANKEF1,bsA1/bsA,0,1,1,M1/M2,9.288,0.01,0.052,no_PS
OG0006837,MILR1,bsA1/bsA,15.56,0,0,M1/M2,47.257,0,0,PS_fg_bg
OG0014305,MIS18BP1,bsA1/bsA,541.693,0,0,M1/M2,31.252,0,0,PS_fg_bg
OG0011741,SLC25A53,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005315,WDR25,bsA1/bsA,69.327,0,0,M1/M2,11.407,0.003,0.021,PS_fg
OG0011624,,bsA1/bsA,53.221,0,0,M1/M2,48.05,0,0,PS_fg_bg
OG0005512,NEDD1,bsA1/bsA,0,1,1,M1/M2,3.089,0.213,0.667,no_PS
OG0010352,AK6,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011768,AEN,bsA1/bsA,0,1,1,M1/M2,22.814,0,0,PS_bg
OG0014138,HCRTR2,bsA1/bsA,96.741,0,0,M1/M2,0,1,1,PS_fg
OG0006188,THOC7,bsA1/bsA,0,1,1,M1/M2,2.525,0.283,0.824,no_PS
OG0009218,MYOG,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007565,SHB,bsA1/bsA,536.38,0,0,M1/M2,0.036,0.982,1,PS_fg
OG0008374,POU3F2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010083,CUNH1ORF146 C5H1ORF146,bsA1/bsA,11.651,0.001,0.002,M1/M2,8.173,0.017,0.084,PS_fg
OG0007272,ACAA2,bsA1/bsA,36.386,0,0,M1/M2,0.072,0.965,1,PS_fg
OG0007527,RIOK2,bsA1/bsA,7.292,0.007,0.016,M1/M2,0.934,0.627,1,no_PS
OG0009212,KLHL12,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010217,ERN2,bsA1/bsA,1.378,0.24,0.44,M1/M2,26.556,0,0,PS_bg
OG0007721,CUNH6ORF120 C4H6ORF120,bsA1/bsA,0,1,1,M1/M2,2.749,0.253,0.759,no_PS
OG0011860,FIZ1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008325,ACBD3,bsA1/bsA,0.021,0.885,1,M1/M2,0.599,0.741,1,no_PS
OG0007308,RPL24,bsA1/bsA,0,1,1,M1/M2,0.029,0.985,1,no_PS
OG0007394,CHST9,bsA1/bsA,0,1,1,M1/M2,7.389,0.025,0.117,no_PS
OG0008854,MED25,bsA1/bsA,0,0.998,1,M1/M2,3.713,0.156,0.523,no_PS
OG0009341,PLA1A,bsA1/bsA,101.521,0,0,M1/M2,8.86,0.012,0.063,PS_fg
OG0010740,HNMT,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009916,PEX26,bsA1/bsA,200.373,0,0,M1/M2,7.378,0.025,0.118,PS_fg
OG0008247,HAAO,bsA1/bsA,50.5,0,0,M1/M2,0,1,1,PS_fg
OG0013150,CBFB,bsA1/bsA,0,1,1,M1/M2,14.575,0.001,0.005,PS_bg
OG0008795,EDRF1,bsA1/bsA,0,0.994,1,M1/M2,0,1,1,no_PS
OG0009890,ARRDC1,bsA1/bsA,2.511,0.113,0.222,M1/M2,0,1,1,no_PS
OG0010307,ASTE1,bsA1/bsA,0,1,1,M1/M2,14.092,0.001,0.006,PS_bg
OG0007729,ERCC8,bsA1/bsA,43.664,0,0,M1/M2,0.009,0.996,1,PS_fg
OG0012673,CCBE1,bsA1/bsA,10.365,0.001,0.003,M1/M2,0.053,0.974,1,PS_fg
OG0013270,EIF2B3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011385,BORCS7,bsA1/bsA,45.601,0,0,M1/M2,1.692,0.429,1,PS_fg
OG0006630,L3MBTL3,bsA1/bsA,0.009,0.926,1,M1/M2,53.514,0,0,PS_bg
OG0011651,RPS6KA5,bsA1/bsA,28.618,0,0,M1/M2,1.348,0.51,1,PS_fg
OG0011081,,bsA1/bsA,21.705,0,0,M1/M2,64.83,0,0,PS_fg_bg
OG0009912,ADA2,bsA1/bsA,762.997,0,0,M1/M2,53.675,0,0,PS_fg_bg
OG0010432,COG1,bsA1/bsA,28.816,0,0,M1/M2,0,1,1,PS_fg
OG0009788,HOXB13,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009867,PMCH,bsA1/bsA,1.955,0.162,0.307,M1/M2,0.299,0.861,1,no_PS
OG0013482,CCDC134,bsA1/bsA,58.448,0,0,M1/M2,0,1,1,PS_fg
OG0006762,ADRB3,bsA1/bsA,0,0.997,1,M1/M2,0,1,1,no_PS
OG0007991,SLC17A8,bsA1/bsA,0,0.999,1,M1/M2,0.771,0.68,1,no_PS
OG0009049,MDP1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013530,SRSF12,bsA1/bsA,61.524,0,0,M1/M2,46.551,0,0,PS_fg_bg
OG0007130,PABPC1L,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0005766,GM2A,bsA1/bsA,4.079,0.043,0.093,M1/M2,1.102,0.576,1,no_PS
OG0009056,PCK2,bsA1/bsA,,,,M1/M2,,,,poor_fit
OG0011508,FSIP1,bsA1/bsA,0,1,1,M1/M2,7.946,0.019,0.093,no_PS
OG0010279,SLMAP,bsA1/bsA,477.165,0,0,M1/M2,58.905,0,0,PS_fg_bg
OG0012844,NUAK2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007046,,bsA1/bsA,78.227,0,0,M1/M2,1.133,0.568,1,PS_fg
OG0009590,IFT74,bsA1/bsA,0,0.999,1,M1/M2,0.405,0.817,1,no_PS
OG0007695,LSM11,bsA1/bsA,0.096,0.756,1,M1/M2,3.859,0.145,0.494,no_PS
OG0008594,PNP,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013406,CHD1,bsA1/bsA,,,,M1/M2,32.039,0,0,poor_fit
OG0008298,CHRM5,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006785,IP6K2,bsA1/bsA,165.581,0,0,M1/M2,0,1,1,PS_fg
OG0007106,PTGIS,bsA1/bsA,0.312,0.577,0.982,M1/M2,0.324,0.85,1,no_PS
OG0007909,CPA6,bsA1/bsA,0.044,0.835,1,M1/M2,0,1,1,no_PS
OG0006748,SELENON,bsA1/bsA,11.31,0.001,0.002,M1/M2,0,1,1,PS_fg
OG0011666,CSNK1G2,bsA1/bsA,70.759,0,0,M1/M2,0.046,0.977,1,PS_fg
OG0007059,,bsA1/bsA,2.914,0.088,0.177,M1/M2,0,1,1,no_PS
OG0006805,TCIM,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009523,ID4,bsA1/bsA,,,,M1/M2,0.177,0.915,1,poor_fit
OG0010615,RASGRF1,bsA1/bsA,1.183,0.277,0.498,M1/M2,0,1,1,no_PS
OG0012464,GTPBP10,bsA1/bsA,0,1,1,M1/M2,6.418,0.04,0.177,no_PS
OG0010670,TSPAN14,bsA1/bsA,0,1,1,M1/M2,1.501,0.472,1,no_PS
OG0008703,GAS7,bsA1/bsA,209.168,0,0,M1/M2,0.165,0.921,1,PS_fg
OG0005551,CEND1,bsA1/bsA,2.474,0.116,0.227,M1/M2,0,1,1,no_PS
OG0006230,HACD4,bsA1/bsA,0,1,1,M1/M2,2.112,0.348,0.955,no_PS
OG0012446,RWDD4,bsA1/bsA,0,1,1,M1/M2,10.323,0.006,0.033,no_PS
OG0009229,KIF13B,bsA1/bsA,,,,M1/M2,27.507,0,0,poor_fit
OG0010925,AKAP1,bsA1/bsA,5.802,0.016,0.036,M1/M2,3.413,0.182,0.584,no_PS
OG0005780,REX1BD,bsA1/bsA,5.928,0.015,0.034,M1/M2,0,1,1,no_PS
OG0010437,,bsA1/bsA,,,,M1/M2,0.843,0.656,1,poor_fit
OG0012934,LANCL1,bsA1/bsA,322.031,0,0,M1/M2,0,1,1,PS_fg
OG0007146,OPRK1,bsA1/bsA,0,1,1,M1/M2,0.535,0.765,1,no_PS
OG0011049,AP1S3,bsA1/bsA,115.686,0,0,M1/M2,55.152,0,0,PS_fg_bg
OG0012157,FGG,bsA1/bsA,26.022,0,0,M1/M2,3.49,0.175,0.567,PS_fg
OG0008307,HLX,bsA1/bsA,3.014,0.083,0.167,M1/M2,0,1,1,no_PS
OG0009719,TDRD9,bsA1/bsA,24.945,0,0,M1/M2,29.18,0,0,PS_fg_bg
OG0008780,CUNH10ORF88 C10H10ORF88,bsA1/bsA,11.301,0.001,0.002,M1/M2,6.292,0.043,0.185,PS_fg
OG0007459,TRAFD1,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0005868,NCEH1,bsA1/bsA,1.356,0.244,0.445,M1/M2,1.718,0.424,1,no_PS
OG0006093,ALKBH5,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012072,ECI1,bsA1/bsA,0,1,1,M1/M2,0.892,0.64,1,no_PS
OG0008480,SHQ1,bsA1/bsA,,,,M1/M2,8.604,0.014,0.07,poor_fit
OG0013195,NUMB,bsA1/bsA,626.03,0,0,M1/M2,0.152,0.927,1,PS_fg
OG0011939,APLNR,bsA1/bsA,0,1,1,M1/M2,2.957,0.228,0.702,no_PS
OG0008396,SPATA5,bsA1/bsA,,,,M1/M2,5.953,0.051,0.213,poor_fit
OG0014200,STK17A,bsA1/bsA,0,0.997,1,M1/M2,31.82,0,0,PS_bg
OG0005993,PDZD4,bsA1/bsA,3.266,0.071,0.145,M1/M2,0.037,0.982,1,no_PS
OG0012476,TSC1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0012208,NTF3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005333,EED,bsA1/bsA,29.911,0,0,M1/M2,16.063,0,0.003,PS_fg_bg
OG0005721,RHBDD2,bsA1/bsA,0.174,0.676,1,M1/M2,8.47,0.014,0.074,no_PS
OG0005752,SLC6A7,bsA1/bsA,10.827,0.001,0.003,M1/M2,2.896,0.235,0.717,PS_fg
OG0008973,HSPA4,bsA1/bsA,1.426,0.232,0.426,M1/M2,0.009,0.996,1,no_PS
OG0013415,PTPRR,bsA1/bsA,0.031,0.861,1,M1/M2,48.655,0,0,PS_bg
OG0013199,,bsA1/bsA,4.411,0.036,0.077,M1/M2,0.161,0.922,1,no_PS
OG0006500,IKBKB,bsA1/bsA,73.254,0,0,M1/M2,,,,poor_fit
OG0013439,MCIDAS,bsA1/bsA,19.84,0,0,M1/M2,14.608,0.001,0.005,PS_fg_bg
OG0009173,CUNH12ORF57 C3H12ORF57,bsA1/bsA,43.623,0,0,M1/M2,0,1,1,PS_fg
OG0005418,PBLD,bsA1/bsA,0,0.999,1,M1/M2,1.468,0.48,1,no_PS
OG0008144,ZYG11B,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0006441,MGA,bsA1/bsA,,,,M1/M2,6.883,0.032,0.146,poor_fit
OG0006692,PLCB4,bsA1/bsA,137.135,0,0,M1/M2,1.278,0.528,1,PS_fg
OG0008807,CMTR2,bsA1/bsA,42.279,0,0,M1/M2,0,1,1,PS_fg
OG0006039,NCKAP1,bsA1/bsA,0,1,1,M1/M2,0.002,0.999,1,no_PS
OG0005903,TMCO6,bsA1/bsA,26.337,0,0,M1/M2,0,1,1,PS_fg
OG0006336,ZSWIM8,bsA1/bsA,0,0.988,1,M1/M2,0,1,1,no_PS
OG0009042,TRAPPC1,bsA1/bsA,81.099,0,0,M1/M2,0.002,0.999,1,PS_fg
OG0011164,ZBTB39,bsA1/bsA,13.376,0,0.001,M1/M2,1.516,0.469,1,PS_fg
OG0011979,GADD45G,bsA1/bsA,0,1,1,M1/M2,0.99,0.609,1,no_PS
OG0013999,,bsA1/bsA,1.928,0.165,0.312,M1/M2,0,1,1,no_PS
OG0006409,ELF2,bsA1/bsA,11.133,0.001,0.002,M1/M2,0,1,1,PS_fg
OG0013983,UPP1,bsA1/bsA,0.102,0.75,1,M1/M2,0,1,1,no_PS
OG0005612,DHX37,bsA1/bsA,77.126,0,0,M1/M2,0,1,1,PS_fg
OG0012897,RNF214,bsA1/bsA,0,1,1,M1/M2,30.82,0,0,PS_bg
OG0009717,MAF,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011171,THAP5,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007014,KCMF1,bsA1/bsA,42.071,0,0,M1/M2,15.418,0,0.003,PS_fg_bg
OG0009454,CLDN18,bsA1/bsA,0,1,1,M1/M2,0.208,0.901,1,no_PS
OG0010652,RCN1,bsA1/bsA,0,1,1,M1/M2,3.272,0.195,0.619,no_PS
OG0006861,PSAT1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006479,MID2,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0011022,FAAP100,bsA1/bsA,,,,M1/M2,6.842,0.033,0.149,poor_fit
OG0012529,ANAPC13,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007083,NR2E1,bsA1/bsA,,,,M1/M2,0.001,1,1,poor_fit
OG0011774,BCL2A1,bsA1/bsA,6.488,0.011,0.025,M1/M2,0,1,1,no_PS
OG0009740,MMRN2,bsA1/bsA,4.098,0.043,0.092,M1/M2,0,1,1,no_PS
OG0013010,SDCCAG8,bsA1/bsA,562.057,0,0,M1/M2,17.03,0,0.002,PS_fg_bg
OG0006036,DUSP14,bsA1/bsA,78.432,0,0,M1/M2,0,1,1,PS_fg
OG0006576,HAUS3,bsA1/bsA,12.056,0.001,0.001,M1/M2,0,1,1,PS_fg
OG0012804,ALOX5AP,bsA1/bsA,,,,M1/M2,0.098,0.952,1,poor_fit
OG0013041,PTPN21,bsA1/bsA,0,0.998,1,M1/M2,0,1,1,no_PS
OG0009848,DHRS9,bsA1/bsA,3.402,0.065,0.135,M1/M2,5.095,0.078,0.303,no_PS
OG0013985,LRRIQ3,bsA1/bsA,0,1,1,M1/M2,5.628,0.06,0.245,no_PS
OG0013835,CDH15,bsA1/bsA,1.418,0.234,0.428,M1/M2,28.758,0,0,PS_bg
OG0006083,POT1,bsA1/bsA,,,,M1/M2,9.864,0.007,0.041,poor_fit
OG0009304,CD164L2,bsA1/bsA,7,0.008,0.019,M1/M2,13.822,0.001,0.007,PS_bg
OG0010823,FGFR1OP2,bsA1/bsA,7.011,0.008,0.019,M1/M2,0.001,1,1,no_PS
OG0005570,DCDC2C,bsA1/bsA,132.783,0,0,M1/M2,23.441,0,0,PS_fg_bg
OG0009718,ASPG,bsA1/bsA,2.176,0.14,0.27,M1/M2,4.182,0.124,0.435,no_PS
OG0013610,CRACD KIAA1211,bsA1/bsA,144.377,0,0,M1/M2,18.1,0,0.001,PS_fg_bg
OG0013707,DTL,bsA1/bsA,1.543,0.214,0.396,M1/M2,0.739,0.691,1,no_PS
OG0010757,PTPMT1,bsA1/bsA,0,1,1,M1/M2,4.884,0.087,0.328,no_PS
OG0013855,SNTB2,bsA1/bsA,18.568,0,0,M1/M2,0,1,1,PS_fg
OG0012568,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009508,PSIP1,bsA1/bsA,0,0.999,1,M1/M2,1.006,0.605,1,no_PS
OG0009677,SNX19,bsA1/bsA,3.715,0.054,0.113,M1/M2,0,1,1,no_PS
OG0008136,MAGOH,bsA1/bsA,0,1,1,M1/M2,0.002,0.999,1,no_PS
OG0008816,COLQ,bsA1/bsA,106.866,0,0,M1/M2,7.44,0.024,0.115,PS_fg
OG0013606,ANAPC1,bsA1/bsA,0,0.997,1,M1/M2,0.001,1,1,no_PS
OG0012461,GPC5,bsA1/bsA,0,0.999,1,M1/M2,2.133,0.344,0.949,no_PS
OG0009957,WNT16,bsA1/bsA,10.778,0.001,0.003,M1/M2,0.466,0.792,1,PS_fg
OG0011784,TMC3,bsA1/bsA,93.543,0,0,M1/M2,0,1,1,PS_fg
OG0007574,APTX,bsA1/bsA,184.327,0,0,M1/M2,52.029,0,0,PS_fg_bg
OG0014189,RNF5,bsA1/bsA,18.418,0,0,M1/M2,0,1,1,PS_fg
OG0011740,PLP1,bsA1/bsA,42.741,0,0,M1/M2,0,1,1,PS_fg
OG0007818,GPN1,bsA1/bsA,2.075,0.15,0.287,M1/M2,0,1,1,no_PS
OG0010975,RFNG,bsA1/bsA,12.946,0,0.001,M1/M2,0.365,0.833,1,PS_fg
OG0008008,WBP11,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0005998,NUDT16,bsA1/bsA,124.013,0,0,M1/M2,0,1,1,PS_fg
OG0005735,DERL2,bsA1/bsA,14.411,0,0,M1/M2,14.951,0.001,0.004,PS_fg_bg
OG0011587,TRAM1,bsA1/bsA,38.433,0,0,M1/M2,0.771,0.68,1,PS_fg
OG0007345,HRNR,bsA1/bsA,173.038,0,0,M1/M2,24.714,0,0,PS_fg_bg
OG0008214,OTULIN,bsA1/bsA,0,0.999,1,M1/M2,,,,poor_fit
OG0007956,DGKE,bsA1/bsA,4.26,0.039,0.084,M1/M2,3.973,0.137,0.471,no_PS
OG0006708,CA9,bsA1/bsA,8.234,0.004,0.01,M1/M2,4.346,0.114,0.408,no_PS
OG0011390,TRIM8,bsA1/bsA,0,1,1,M1/M2,0.001,1,1,no_PS
OG0007625,ZNF541,bsA1/bsA,11.536,0.001,0.002,M1/M2,0,1,1,PS_fg
OG0011226,LRP12,bsA1/bsA,10.419,0.001,0.003,M1/M2,135.157,0,0,PS_fg_bg
OG0010869,HOXC12,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008464,PKDREJ,bsA1/bsA,138.955,0,0,M1/M2,22.481,0,0,PS_fg_bg
OG0013719,TTYH2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009945,MTFP1,bsA1/bsA,2.519,0.112,0.221,M1/M2,0,1,1,no_PS
OG0014079,HOMER1,bsA1/bsA,0,1,1,M1/M2,3.566,0.168,0.552,no_PS
OG0006669,LRRD1,bsA1/bsA,,,,M1/M2,29.816,0,0,poor_fit
OG0007171,CRYL1,bsA1/bsA,50.185,0,0,M1/M2,0,1,1,PS_fg
OG0014118,AMMECR1L,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008784,ACADSB,bsA1/bsA,503.914,0,0,M1/M2,4.676,0.097,0.358,PS_fg
OG0011942,P2RX3,bsA1/bsA,,,,M1/M2,0.005,0.997,1,poor_fit
OG0008167,ATPAF1,bsA1/bsA,,,,M1/M2,10.348,0.006,0.033,poor_fit
OG0008996,NKX2-5,bsA1/bsA,0.638,0.425,0.737,M1/M2,0,1,1,no_PS
OG0005844,PANX2,bsA1/bsA,11.61,0.001,0.002,M1/M2,0,1,1,PS_fg
OG0007025,ADCYAP1,bsA1/bsA,0,1,1,M1/M2,0.721,0.697,1,no_PS
OG0010634,FES,bsA1/bsA,5.52,0.019,0.042,M1/M2,0,1,1,no_PS
OG0013346,PLCXD1,bsA1/bsA,0,1,1,M1/M2,0.568,0.753,1,no_PS
OG0013236,POU1F1,bsA1/bsA,68.722,0,0,M1/M2,5.324,0.07,0.277,PS_fg
OG0007481,SGSM1,bsA1/bsA,0.862,0.353,0.622,M1/M2,0,1,1,no_PS
OG0011906,DIPK2A CUNH3ORF58,bsA1/bsA,0,0.992,1,M1/M2,0,1,1,no_PS
