Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Site class model,Proportion 0,Omega 0,Proportion 1,Omega 1
OG0014060,ABHD5,M1,0.47055,-2362.239878,15,5.01371,NearlyNeutral,0.81241,0.01658,0.18759,1
OG0005370,RAB9A,M1,0.34869,-1267.747067,15,7.6697,NearlyNeutral,0.96554,0.07482,0.03446,1
OG0006968,DLL4,M1,0.47876,-4410.320475,15,3.32163,NearlyNeutral,0.86775,0.07457,0.13225,1
OG0009027,SLC28A2,M1,1.40483,-6486.848149,15,2.19496,NearlyNeutral,0.6184,0.04297,0.3816,1
OG0010885,CPNE2,M1,1.08583,-4271.11628,15,2.19785,NearlyNeutral,0.78292,0.01745,0.21708,1
OG0011848,SELENOP,M1,1.3065,-2701.388197,15,3.08756,NearlyNeutral,0.39973,0,0.60027,1
OG0009102,,M1,0.4692,-3376.271138,15,4.4644,NearlyNeutral,0.87485,0.08003,0.12515,1
OG0010891,DNAAF1,M1,1.08083,-5533.194375,15,2.92439,NearlyNeutral,0.66438,0.10780000000000001,0.33562,1
OG0005822,ARHGEF3,M1,0.68541,-3959.735157,15,1.88998,NearlyNeutral,0.83955,9e-4,0.16045,1
OG0007697,PLAU,M1,1.24765,-4022.08196,15,2.96719,NearlyNeutral,0.51413,0.00463,0.48587,1
OG0007585,ADAM22,M1,0.61972,-6065.699567,15,1.57922,NearlyNeutral,0.78726,0,0.21274,1
OG0011389,EPC2,M1,0.32316,-4425.085502,15,1.8122,NearlyNeutral,0.86826,0,0.13174,1
OG0005295,KCTD14,M1,1.72648,-2501.205299,15,2.52671,NearlyNeutral,0.72192,0.06406,0.27808,1
OG0006372,MKX,M1,0.58071,-2394.194157,15,2.5439,NearlyNeutral,0.8641,0.08274,0.1359,1
OG0005215,DGKE,M1,0.5683,-3807.939992,15,4.33497,NearlyNeutral,0.75033,0,0.24967,1
OG0006953,HAS2,M1,0.44511,-3194.19963,15,2.87496,NearlyNeutral,0.99999,0.00803,1e-5,1
OG0010571,KCNJ6,M1,0.32068,-2343.896282,15,3.85236,NearlyNeutral,0.90183,0,0.09817,1
OG0014014,TET3,M1,0.70845,-13747.536375,15,3.89693,NearlyNeutral,0.76677,0.06466,0.23323,1
OG0010471,ALKBH5,M1,0.7252,-2732.36225,15,3.48154,NearlyNeutral,0.97533,0.03516,0.02467,1
OG0010675,,M1,0.51678,-3802.810199,15,2.92378,NearlyNeutral,0.92284,0.07243,0.07716,1
OG0013742,SYT13,M1,0.54341,-2911.133143,15,3.30381,NearlyNeutral,0.67576,0.03,0.32424,1
OG0006964,NUSAP1,M1,0.82844,-3768.419761,15,3.69937,NearlyNeutral,0.39327,0.01083,0.60673,1
OG0006639,,M1,0.57076,-5108.922884,15,4.00569,NearlyNeutral,0.80603,0.04492,0.19397,1
OG0005440,PTRH2,M1,1.04028,-1433.995335,15,3.9263,NearlyNeutral,0.94511,0.08183,0.05489,1
OG0010724,ESYT2,M1,0.60983,-5623.554984,15,2.83786,NearlyNeutral,0.81357,0.02259,0.18643,1
OG0012693,,M1,0.85739,-8996.725827,15,3.23965,NearlyNeutral,0.94197,0.0483,0.05803,1
OG0009650,,M1,0.94636,-4098.742556,15,2.64346,NearlyNeutral,0.5149,0.05004,0.4851,1
OG0009040,SENP8,M1,0.79543,-1537.574263,15,3.94501,NearlyNeutral,0.91892,0.06341,0.08108,1
OG0007097,EFNA5,M1,0.67835,-1478.805565,15,1.07379,NearlyNeutral,0.75513,0,0.24487,1
OG0006949,ZHX1,M1,0.98906,-6810.256695,15,2.81642,NearlyNeutral,0.89296,0.0712,0.10704,1
OG0012611,,M1,1.50376,-2526.636785,15,2.00851,NearlyNeutral,0.4029,0,0.5971,1
OG0005281,TMEM123,M1,1.27258,-1699.223526,15,2.56931,NearlyNeutral,0.23169,0,0.76831,1
OG0010371,RNF44,M1,0.33711,-2485.554955,15,3.28662,NearlyNeutral,0.81092,0,0.18908,1
OG0008066,GHRH,M1,0.64331,-1372.889897,15,4.7504,NearlyNeutral,0.5358,0.20272,0.4642,1
OG0013153,TBC1D16,M1,0.51831,-4627.762696,15,2.0883,NearlyNeutral,0.82948,0,0.17052,1
OG0013782,STYXL1,M1,1.34763,-2757.975413,15,1.93274,NearlyNeutral,0.71647,0.03773,0.28353,1
OG0005296,GAB2,M1,1.32764,-5480.129745,15,2.90549,NearlyNeutral,0.9172,0.0448,0.0828,1
OG0007563,MAP3K21,M1,0.52882,-6796.84561,15,3.42155,NearlyNeutral,0.80036,0.06216,0.19964,1
OG0012109,FAM227A,M1,0.81777,-4359.540878,15,3.06956,NearlyNeutral,0.51051,0.00251,0.48949,1
OG0005959,RIOX2,M1,0.57093,-3114.731623,15,5.02897,NearlyNeutral,0.76358,0.06849,0.23642,1
OG0007184,ADAMTSL1,M1,0.70253,-12251.972535,15,3.08219,NearlyNeutral,0.89065,0.05468,0.10935,1
OG0013761,TMEM79,M1,1.70704,-3643.661092,15,3.71971,NearlyNeutral,0.78613,0.11794,0.21387,1
OG0007113,ZBTB25,M1,0.43022,-2717.059496,15,3.90354,NearlyNeutral,0.94669,0.11288,0.05331,1
OG0008832,LRRIQ4,M1,1.11415,-5385.931804,15,2.31505,NearlyNeutral,0.53521,0.0158,0.46479,1
OG0011417,PPP1R13B,M1,0.41623,-6914.784016,15,3.34737,NearlyNeutral,0.88943,0.01863,0.11057,1
OG0010607,CUNH4ORF47 C9H4ORF47,M1,0.62224,-2120.047389,15,2.65036,NearlyNeutral,0.69169,0,0.30831,1
OG0008551,WDR75,M1,0.65194,-5892.589998,15,3.7251,NearlyNeutral,0.80476,0.05085,0.19524,1
OG0006172,CAVIN4,M1,0.65316,-2464.317017,15,3.34741,NearlyNeutral,0.76638,0.07739,0.23362,1
OG0007334,,M1,0.82278,-2354.571031,15,3.07598,NearlyNeutral,0.65861,0.00133,0.34139,1
OG0013348,SCG5,M1,0.34106,-1238.185284,15,3.71992,NearlyNeutral,0.99999,0.08327,1e-5,1
OG0008348,ELP1,M1,0.59177,-9109.105529,15,5.0295,NearlyNeutral,0.82275,0.09089,0.17725,1
OG0011908,CARTPT,M1,0.40663,-684.355711,15,2.5056,NearlyNeutral,0.79303,0,0.20697,1
OG0013219,GOLGA7B,M1,0.36268,-964.656589,15,3.67491,NearlyNeutral,0.95984,0.04318,0.04016,1
OG0007114,AKAP5,M1,0.78455,-3780.985073,15,4.11888,NearlyNeutral,0.42431,0,0.57569,1
OG0010060,CA9,M1,1.65178,-4610.15134,15,2.27459,NearlyNeutral,0.55597,0.04674,0.44403,1
OG0010676,RAD23A,M1,0.29709,-2097.138098,15,3.20833,NearlyNeutral,0.90692,0.03762,0.09308,1
OG0007798,KIF23,M1,0.61118,-6570.820834,15,3.02692,NearlyNeutral,0.90973,0.05631,0.09027,1
OG0007175,ADAMTS10,M1,0.50446,-7127.383389,15,3.73222,NearlyNeutral,0.92594,0.0453,0.07406,1
OG0005696,GDF9,M1,1.41576,-4294.49533,15,2.95712,NearlyNeutral,0.51397,0.06036,0.48603,1
OG0007841,ZDHHC2,M1,0.33697,-2217.333432,15,3.66394,NearlyNeutral,0.94747,0.13169,0.05253,1
OG0012505,SMARCD2,M1,0.44008,-3131.339156,15,3.71167,NearlyNeutral,0.93443,0.05811,0.06557,1
OG0014110,RAB25,M1,2.32361,-2321.41495,15,1.84387,NearlyNeutral,0.74004,0.01129,0.25996,1
OG0007294,ITM2B,M1,0.45457,-1704.513577,15,5.61859,NearlyNeutral,0.91564,0.15459,0.08436,1
OG0013724,ACP2,M1,0.86267,-3597.581216,15,2.75683,NearlyNeutral,0.56346,0.01923,0.43654,1
OG0011896,AMACR,M1,0.93188,-2924.09454,15,4.59085,NearlyNeutral,0.68614,0.02431,0.31386,1
OG0008857,NKX6-1,M1,0.87389,-2417.879338,15,3.17672,NearlyNeutral,0.94997,0.02524,0.05003,1
OG0014053,PIK3R4,M1,0.35427,-7824.26161,15,4.34086,NearlyNeutral,0.97192,0.05926,0.02808,1
OG0013128,NPB,M1,0.69967,-928.975102,15,4.64709,NearlyNeutral,0.80623,0.09713,0.19377,1
OG0007847,FAXC,M1,0.32989,-2307.997468,15,2.67155,NearlyNeutral,0.9418,0.0513,0.0582,1
OG0006242,BMP5,M1,0.51128,-2900.050245,15,3.48409,NearlyNeutral,0.91968,0.04928,0.08032,1
OG0009155,PPP6R3,M1,0.25604,-4840.039095,15,3.83665,NearlyNeutral,0.91998,0.0279,0.08002,1
OG0010680,TMEM38B,M1,0.64074,-2054.516128,15,2.95754,NearlyNeutral,0.61503,0,0.38497,1
OG0006139,TPP2,M1,0.57941,-8468.568904,15,2.75646,NearlyNeutral,0.79519,0.06306,0.20481,1
OG0007826,SEPTIN2 SEPT2,M1,0.24546,-1845.689062,15,4.43982,NearlyNeutral,0.99999,0.02444,1e-5,1
OG0006905,MAGIX,M1,0.90306,-4587.579623,15,2.92912,NearlyNeutral,0.75852,0.02343,0.24148,1
OG0006090,RASGEF1A,M1,0.82075,-3563.945366,15,1.83617,NearlyNeutral,0.94431,0.02259,0.05569,1
OG0008743,KIFAP3,M1,0.43069,-4576.019844,15,2.39398,NearlyNeutral,0.87996,0,0.12004,1
OG0007890,VAMP4,M1,0.75084,-923.606529,15,2.086,NearlyNeutral,0.76408,0.01175,0.23592,1
OG0009038,CPEB1,M1,0.84947,-4054.769537,15,2.74806,NearlyNeutral,0.91575,0.0262,0.08425,1
OG0013846,RFX7,M1,1.25819,-12123.356462,15,3.14347,NearlyNeutral,0.86171,0.07553,0.13829,1
OG0008781,RHCE,M1,1.07552,-3617.485715,15,2.67616,NearlyNeutral,0.56227,0,0.43773,1
OG0011527,TTC36,M1,1.25378,-1705.869925,15,2.85173,NearlyNeutral,0.64783,0.05053,0.35217,1
OG0006051,POLR1F TWISTNB,M1,0.62909,-2275.368267,15,2.8361,NearlyNeutral,0.77308,0.12566,0.22692,1
OG0011367,PTPN18,M1,0.84513,-4819.225202,15,2.83477,NearlyNeutral,0.62517,0,0.37483,1
OG0008880,SDCCAG8,M1,0.47228,-4736.274515,15,2.99343,NearlyNeutral,0.74898,0.09256,0.25102,1
OG0008605,HOXD4,M1,0.44224,-1537.671267,15,2.66436,NearlyNeutral,0.92351,0.05658,0.07649,1
OG0005477,FANCL,M1,0.44034,-2336.847964,15,4.40782,NearlyNeutral,0.80858,0.08161,0.19142,1
OG0006737,ANKDD1A,M1,0.83831,-3849.436985,15,3.51548,NearlyNeutral,0.88811,0.09709,0.11189,1
OG0012810,SYNC,M1,0.97766,-3151.351565,15,3.6418,NearlyNeutral,0.61181,0.00104,0.38819,1
OG0013300,CACNG5,M1,0.42077,-1661.155386,15,3.03117,NearlyNeutral,0.98004,0.02527,0.01996,1
OG0013667,GLYR1,M1,0.41628,-3301.376449,15,3.41708,NearlyNeutral,0.94666,0.00904,0.05334,1
OG0013405,IL11RA,M1,1.46981,-4150.371272,15,2.43007,NearlyNeutral,0.79878,0.12095,0.20122,1
OG0010976,HGSNAT,M1,0.98702,-4445.911972,15,3.5386,NearlyNeutral,0.77412,0.11101,0.22588,1
OG0005747,ECHS1,M1,0.81766,-2215.533335,15,3.89305,NearlyNeutral,0.88359,0.0542,0.11641,1
OG0005355,,M1,0.58607,-791.864552,15,5.48478,NearlyNeutral,0.76375,0.14727,0.23625,1
OG0013853,ADAM10,M1,0.5945,-5038.642791,15,2.41972,NearlyNeutral,0.91842,0.02491,0.08158,1
OG0010136,IMP3,M1,0.44736,-1286.485556,15,2.88217,NearlyNeutral,0.8676,0.03062,0.1324,1
OG0011610,QPCT,M1,0.45429,-2267.02641,15,4.20123,NearlyNeutral,0.86413,0.08615,0.13587,1
OG0007747,SYDE2,M1,0.60399,-10309.282622,15,2.97038,NearlyNeutral,0.75529,0.08038,0.24471,1
OG0006194,METTL14,M1,0.31722,-2505.685462,15,3.12391,NearlyNeutral,0.9749,0.00858,0.0251,1
OG0011536,IL10RA,M1,1.6667,-5161.321834,15,2.5124,NearlyNeutral,0.55373000000000006,0.11369,0.44627,1
OG0009970,TECRL,M1,0.44975,-1945.394467,15,3.42864,NearlyNeutral,0.94723,0.12125,0.05277,1
OG0008029,B4GALT5,M1,0.44063,-2363.324101,15,3.03838,NearlyNeutral,0.89859,0.0462,0.10141,1
OG0011949,,M1,1.54964,-3104.653379,15,4.22535,NearlyNeutral,0.85203,0.05001,0.14797,1
OG0005453,PARP2,M1,1.74704,-7591.484555,15,3.07443,NearlyNeutral,0.62302,0.06742,0.37698,1
OG0012960,SPEN,M1,1.00973,-27910.347884,15,3.64683,NearlyNeutral,0.89092,0.06533,0.10908,1
OG0005499,LSM8,M1,0.2836,-504.675293,15,3.06185,NearlyNeutral,0.99999,0,1e-5,1
OG0012460,MRPL13,M1,1.25291,-1468.588862,15,3.16524,NearlyNeutral,0.61896,0.00609,0.38104,1
OG0010453,SEC24A,M1,0.44804,-6781.694706,15,3.46055,NearlyNeutral,0.76623,0.0327,0.23377,1
OG0007128,CHRNA6,M1,0.51743,-3178.613125,15,3.42081,NearlyNeutral,0.77318,0.01445,0.22682,1
OG0010961,MYO1D,M1,0.45383,-6221.345351,15,4.31732,NearlyNeutral,0.82453,0.01567,0.17547,1
OG0008722,CKS2,M1,0.15602,-374.773624,15,10.2284,NearlyNeutral,0.99999,0.09777,1e-5,1
OG0011592,RHEBL1,M1,0.50514,-1146.670593,15,1.73707,NearlyNeutral,0.84045,0,0.15955,1
OG0012255,DPY19L1,M1,0.48519,-4841.859559,15,4.70433,NearlyNeutral,0.83238,0.04352,0.16762,1
OG0011440,ZFYVE1,M1,0.48115,-4969.336586,15,2.81389,NearlyNeutral,0.85749,0,0.14251,1
OG0012831,TMEM39B,M1,0.4741,-3020.641305,15,3.26115,NearlyNeutral,0.98028,0.02297,0.01972,1
OG0005544,CNNM3,M1,1.24165,-6249.256673,15,2.03618,NearlyNeutral,0.89207,0.03344,0.10793,1
OG0005101,RNF144B,M1,0.59967,-2090.500155,15,5.61337,NearlyNeutral,0.78684,0.07102,0.21316,1
OG0006113,SRP72,M1,0.40841,-4118.441102,15,3.26495,NearlyNeutral,0.90516,0.03276,0.09484,1
OG0014044,XCR1,M1,0.96101,-2539.581366,15,3.75162,NearlyNeutral,0.72595,0.15863,0.27405,1
OG0005191,KIF9,M1,1.41102,-7308.092248,15,2.89266,NearlyNeutral,0.92786,0.06625,0.07214,1
OG0011481,SPA17,M1,1.5323,-1331.534932,15,2.24265,NearlyNeutral,0.52151,0.01134,0.47849,1
OG0008863,,M1,1.08071,-2590.029095,15,1.84392,NearlyNeutral,0.73579,0,0.26421,1
OG0010657,DHX57,M1,0.72291,-9695.205559,15,3.59068,NearlyNeutral,0.64857,0.04558,0.35143,1
OG0008911,LZTS2,M1,0.48478,-4141.355191,15,3.43247,NearlyNeutral,0.88889,0.0518,0.11111,1
OG0006729,SLC44A2,M1,0.71836,-5233.706035,15,1.67142,NearlyNeutral,0.8307,0,0.1693,1
OG0009406,DMPK,M1,1.01126,-4638.16162,15,2.61946,NearlyNeutral,0.84672,0.07385,0.15328,1
OG0013255,COL28A1,M1,0.63838,-8159.285575,15,3.75946,NearlyNeutral,0.78235,0.09814,0.21765,1
OG0008661,SDF2L1,M1,1.29818,-1857.149037,15,2.87138,NearlyNeutral,0.84111,0.03558,0.15889,1
OG0012260,RP9,M1,0.65048,-1543.98459,15,5.80427,NearlyNeutral,0.71714,0,0.28286,1
OG0006689,CUNH10ORF88 C10H10ORF88,M1,0.80247,-3611.274759,15,3.14561,NearlyNeutral,0.66849,0.18414,0.33151,1
OG0006837,TMUB2,M1,0.55454,-1995.005601,15,3.11247,NearlyNeutral,0.92813,0.13452,0.07187,1
OG0011741,CTF1,M1,1.21365,-1974.324581,15,2.55836,NearlyNeutral,0.73719,0.14885,0.26281,1
OG0005315,PHLDB2,M1,0.43852,-8034.894627,15,3.77959,NearlyNeutral,0.84062,0.06088,0.15938,1
OG0011624,PLVAP,M1,1.4579,-4679.468509,15,1.98372,NearlyNeutral,0.57815,0.15101,0.42185,1
OG0010352,,M1,0.46423,-1046.344884,15,2.68115,NearlyNeutral,0.7412,0,0.2588,1
OG0011768,F3,M1,1.2653,-2712.941968,15,2.82722,NearlyNeutral,0.65599,0.12446,0.34401,1
OG0006188,SEMA5A,M1,0.57698,-7215.310324,15,2.73956,NearlyNeutral,0.82346,0.00897,0.17654,1
OG0009218,SIK3,M1,0.87365,-9393.731196,15,3.20788,NearlyNeutral,0.93505,0.05609,0.06495,1
OG0007565,MAP10,M1,0.79201,-6594.037983,15,2.5455,NearlyNeutral,0.60154,0.15817,0.39846,1
OG0008374,SLC16A8,M1,0.88605,-4267.095026,15,3.01829,NearlyNeutral,0.72922,0.04204,0.27078,1
OG0010083,PLAA,M1,0.50213,-5213.504039,15,4.08758,NearlyNeutral,0.78515,0.09356,0.21485,1
OG0007272,PPP1R26,M1,1.40537,-11832.750637,15,3.29637,NearlyNeutral,0.50154,0.12166,0.49846,1
OG0007527,HOXA10,M1,0.34609,-2396.877949,15,2.91513,NearlyNeutral,0.71722,0,0.28278,1
OG0009212,DPAGT1,M1,1.04469,-3296.345758,15,3.05257,NearlyNeutral,0.77152,0,0.22848,1
OG0010217,PHF6,M1,0.39425,-2124.622447,15,1.73091,NearlyNeutral,0.97105,0.03452,0.02895,1
OG0008027,TUBE1,M1,0.39285,-2831.908807,15,3.66887,NearlyNeutral,0.99999,0.08962,1e-5,1
OG0007721,NUDT16,M1,0.62748,-1383.721176,15,6.99455,NearlyNeutral,0.67391,0.0939,0.32609,1
OG0011860,RGS1,M1,0.85216,-1587.415209,15,3.99543,NearlyNeutral,0.61351,0.07108,0.38649,1
OG0008325,KNL1,M1,0.9102,-17769.857116,15,3.15134,NearlyNeutral,0.5217,0.14743,0.4783,1
OG0007308,MRPL19,M1,0.56189,-1815.110423,15,2.862,NearlyNeutral,0.63286,0.04377,0.36714,1
OG0007394,CASR,M1,0.37133,-6089.991732,15,4.30892,NearlyNeutral,0.92925,0.01116,0.07075,1
OG0008854,CRELD2,M1,0.7025,-2642.7533,15,3.52929,NearlyNeutral,0.75733,0.07631,0.24267,1
OG0009341,MAN1B1,M1,0.95986,-5082.173635,15,2.91985,NearlyNeutral,0.90948,0.03915,0.09052,1
OG0010740,FBXO43,M1,0.57642,-4568.257631,15,3.51878,NearlyNeutral,0.76235,0.16376,0.23765,1
OG0009916,ASAP3,M1,0.79026,-7479.681452,15,2.66028,NearlyNeutral,0.8363,0.037,0.1637,1
OG0008247,OS9,M1,2.28123,-5981.118337,15,2.11611,NearlyNeutral,0.4963,0,0.5037,1
OG0013150,RBFOX3,M1,0.31509,-2069.366588,15,4.60706,NearlyNeutral,0.90567,0,0.09433,1
OG0008795,SLC35E1,M1,0.51387,-2684.646954,15,3.09773,NearlyNeutral,0.90056,0.03496,0.09944,1
OG0009890,RPS6KA1,M1,0.64018,-5132.018169,15,2.38806,NearlyNeutral,0.84494,0,0.15506,1
OG0005111,FUBP1,M1,0.265,-3564.513405,15,3.90323,NearlyNeutral,0.96801,0,0.03199,1
OG0010307,PLA1A,M1,1.48988,-3901.984159,15,2.38989,NearlyNeutral,0.57668,0.05165,0.42332,1
OG0007729,TEX28,M1,0.91727,-3191.619142,15,2.9063,NearlyNeutral,0.48088,0.01335,0.51912,1
OG0012673,TBC1D24,M1,1.10334,-4670.343592,15,2.97964,NearlyNeutral,0.8675,0.04949,0.1325,1
OG0013270,ATP13A3,M1,1.01222,-9624.227046,15,3.23096,NearlyNeutral,0.92816,0.03774,0.07184,1
OG0008039,,M1,0.25992,-1995.869397,15,3.56287,NearlyNeutral,0.94746,0.13919,0.05254,1
OG0011385,SLC1A2,M1,0.40769,-3433.622702,15,3.16661,NearlyNeutral,0.91332,0.04021,0.08668,1
OG0006630,ARMH1,M1,0.55611,-2913.827012,15,3.54955,NearlyNeutral,0.79264,0.02124,0.20736,1
OG0011651,GJC2,M1,0.96738,-2889.049347,15,3.8133,NearlyNeutral,0.99329,0.02006,0.00671,1
OG0011081,HELZ,M1,0.28518,-10258.850848,15,3.3445,NearlyNeutral,0.89005,0.03597,0.10995,1
OG0006195,SEC24D,M1,0.55705,-6880.37902,15,3.54465,NearlyNeutral,0.80997,0.08631,0.19003,1
OG0009912,MED18,M1,0.60293,-1299.847668,15,4.3221,NearlyNeutral,0.99999,0.02206,1e-5,1
OG0010432,LNX2,M1,0.60788,-4609.885364,15,2.60679,NearlyNeutral,0.85763,0.01382,0.14237,1
OG0009788,SLC31A2,M1,1.26388,-1244.740777,15,3.10453,NearlyNeutral,0.76545,0.04315,0.23455,1
OG0005135,PPT1,M1,0.94743,-2499.039489,15,2.5127,NearlyNeutral,0.76632,0.03219,0.23368,1
OG0013482,COL18A1,M1,0.64055,-12490.097768,15,3.67995,NearlyNeutral,0.66786,0.01977,0.33214,1
OG0006762,MTHFS,M1,1.5576,-2514.791217,15,2.06293,NearlyNeutral,0.63806,0.03172,0.36194,1
OG0006025,EPHX3,M1,0.88941,-3005.013202,15,3.69618,NearlyNeutral,0.46553,0,0.53447,1
OG0007991,AKAP17A,M1,0.56127,-4466.356161,15,3.40895,NearlyNeutral,0.79624,0.0337,0.20376,1
OG0009049,MANBA,M1,0.63276,-6375.429012,15,3.8519,NearlyNeutral,0.74565,0.10465,0.25435,1
OG0013530,NOC3L,M1,0.61931,-5398.816859,15,3.25995,NearlyNeutral,0.87282,0.06333,0.12718,1
OG0007130,DLGAP1,M1,0.58603,-6270.301826,15,2.30669,NearlyNeutral,0.80598,0,0.19402,1
OG0005766,,M1,1.76286,-4607.118902,15,1.95667,NearlyNeutral,0.57314,0.08503,0.42686,1
OG0009056,DNAJC27,M1,0.4035,-1600.822573,15,4.90722,NearlyNeutral,0.90723,0.03635,0.09277,1
OG0011508,BROX,M1,0.38509,-2437.180336,15,3.21197,NearlyNeutral,0.91941,0.05698,0.08059,1
OG0005211,UBAP1,M1,1.25749,-4559.098106,15,3.68478,NearlyNeutral,0.85861,0.10643,0.14139,1
OG0010279,RNF38,M1,0.20819,-3371.498434,15,4.82211,NearlyNeutral,0.87595,0,0.12405,1
OG0005769,R3HDM2,M1,0.38935,-6201.776486,15,3.31227,NearlyNeutral,0.85439,0.01115,0.14561,1
OG0012844,MCFD2,M1,1.68882,-1756.153163,15,2.26436,NearlyNeutral,0.50385,0,0.49615,1
OG0007046,MCM7,M1,0.75618,-4809.0657869999995,15,4.08757,NearlyNeutral,0.94985,0.01193,0.05015,1
OG0009590,IGF2BP2,M1,0.26386,-3240.705302,15,2.97878,NearlyNeutral,0.88808,0,0.11192,1
OG0007695,DUPD1,M1,1.00134,-1718.618642,15,2.7569,NearlyNeutral,0.85508,0.03161,0.14492,1
OG0008594,GPR155,M1,0.79198,-6218.690268,15,2.45229,NearlyNeutral,0.68863,0,0.31137,1
OG0013406,,M1,0.44888,-1689.657044,15,3.87274,NearlyNeutral,0.81533,0.058,0.18467,1
OG0008298,TMEM164,M1,1.4128,-3050.768825,15,2.22414,NearlyNeutral,0.71465,0.06437,0.28535,1
OG0006785,GABPB1,M1,1.03113,-3329.0824,15,1.46377,NearlyNeutral,0.79711,0,0.20289,1
OG0007106,,M1,0.69924,-2697.899801,15,4.1805,NearlyNeutral,0.81419,0.13072,0.18581,1
OG0007909,SLC35F5,M1,0.27125,-2759.291249,15,4.71948,NearlyNeutral,0.85297,0,0.14703,1
OG0006748,LRRK1,M1,0.83347,-14909.80118,15,3.25656,NearlyNeutral,0.87381,0.07682,0.12619,1
OG0011666,CDH15,M1,1.57031,-6726.22383,15,3.08054,NearlyNeutral,0.81084,0.06899,0.18916,1
OG0007059,NR2C2,M1,0.56657,-4003.033791,15,2.17437,NearlyNeutral,0.84215,0,0.15785,1
OG0006805,GLDN,M1,0.92032,-4004.285411,15,2.52165,NearlyNeutral,0.87104,0.06624,0.12896,1
OG0009523,REEP2,M1,0.34285,-1550.74569,15,2.49767,NearlyNeutral,0.7943,0,0.2057,1
OG0010615,CASP3,M1,0.64881,-2136.97945,15,3.66964,NearlyNeutral,0.73134,0,0.26866,1
OG0012464,ENPP2,M1,0.6294,-6518.264329,15,2.24372,NearlyNeutral,0.85478,0.04765,0.14522,1
OG0010670,GFM1,M1,0.59262,-4993.628964,15,3.04517,NearlyNeutral,0.83238,0.03183,0.16762,1
OG0008703,PYROXD2,M1,0.57931,-4038.056656,15,4.54221,NearlyNeutral,0.67332,0,0.32668,1
OG0005551,,M1,0.72468,-1661.442046,15,2.18864,NearlyNeutral,0.73423,0.0145,0.26577,1
OG0006230,,M1,0.68464,-3058.097619,15,4.03315,NearlyNeutral,0.93616,0.04749,0.06384,1
OG0012446,CHEK2,M1,0.9379,-3895.537189,15,2.48704,NearlyNeutral,0.70531,0.07616,0.29469,1
OG0009229,,M1,1.8069,-2993.809738,15,1.81199,NearlyNeutral,0.62532,0.04096,0.37468,1
OG0010925,RFXAP,M1,0.7707,-1817.513645,15,1.63478,NearlyNeutral,0.90829,0.06204,0.09171,1
OG0005780,SOX11,M1,0.39679,-2442.225936,15,3.32587,NearlyNeutral,0.94568,0.0177,0.05432,1
OG0010437,PAN3,M1,0.25369,-4802.80076,15,2.54343,NearlyNeutral,0.91028,0,0.08972,1
OG0012934,,M1,1.50089,-4550.830876,15,2.32742,NearlyNeutral,0.55383,0.06136,0.44617,1
OG0010228,SLC7A3,M1,1.05579,-5245.351276,15,3.0423,NearlyNeutral,0.80654,0.03737,0.19346,1
OG0007146,LRRC8E,M1,0.5181,-5167.711356,15,3.42182,NearlyNeutral,0.78586,0.01973,0.21414,1
OG0011049,,M1,1.1667,-24588.58899,15,2.49732,NearlyNeutral,0.51365,0.03768,0.48635,1
OG0012157,TPR,M1,0.53248,-15365.420672,15,2.42383,NearlyNeutral,0.90294,0.0351,0.09706,1
OG0008307,FNDC3A,M1,0.87892,-9624.601011,15,2.37,NearlyNeutral,0.8355,0.05008,0.1645,1
OG0009719,PARL,M1,0.49165,-2170.864208,15,2.87853,NearlyNeutral,0.8082,0,0.1918,1
OG0008780,TMEM50A,M1,0.51967,-986.343404,15,4.75039,NearlyNeutral,0.91941,0,0.08059,1
OG0007459,,M1,1.37729,-2507.97701,15,2.66313,NearlyNeutral,0.86528,0.08013,0.13472,1
OG0005868,FOXO6,M1,0.71468,-4463.212539,15,2.40372,NearlyNeutral,0.8568,0.01747,0.1432,1
OG0012072,CCNJ,M1,0.69146,-2670.189569,15,2.58591,NearlyNeutral,0.91124,0.04041,0.08876,1
OG0013195,PROX1,M1,0.17831,-3982.574457,15,3.18491,NearlyNeutral,0.92588,0,0.07412,1
OG0011939,SPTY2D1,M1,0.73959,-4840.32187,15,3.15776,NearlyNeutral,0.59108,0.04745,0.40892,1
OG0007505,ATIC,M1,0.5752,-3863.419023,15,4.51784,NearlyNeutral,0.89065,0.04248,0.10935,1
OG0008396,HDAC4,M1,0.36772,-5928.369987,15,4.62473,NearlyNeutral,0.92768,0.07601,0.07232,1
OG0005993,MAX,M1,0.22809,-876.512732,15,3.7927399999999998,NearlyNeutral,0.91314,0,0.08686,1
OG0012476,PNKD,M1,0.74346,-2737.564107,15,3.13222,NearlyNeutral,0.62777,0,0.37223,1
OG0012208,ILVBL,M1,0.66762,-4424.727275,15,4.65483,NearlyNeutral,0.70408,0.00417,0.29592,1
OG0005333,GADD45A,M1,0.28891,-874.786338,15,4.26426,NearlyNeutral,0.88308,0,0.11692,1
OG0005721,STC2,M1,0.37101,-1741.388599,15,3.9179,NearlyNeutral,0.99999,0.12516,1e-5,1
OG0005752,RARS1 RARS,M1,0.52668,-4305.623478,15,2.64233,NearlyNeutral,0.83404,0.03801,0.16596,1
OG0005175,,M1,0.9543,-3033.809143,15,1.94829,NearlyNeutral,0.63782,0.03473,0.36218,1
