Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Site class model,Proportion 0,Omega 0,Proportion 1,Omega 1,Proportion 2,Omega 2
OG0011003,KCNH6,M2,0.41852,-6442.839644,17,4.37305,PositiveSelection,0.86146,0.06496,0.13712,1,0.00142,9.76482
OG0009463,PSMB4,M2,0.86145,-1862.701711,17,3.72119,PositiveSelection,0.95025,0.03757,0.04975,1,0,19.39688
OG0005493,NKRF,M2,1.04825,-6247.970487,17,2.90695,PositiveSelection,0.89977,0.0464,0.10023,1,0,18.24618
OG0007074,CYLD,M2,0.56898,-6253.766952,17,2.79716,PositiveSelection,0.9699,0.03242,0.01111,1,0.01899,1
OG0013857,MYO1E,M2,0.86855,-8291.57496,17,2.72737,PositiveSelection,0.94214,0.04326,0.02912,1,0.02874,1
OG0006369,MAP3K8,M2,0.66935,-3336.862302,17,2.90956,PositiveSelection,0.9392,0.05917,0.01707,1,0.04373,1
OG0011391,ORC4,M2,0.46966,-2749.995127,17,3.82565,PositiveSelection,0.94676,0.16239,0,1,0.05324,1.43763
OG0007800,MORF4L1,M2,0.44038,-2066.898242,17,2.1973,PositiveSelection,0.92047,0,0.00317,1,0.07636,1.02785
OG0009285,DNAAF3,M2,0.76823,-3658.482436,17,4.55499,PositiveSelection,0.70023,0.0783,0.0826,1,0.21718,1
OG0010550,RRP1B,M2,0.67032,-5399.387845,17,3.39203,PositiveSelection,0.63118,0.16017,0.34369,1,0.02513,3.50199
OG0009988,ATP6V0A4,M2,0.60773,-5486.643938,17,4.14826,PositiveSelection,0.82984,0.0501,0.11769,1,0.05247,2.17169
OG0010538,NTF3,M2,1.30984,-2801.538443,17,3.04983,PositiveSelection,0.81059,0.07425,0.10187,1,0.08754,1
OG0012330,TTC29,M2,1.24081,-4017.162904,17,1.73341,PositiveSelection,0.57146,0.0742,0.34237,1,0.08617,7.30169
OG0006701,ZRANB1,M2,0.22923,-2680.54244,17,4.19335,PositiveSelection,1,0.04128,0,1,0,1
OG0006826,TCAP,M2,0.55828,-1231.217057,17,3.66434,PositiveSelection,0.7662,0.09486,0.08686,1,0.14694,1
OG0012706,TMEM159,M2,1.02163,-1281.120713,17,2.87497,PositiveSelection,0.79996,0.08653,0.10364,1,0.09641,1
OG0005527,WDR37,M2,0.29804,-2829.449109,17,4.41437,PositiveSelection,0.98956,0.01732,0.00532,1,0.00512,1
OG0013280,CAV1,M2,0.70732,-1044.908818,17,1.69337,PositiveSelection,0.73661,0.01939,0.07917,1,0.18423,1
OG0008261,PFKFB3,M2,1.03183,-3950.570755,17,1.98647,PositiveSelection,0.94688,0.02654,0.04152,1,0.01159,4.93312
OG0007142,,M2,1.37852,-4745.55161,17,3.01045,PositiveSelection,0.65077,0.18053,0.11888,1,0.23035,1.75866
OG0010940,TMEM106A,M2,1.30036,-2358.567556,17,3.03413,PositiveSelection,0.78885,0.09362,0,1,0.21115,2.09136
OG0005722,NKX2-5,M2,0.44812,-1826.210483,17,3.24922,PositiveSelection,0.97646,0.04279,0.0095,1,0.01403,1
OG0013756,GLMP,M2,1.72742,-3945.103934,17,3.68623,PositiveSelection,0.85446,0.09454,0.0935,1,0.05204,1
OG0010678,FSD1L,M2,0.37421,-2625.879228,17,2.44617,PositiveSelection,0.909,0.03764,0.02573,1,0.06528,1
OG0009768,TSPAN7,M2,0.30212,-1341.479109,17,3.77618,PositiveSelection,0.97467,0.03902,0,1,0.02533,2.95242
OG0014060,ABHD5,M2,0.47728,-2361.711298,17,5.05209,PositiveSelection,0.91136,0.06656,0,1,0.08864,1.79166
OG0005370,RAB9A,M2,0.35146,-1267.697494,17,7.68999,PositiveSelection,0.99066,0.08687,0,1,0.00934,2.7075
OG0006968,DLL4,M2,0.48188,-4410.112454,17,3.34227,PositiveSelection,0.88622,0.08645,0.10946,1,0.00432,4.26842
OG0009027,SLC28A2,M2,1.46418,-6474.564908,17,2.32202,PositiveSelection,0.61094,0.04794,0.36233,1,0.02673,4.92167
OG0010885,CPNE2,M2,1.08583,-4271.11628,17,2.19785,PositiveSelection,0.78292,0.01745,0.13042,1,0.08665,1
OG0011848,SELENOP,M2,1.33437,-2697.418992,17,3.40306,PositiveSelection,0.54299,0.09493,0,1,0.45701,1.71995
OG0009102,,M2,0.4692,-3376.271138,17,4.4644,PositiveSelection,0.87485,0.08003,0.0323,1,0.09284,1
OG0010891,DNAAF1,M2,1.08838,-5532.744677,17,2.96025,PositiveSelection,0.68472,0.12287,0.29859,1,0.01669,2.63765
OG0005822,ARHGEF3,M2,0.76141,-3928.417596,17,2.29322,PositiveSelection,0.8517,0.0139,0.11487,1,0.03343,7.52027
OG0007697,PLAU,M2,1.24765,-4022.08196,17,2.96719,PositiveSelection,0.51413,0.00463,0.30244,1,0.18343,1
OG0007585,ADAM22,M2,0.65396,-6052.813037,17,1.74566,PositiveSelection,0.7826,0,0.19724,1,0.02016,5.98437
OG0011389,EPC2,M2,0.35428,-4406.163687,17,2.15294,PositiveSelection,0.92141,0,0,1,0.07859,3.78277
OG0005295,KCTD14,M2,1.72648,-2501.205299,17,2.52671,PositiveSelection,0.72192,0.06406,0.16219,1,0.11589,1
OG0006372,MKX,M2,0.58071,-2394.194157,17,2.5439,PositiveSelection,0.8641,0.08274,0.06755,1,0.06834,1
OG0005215,DGKE,M2,0.57568,-3805.953396,17,4.55823,PositiveSelection,0.85697,0.05136,0,1,0.14303,1.78612
OG0006953,HAS2,M2,0.44511,-3194.198213,17,2.87493,PositiveSelection,1,0.00803,0,1,0,1
OG0010571,KCNJ6,M2,0.34133,-2340.848251,17,4.11102,PositiveSelection,0.94021,0.02286,0.04888,1,0.01091,7.76668
OG0014014,TET3,M2,0.71275,-13744.610052,17,3.96241,PositiveSelection,0.8037,0.08875,0.17731,1,0.01899,2.79201
OG0010471,ALKBH5,M2,0.7252,-2732.36225,17,3.48153,PositiveSelection,0.97533,0.03516,0.01292,1,0.01175,1
OG0010675,,M2,0.51915,-3801.39819,17,2.99128,PositiveSelection,0.97509,0.10023,0,1,0.02491,2.40062
OG0013742,SYT13,M2,0.5484,-2910.725357,17,3.35737,PositiveSelection,0.84009,0.12484,0,1,0.15991,1.64088
OG0006964,NUSAP1,M2,0.86035,-3763.402618,17,3.95022,PositiveSelection,0.65257,0.26601,0.23121,1,0.11623,3.07568
OG0006639,,M2,0.575,-5108.173862,17,4.07839,PositiveSelection,0.84909,0.0698,0.12484,1,0.02607,2.38572
OG0005440,PTRH2,M2,1.04028,-1433.995335,17,3.9263,PositiveSelection,0.94511,0.08183,0.02713,1,0.02776,1
OG0010724,ESYT2,M2,0.64027,-5618.711431,17,2.98622,PositiveSelection,0.90582,0.07314,0.04844,1,0.04574,3.13393
OG0012693,,M2,0.85739,-8996.725827,17,3.23965,PositiveSelection,0.94197,0.0483,0.03276,1,0.02527,1
OG0009650,,M2,0.97439,-4090.348199,17,2.89365,PositiveSelection,0.78592,0.24119,0,1,0.21408,2.35337
OG0009040,SENP8,M2,0.79543,-1537.574263,17,3.94501,PositiveSelection,0.91892,0.06341,0.02046,1,0.06062,1
OG0007097,EFNA5,M2,0.74327,-1471.448565,17,1.31606,PositiveSelection,0.80753,0,0,1,0.19247,2.85211
OG0006949,ZHX1,M2,0.99754,-6809.14568,17,2.86698,PositiveSelection,0.90783,0.07882,0.0777,1,0.01447,2.36561
OG0012611,,M2,1.55038,-2523.270478,17,2.2121,PositiveSelection,0.38713,0,0.51927,1,0.0936,2.98295
OG0005281,TMEM123,M2,1.32212,-1694.838825,17,2.70412,PositiveSelection,0.5264,0.2738,0,1,0.4736,2.14851
OG0010371,RNF44,M2,0.34456,-2482.772608,17,3.52157,PositiveSelection,0.88565,0,0,1,0.11435,2.3206
OG0008066,GHRH,M2,0.64597,-1372.728439,17,4.78752,PositiveSelection,0.85217,0.38511,0,1,0.14783,1.79851
OG0013153,TBC1D16,M2,0.52215,-4626.236261,17,2.20195,PositiveSelection,0.84996,0,0,1,0.15004,1.37217
OG0013782,STYXL1,M2,1.42721,-2744.885678,17,2.25074,PositiveSelection,0.7429,0.07303,0.18657,1,0.07053,4.37752
OG0005296,GAB2,M2,1.32764,-5480.129745,17,2.90549,PositiveSelection,0.9172,0.0448,0.04326,1,0.03954,1
OG0007563,MAP3K21,M2,0.53163,-6795.867217,17,3.46582,PositiveSelection,0.8516,0.09401,0.12658,1,0.02181,2.60049
OG0012109,FAM227A,M2,0.83787,-4355.087232,17,3.27081,PositiveSelection,0.69917,0.14368,0.12992,1,0.17091,2.1961
OG0005959,RIOX2,M2,0.57093,-3114.731623,17,5.02899,PositiveSelection,0.76358,0.06849,0.07544,1,0.16098,1
OG0007184,ADAMTSL1,M2,0.78108,-12247.457233,17,3.15392,PositiveSelection,0.89366,0.05746,0.10466,1,0.00168,41.52004
OG0013761,TMEM79,M2,1.70704,-3643.661092,17,3.71971,PositiveSelection,0.78613,0.11794,0.06254,1,0.15133,1
OG0007113,ZBTB25,M2,0.43022,-2717.059496,17,3.90354,PositiveSelection,0.94669,0.11288,0.02333,1,0.02999,1
OG0008832,LRRIQ4,M2,1.18071,-5373.5059440000005,17,2.53584,PositiveSelection,0.75738,0.15877,0,1,0.24262,2.27599
OG0011417,PPP1R13B,M2,0.4318,-6902.964441,17,3.54324,PositiveSelection,0.92478,0.04171,0.06475,1,0.01047,6.53735
OG0010607,CUNH4ORF47 C9H4ORF47,M2,0.65861,-2117.384668,17,2.7629,PositiveSelection,0.69226,0.00472,0.29326,1,0.01449,6.75324
OG0008551,WDR75,M2,0.65409,-5891.909405,17,3.77778,PositiveSelection,0.86575,0.07904,0,1,0.13425,1.348
OG0006172,CAVIN4,M2,0.65316,-2464.317017,17,3.34741,PositiveSelection,0.76638,0.07739,0.11437,1,0.11924,1
OG0007334,,M2,0.8536,-2350.60606,17,3.30408,PositiveSelection,0.64877,0,0.34336,1,0.00787,9.0294
OG0013348,SCG5,M2,0.34106,-1238.185269,17,3.71991,PositiveSelection,1,0.08327,0,1,0,1
OG0008348,ELP1,M2,0.59177,-9109.105529,17,5.0295,PositiveSelection,0.82275,0.09089,0.07363,1,0.10362,1
OG0011908,CARTPT,M2,0.41196,-683.047648,17,2.71808,PositiveSelection,0.85516,0,0,1,0.14484,2.11213
OG0013219,GOLGA7B,M2,0.36691,-963.926062,17,3.76018,PositiveSelection,0.99137,0.06012,0,1,0.00863,4.1329
OG0007114,AKAP5,M2,0.78455,-3780.985073,17,4.11888,PositiveSelection,0.42431,0,0.24325,1,0.33244,1
OG0010060,CA9,M2,1.75309,-4607.978516,17,2.34652,PositiveSelection,0.55366,0.04929,0.42784,1,0.0185,5.74731
OG0010676,RAD23A,M2,0.29709,-2097.138098,17,3.20842,PositiveSelection,0.90692,0.03762,0.03813,1,0.05495,1
OG0007798,KIF23,M2,0.61118,-6570.820834,17,3.02692,PositiveSelection,0.90973,0.05631,0.03211,1,0.05816,1
OG0007175,ADAMTS10,M2,0.50446,-7127.383389,17,3.73222,PositiveSelection,0.92594,0.0453,0.03178,1,0.04228,1
OG0005696,GDF9,M2,1.41576,-4294.49533,17,2.95711,PositiveSelection,0.51397,0.06036,0.28184,1,0.20419,1
OG0007841,ZDHHC2,M2,0.33697,-2217.333432,17,3.66393,PositiveSelection,0.94747,0.13169,0.0171,1,0.03543,1
OG0012505,SMARCD2,M2,0.44021,-3131.336061,17,3.71399,PositiveSelection,0.94222,0.06134,0.00386,1,0.05392,1.08779
OG0014110,RAB25,M2,3.27228,-2302.396913,17,2.46741,PositiveSelection,0.74225,0.01707,0.13752,1,0.12023,5.06576
OG0007294,ITM2B,M2,0.46536,-1702.173324,17,5.81805,PositiveSelection,0.99044,0.19895,0,1,0.00956,6.53295
OG0013724,ACP2,M2,0.8744,-3596.7112,17,2.80794,PositiveSelection,0.73338,0.12332,0,1,0.26662,1.49668
OG0011896,AMACR,M2,0.95154,-2923.23489,17,4.72998,PositiveSelection,0.71219,0.04331,0.27109,1,0.01672,3.8724
OG0008857,NKX6-1,M2,0.87389,-2417.879338,17,3.17673,PositiveSelection,0.94997,0.02524,0.05003,1,0,21.77042
OG0014053,PIK3R4,M2,0.35427,-7824.26161,17,4.34086,PositiveSelection,0.97192,0.05926,0.01031,1,0.01776,1
OG0013128,NPB,M2,0.69967,-928.975102,17,4.64709,PositiveSelection,0.80623,0.09713,0.06923,1,0.12454,1
OG0007847,FAXC,M2,0.32989,-2307.997468,17,2.67155,PositiveSelection,0.9418,0.0513,0.02384,1,0.03436,1
OG0006242,BMP5,M2,0.51128,-2900.050245,17,3.48412,PositiveSelection,0.91968,0.04927,0.02913,1,0.05119,1
OG0009155,PPP6R3,M2,0.25862,-4839.663131,17,3.84813,PositiveSelection,0.94044,0.04037,0.0554,1,0.00416,4.59723
OG0010680,TMEM38B,M2,0.6463,-2053.547974,17,3.03212,PositiveSelection,0.61391,0,0.36758,1,0.0185,4.08435
OG0006139,TPP2,M2,0.57941,-8468.568904,17,2.75645,PositiveSelection,0.79519,0.06306,0.06491,1,0.13991,1
OG0007826,SEPTIN2 SEPT2,M2,0.24547,-1845.65717,17,4.45814,PositiveSelection,0.99893,0.02332,0,1,0.00107,3.52138
OG0006905,MAGIX,M2,0.90033,-4578.921341,17,3.12925,PositiveSelection,0.76536,0.03544,0.22653,1,0.00812,9.21627
OG0006090,RASGEF1A,M2,27.11439,-3515.141312,17,2.35725,PositiveSelection,0.95275,0.03362,0.03089,1,0.01636,998.99131
OG0008743,KIFAP3,M2,0.43874,-4573.119215,17,2.59797,PositiveSelection,0.913,0.00734,0,1,0.087,1.80218
OG0007890,VAMP4,M2,0.75084,-923.606529,17,2.086,PositiveSelection,0.76408,0.01175,0.12259,1,0.11332,1
OG0009038,CPEB1,M2,0.84947,-4054.769537,17,2.74807,PositiveSelection,0.91575,0.0262,0.04163,1,0.04262,1
OG0013846,RFX7,M2,1.25819,-12123.356462,17,3.14347,PositiveSelection,0.86171,0.07553,0.08394,1,0.05435,1
OG0008781,RHCE,M2,1.60649,-3610.680712,17,2.93141,PositiveSelection,0.55867,0.0044,0.41896,1,0.02237,23.96903
OG0011527,TTC36,M2,1.31471,-1702.566166,17,2.97408,PositiveSelection,0.64198,0.05503,0.34177,1,0.01624,6.56592
OG0006051,POLR1F TWISTNB,M2,0.63057,-2275.355757,17,2.84081,PositiveSelection,0.80765,0.14067,0,1,0.19235,1.11161
OG0011367,PTPN18,M2,3.24524,-4789.604851,17,3.27134,PositiveSelection,0.61479,0,0.36079,1,0.02442,105.28156
OG0008880,SDCCAG8,M2,0.50493,-4727.759329,17,3.16787,PositiveSelection,0.9676,0.23623,0,1,0.0324,5.64212
OG0008605,HOXD4,M2,0.44542,-1537.2234330000001,17,2.73771,PositiveSelection,0.95155,0.07244,0.03723,1,0.01121,3.02858
OG0005477,FANCL,M2,0.442,-2336.039759,17,4.50466,PositiveSelection,0.93786,0.15292,0,1,0.06214,2.14728
OG0006737,ANKDD1A,M2,0.84502,-3848.81455,17,3.56581,PositiveSelection,0.90413,0.10672,0.08822,1,0.00765,3.35563
OG0012810,SYNC,M2,0.98819,-3150.705038,17,3.71221,PositiveSelection,0.62153,0.00988,0.36734,1,0.01113,4.00538
OG0013300,CACNG5,M2,0.42077,-1661.155386,17,3.03117,PositiveSelection,0.98004,0.02527,0,1,0.01996,1
OG0013667,GLYR1,M2,0.41628,-3301.376449,17,3.41708,PositiveSelection,0.94666,0.00904,0.02336,1,0.02998,1
OG0013405,IL11RA,M2,1.46981,-4150.371272,17,2.43007,PositiveSelection,0.79878,0.12095,0.10779,1,0.09344,1
OG0010976,HGSNAT,M2,0.99583,-4445.400508,17,3.5858,PositiveSelection,0.79755,0.12774,0.19388,1,0.00856,3.80823
OG0005747,ECHS1,M2,0.91137,-2212.809959,17,4.06174,PositiveSelection,0.91679,0.06999,0.04493,1,0.03828,3.18023
OG0005355,,M2,0.58667,-791.850475,17,5.4996,PositiveSelection,0.84869000000000006,0.18853,0,1,0.15131,1.27177
OG0013853,ADAM10,M2,0.61752,-5031.018595,17,2.63258,PositiveSelection,0.94218,0.03883,0.04316,1,0.01466,4.78403
OG0010136,IMP3,M2,0.44736,-1286.485556,17,2.88216,PositiveSelection,0.8676,0.03063,0.04823,1,0.08418,1
OG0011610,QPCT,M2,0.45544,-2266.980961,17,4.21167,PositiveSelection,0.92311,0.1143,0,1,0.07689,1.40389
OG0007747,SYDE2,M2,0.60619,-10308.628822,17,2.98828,PositiveSelection,0.779,0.09756,0.21365,1,0.00735,3.41691
OG0006194,METTL14,M2,0.31722,-2505.685462,17,3.1239,PositiveSelection,0.9749,0.00858,0.00826,1,0.01684,1
OG0011536,IL10RA,M2,1.73219,-5157.427403,17,2.59255,PositiveSelection,0.60664,0.15901,0.318,1,0.07536,2.60622
OG0009970,TECRL,M2,0.44975,-1945.394467,17,3.42865,PositiveSelection,0.94723,0.12125,2.2e-4,1,0.05255,1
OG0008029,B4GALT5,M2,0.44063,-2363.324101,17,3.03838,PositiveSelection,0.89859,0.0462,0.04204,1,0.05937,1
OG0011949,,M2,1.54964,-3104.653379,17,4.22535,PositiveSelection,0.85203,0.05001,0.04946,1,0.09851,1
OG0005453,PARP2,M2,1.76469,-7590.609064,17,3.13583,PositiveSelection,0.66648,0.0877,0,1,0.33352,1.17809
OG0012960,SPEN,M2,1.00973,-27910.347884,17,3.6468,PositiveSelection,0.89092,0.06533,0.04214,1,0.06695,1
OG0005499,LSM8,M2,0.2836,-504.674806,17,3.06182,PositiveSelection,1,0,0,1,0,1
OG0012460,MRPL13,M2,1.25291,-1468.588862,17,3.16524,PositiveSelection,0.61896,0.00609,0.20578,1,0.17526,1
OG0010453,SEC24A,M2,0.4505,-6780.787022,17,3.50209,PositiveSelection,0.87824,0.09228,0,1,0.12176,1.58399
OG0007128,CHRNA6,M2,0.53651,-3173.92783,17,3.55478,PositiveSelection,0.77139,0.01731,0.22634,1,0.00228,20.89145
OG0010961,MYO1D,M2,0.45403,-6221.332266,17,4.32664,PositiveSelection,0.84,0.02286,0.00293,1,0.15708,1.06664
OG0008722,CKS2,M2,0.15602,-374.773612,17,10.22834,PositiveSelection,1,0.09778,0,1,0,1
OG0011592,RHEBL1,M2,0.50767,-1146.568674,17,1.77719,PositiveSelection,0.85263,0,0,1,0.14737,1.19645
OG0012255,DPY19L1,M2,0.4875,-4841.771282,17,4.72429,PositiveSelection,0.88688,0.06866,0,1,0.11312,1.30976
OG0011440,ZFYVE1,M2,0.48228,-4969.145967,17,2.8502,PositiveSelection,0.88599000000000006,0.0115,0,1,0.11401,1.22462
OG0012831,TMEM39B,M2,0.4741,-3020.641305,17,3.26116,PositiveSelection,0.98028,0.02297,0.008,1,0.01172,1
OG0005544,CNNM3,M2,1.46466,-6243.06896,17,2.11953,PositiveSelection,0.89371,0.03551,0.09934,1,0.00695,13.53649
OG0005101,RNF144B,M2,0.60017,-2090.267252,17,5.66529,PositiveSelection,0.8747,0.1151,0,1,0.1253,1.4274
OG0006113,SRP72,M2,0.40841,-4118.441102,17,3.26494,PositiveSelection,0.90516,0.03276,0.09483,1,1e-5,1
OG0014044,XCR1,M2,0.96101,-2539.581366,17,3.75162,PositiveSelection,0.72595,0.15863,0.1143,1,0.15975,1
OG0005191,KIF9,M2,1.41102,-7308.092248,17,2.89266,PositiveSelection,0.92786,0.06625,0.0364,1,0.03574,1
OG0011481,SPA17,M2,1.83557,-1324.09636,17,2.77853,PositiveSelection,0.63757,0.08744,0.10135,1,0.26108,3.40142
OG0008863,,M2,56.46319,-2552.96644,17,2.25281,PositiveSelection,0.7276,0,0.2349,1,0.0375,999
OG0010657,DHX57,M2,0.74547,-9690.367508,17,3.73653,PositiveSelection,0.65388,0.05573,0.33955,1,0.00657,8.19981
OG0008911,LZTS2,M2,0.48478,-4141.355191,17,3.43247,PositiveSelection,0.88889,0.0518,0.02608,1,0.08504,1
OG0006729,SLC44A2,M2,0.84791,-5178.377682,17,2.13378,PositiveSelection,0.81937,0,0.16195,1,0.01868,13.01015
OG0009406,DMPK,M2,1.02237,-4637.691508,17,2.63319,PositiveSelection,0.88077,0.08706,0,1,0.11923,1.29012
OG0013255,COL28A1,M2,0.64846,-8156.895329,17,3.80592,PositiveSelection,0.91552,0.16526,0,1,0.08448,1.97136
OG0008661,SDF2L1,M2,1.29818,-1857.149037,17,2.87137,PositiveSelection,0.84111,0.03558,0.08802,1,0.07087,1
OG0012260,RP9,M2,0.6813,-1543.475121,17,6.38754,PositiveSelection,0.74263,0.017,0.23777,1,0.0196,4.91809
OG0006689,CUNH10ORF88 C10H10ORF88,M2,0.8224,-3608.128599,17,3.22899,PositiveSelection,0.77719,0.27202,0.20162,1,0.02119,4.79997
OG0006837,TMUB2,M2,0.55454,-1995.005601,17,3.11247,PositiveSelection,0.92813,0.13452,0.02675,1,0.04513,1
OG0011741,CTF1,M2,1.4054,-1971.787383,17,2.67216,PositiveSelection,0.74454,0.16681000000000001,0.24423,1,0.01124,15.61942
OG0005315,PHLDB2,M2,0.43874,-8034.882539,17,3.78329,PositiveSelection,0.856,0.06772,0,1,0.144,1.06685
OG0011624,PLVAP,M2,1.49366,-4674.336846,17,2.09341,PositiveSelection,0.76365,0.2664,0,1,0.23635,1.77998
OG0010352,,M2,0.48331,-1045.460234,17,2.9578700000000002,PositiveSelection,0.81589,0.03826,0.10163,1,0.08248,2.64492
OG0011768,F3,M2,1.2966,-2711.15595,17,2.91254,PositiveSelection,0.68436,0.15278,0.28736,1,0.02828,3.56229
OG0006188,SEMA5A,M2,0.57698,-7215.310324,17,2.73956,PositiveSelection,0.82346,0.00897,0.07735,1,0.09919,1
OG0009218,SIK3,M2,0.87365,-9393.731196,17,3.20789,PositiveSelection,0.93505,0.05609,0.03323,1,0.03172,1
OG0007565,MAP10,M2,0.79201,-6594.037983,17,2.5455,PositiveSelection,0.60154,0.15818,0.23231,1,0.16615,1
OG0008374,SLC16A8,M2,6.55384,-4246.769425,17,3.38991,PositiveSelection,0.7356,0.05123,0.2475,1,0.0169,289.83395
OG0010083,PLAA,M2,0.52154,-5206.923847,17,4.25773,PositiveSelection,0.80103,0.11167,0.1954,1,0.00357,14.32268
OG0007272,PPP1R26,M2,1.42085,-11830.020067,17,3.35501,PositiveSelection,0.49993,0.12708,0.49287,1,0.0072,5.02608
OG0007527,HOXA10,M2,0.3555,-2395.882128,17,3.04545,PositiveSelection,0.82483,0.03346,0,1,0.17517,1.80283
OG0009212,DPAGT1,M2,78.65426,-3266.344637,17,3.77315,PositiveSelection,0.78128,0.00658,0.17398,1,0.04474,998.9064
OG0010217,PHF6,M2,0.40101,-2124.024262,17,1.76665,PositiveSelection,0.98861,0.04362,0.0059,1,0.00549,4.09564
OG0008027,TUBE1,M2,0.39285,-2831.908626,17,3.66884,PositiveSelection,1,0.08963,0,1,0,1
OG0007721,NUDT16,M2,0.62748,-1383.721176,17,6.99454,PositiveSelection,0.67392,0.0939,0.03343,1,0.29265,1
OG0011860,RGS1,M2,1.00834,-1579.837525,17,4.87565,PositiveSelection,0.62586,0.12206,0.34937,1,0.02477,12.64678
OG0008325,KNL1,M2,0.94007,-17754.748714,17,3.2749,PositiveSelection,0.6277,0.25306,0.32908,1,0.04322,3.75329
OG0007308,MRPL19,M2,0.61719,-1811.177588,17,3.02109,PositiveSelection,0.67807,0.09874,0.30647,1,0.01545,10.17035
OG0007394,CASR,M2,0.37319,-6089.418337,17,4.3612,PositiveSelection,0.95685,0.02584,0.0305,1,0.01266,2.48766
OG0008854,CRELD2,M2,0.73558,-2639.014135,17,3.67313,PositiveSelection,0.76556,0.08901,0.2279,1,0.00653,10.42978
OG0009341,MAN1B1,M2,0.95986,-5082.173635,17,2.91985,PositiveSelection,0.90948,0.03915,0.04955,1,0.04097,1
OG0010740,FBXO43,M2,0.58187,-4567.197107,17,3.57805,PositiveSelection,0.80332,0.19445,0.18522,1,0.01146,3.74335
OG0009916,ASAP3,M2,0.79302,-7479.521719,17,2.67391,PositiveSelection,0.85784,0.04546,0,1,0.14216,1.13551
OG0008247,OS9,M2,2.28123,-5981.118337,17,2.11611,PositiveSelection,0.4963,0,0.314,1,0.1897,1
OG0013150,RBFOX3,M2,0.3337,-2065.228279,17,4.98873,PositiveSelection,0.97169,0.02697,0,1,0.02831,5.14366
OG0008795,SLC35E1,M2,0.51387,-2684.646954,17,3.09773,PositiveSelection,0.90056,0.03496,0.05152,1,0.04792,1
OG0009890,RPS6KA1,M2,0.66624,-5127.185896,17,2.55346,PositiveSelection,0.85734,0.00633,0.12382,1,0.01884,4.55851
OG0005111,FUBP1,M2,0.30343,-3559.087195,17,4.16043,PositiveSelection,0.99286,0.01267,0,1,0.00714,12.09247
OG0010307,PLA1A,M2,1.54227,-3897.553946,17,2.56467,PositiveSelection,0.6689,0.1124,0.18101,1,0.15009,2.13489
OG0007729,TEX28,M2,1.03448,-3182.391474,17,3.16202,PositiveSelection,0.48692,0.05136,0.48491,1,0.02817,9.50631
OG0012673,TBC1D24,M2,1.10334,-4670.343592,17,2.97964,PositiveSelection,0.8675,0.04949,0.07628,1,0.05622,1
OG0013270,ATP13A3,M2,1.02373,-9623.857773,17,3.23785,PositiveSelection,0.92863,0.03805,0.0705,1,8.7e-4,6.93644
OG0008039,,M2,0.25993,-1995.869397,17,3.56283,PositiveSelection,0.94746,0.13919,0.0217,1,0.03084,1
OG0011385,SLC1A2,M2,0.41952,-3431.038179,17,3.27392,PositiveSelection,0.9223,0.04679,0.07566,1,0.00204,13.95698
OG0006630,ARMH1,M2,0.56813,-2912.001531,17,3.71081,PositiveSelection,0.91199,0.08329,0,1,0.08801,2.14051
OG0011651,GJC2,M2,0.96738,-2889.04935,17,3.8133,PositiveSelection,0.99329,0.02006,0.00671,1,0,45.13351
OG0011081,HELZ,M2,1.53241,-10210.291723,17,3.87601,PositiveSelection,0.99408,0.1274,0,1,0.00592,435.16703
OG0006195,SEC24D,M2,0.55705,-6880.37902,17,3.54466,PositiveSelection,0.80997,0.08631,0.04731,1,0.14273,1
OG0009912,MED18,M2,0.60292,-1299.847111,17,4.32206,PositiveSelection,1,0.02206,0,1,0,1
OG0010432,LNX2,M2,0.60937,-4609.614728,17,2.6328,PositiveSelection,0.86623000000000006,0.01857,0.12766,1,0.00611,2.80493
OG0009788,SLC31A2,M2,1.26388,-1244.740777,17,3.10453,PositiveSelection,0.76545,0.04315,0.12729,1,0.10726,1
OG0005135,PPT1,M2,0.99902,-2495.5021,17,2.65643,PositiveSelection,0.76001,0.03377,0.23214,1,0.00785,9.95254
OG0013482,COL18A1,M2,0.64704,-12485.988725,17,3.73967,PositiveSelection,0.86927,0.14195,4.7e-4,1,0.13025,1.92235
OG0006762,MTHFS,M2,1.75431,-2509.977767,17,2.21206,PositiveSelection,0.64532,0.04234,0.3134,1,0.04128,5.55012
OG0006025,EPHX3,M2,0.89074,-3004.493551,17,3.80508,PositiveSelection,0.49564,0,0,1,0.50436,1.17788
OG0007991,AKAP17A,M2,0.56595,-4465.981986,17,3.45924,PositiveSelection,0.86978,0.06796,0,1,0.13022,1.41131
OG0009049,MANBA,M2,0.63276,-6375.429012,17,3.85189,PositiveSelection,0.74565,0.10465,0.10487,1,0.14948,1
OG0013530,NOC3L,M2,0.61931,-5398.816859,17,3.25995,PositiveSelection,0.87282,0.06333,0.05368,1,0.0735,1
OG0007130,DLGAP1,M2,0.59747,-6266.923422,17,2.42445,PositiveSelection,0.8878,0.037,0,1,0.1122,1.80662
OG0005766,,M2,1.84447,-4595.299429,17,2.07329,PositiveSelection,0.55745,0.09517,0.40015,1,0.04239,4.23796
OG0009056,DNAJC27,M2,0.40856,-1599.943654,17,5.04883,PositiveSelection,0.97307,0.07108,0,1,0.02693,2.80773
